,0,1,2
107,"L'Via Hija de Miranda, Tu Apellido se cambió L'Via Sin ojos me quieres dar Una historia sin mi madre Sólo tengo que decirte El dolor de noche dice Sólo se quedo el vestido Le lavé la sangre L'Via No dejes de descansar En la calle caminas ¿Quién te va a perseguir? L'Via Te quieren matar Dientes de Machete Cabeza de gallo L'Via Durmiendo en paz Abre los ojos, Todo cambiará L'Via Soñando de venganza Y yo te juro Lo van a pagar Blackmailed, she fell off every mountain The ones they tightly wrapped in tape In her eraser sang the guilty As it made the best mistakes And with everybody that I find And with every claymore that they mine I won't forget who I'm looking for Oh mother help me I'm looking for L'Via Hija de Miranda, Tu apellido se cambió L'Via Sin ojos me quieres dar Una historia sin mi madre Sólo tengo que decirte El dolor de noche dice Sólo se quedo el vestido Le lavé la sangre Blackmailed, she fell off every mountain The ones they tightly wrapped in tape In her eraser sang the guilty As it made the best mistakes And with everybody that I find And with every claymore that they mine I won't forget who I'm looking for Oh mother help me I'm looking for Sólo tengo Una hora Y me duermo Terminado Por veinticinco Años pasaron Siguen los cuerpos Aquí temblando Tomé la sangre, Comí el cuerpo, Mis lágrimas Quiebra un espejo When all the worms come Crawlin out of your head Telling you Don't be afraid When all the worms come Crawlin out of your head Telling you Don't be afraid Blackmailed she fell off every mountain The ones they tightly wrapped in tape In her eraser sang the guilty As it made the best mistakes Shark kites got tangled in the moleskin Urgent plea of escape A mouth to mouth on the chalkboard Written in fingernail distaste And with everybody that I find And with every claymore that they mine I won't forget who I'm looking for Oh mother help me I'm looking for",,
108,,,
109,,,
110,,,
111,,,
112,,,
113,,,
114,,,
115,,,
116,"Swing swing up and down, Turn turn turn around, Round round round and about and over again. Gun gun son of a gun, You are the only one,  And no one else can take my place. The sun shines in the bedroom when you play, And the raining always starts when you go away.",,
117,"Mr. Sandman, bring me a dream (bung, bung, bung, bung) Make him the cutest that I've ever seen (bung, bung, bung, bung) Give him two lips like roses and clover (bung, bung, bung, bung) Then tell him that his lonesome nights are over Sandman, I'm so alone Don't have nobody to call my own Please turn on your magic beam Mr. Sandman, bring me a dream Mr. Sandman, bring me a dream Make him the cutest that I've ever seen Give him the word that I'm not a rover Then tell him that his lonesome nights are over Sandman, I'm so alone Don't have nobody to call my own Please turn on your magic beam Mr. Sandman, bring me a dream Mr. Sandman (yes?) bring us a dream Give him a pair of eyes with a ""come-hither"" gleam Give him a lonely heart like Pagliacci And lots of wavy hair like Liberace Mr Sandman, someone to hold (someone to hold) Would be so peachy before we're too old So please turn on your magic beam Mr Sandman, bring us, please, please, please Mr Sandman, bring us a dream",,
118,Mission Street is a striking dark-eyed stranger who speaks a language I don't know but long to learn its cadences fall endlessly beyond the windowpane as I sit as though awaiting some return and my hands are cold tonight I'm sleepless in this dark forgetting what it was I came to find and it seems that I've been wrong more than I've been right more than I've been right Mission Street calls out to me by name then hurries on before I've hardly turned my head promises of answers muttered underneath her breath like an offering of contraband misread and my hands are cold tonight on the strings of this guitar looking for the chords of what I've left behind and it seems that I've been wrong more than I've been right more than I've been right Mission Street is alive at every hour like I've never been and feared I may not ever be a light so steady on the mountains in the distance a solitude so deep it might awaken me well my hands are cold tonight but the sky is bright with stars and I'm tearing through the veil that keeps me blind and it seems the more I'm wrong the more that I am right the more that I am right,,
119,"Breathe, trust, bless me, And release, Climb hard, or never be seen, Closed off, rescue to breathe, Just bless me. Too sided time, Your rebirth can't hurt, Branch out behind, The pain. Closure has come to me, Myself, You will never belong, To me. Closure has come to me, Myself, You will never belong, To me! Had to turn, And lay down, You're the sting of disease, Phase you out, Should've seen this coming, Go on, Confusing this soul, Hold my breath, Til you rupture! Three days aside, Your rebirth can't hurt, Branch out behind, Pride. Closure has come to me, Myself, You will never belong, To me. Closure has come to me, Myself, You will never belong, To me! Like a leech, I hold on, As if we belonged, To some, Precious pure dream, Cast off, You've seen what's beneath, Now fail me! Forget closure, Forget closure, Forget closure, Forget closure! Closure has come to me, Myself, You will never belong, To me! Closure has come to me, Myself, You will never belong, To me! Go!",,
120,,,
121,,,
122,,,
123,"There comes a time A time in everyone's life Where nothing seems to go your way Where nothing seems to turn out right There may come a time You just can't seem to find your place And for every door you open Seems like you get two slammed in your face That's when you need someone Someone that you, you can call When all your faith is gone And it feels like you can't go on Let it be me Let it be me If it's a friend that you need Let it be me Let it be me Feels like you're always coming up last Pockets full of nothing and you got no cash No matter where you turn you ain't got no place to stand You reach out for something and they slap your hand Now, I remember all too well Just how it feels to be all alone You feel like you'd give anything For just a little place you can call your own That's when you need someone Someone that you, you can call When all your faith is gone It feels like you cant go on Let it be me Let it be me If it's a friend you need Let it be me Let it be me Let it be me Let it be me If it's a friend you need Let it be me Let it be me, let it be me",,
124,I've become impossible  holding on to when When everything seemed to matter more The two of us All used and beaten up Watching fate as it flow down the path we Have chose You and me We're in this together now None of them can stop us now We will make it through somehow You and me If the world should break in two Until the very end of me Until the very end of you Awake to the sound as they peel apart the skin They pick and they pull Trying to get their fingers in Well they've got to kill what we've found Well they've got to hate what we fear Well they've got to make it go away Well they've got to make it disappear The farther I fall I'm beside you As lost as I get I will find you The deeper the wound I'm inside you For ever and ever I'm a part of You and me We're in this together now None of them can stop us now We will make it through somehow You and me If the world should break in two Until the very end of me Until the very end of you All that we were is gone we have to hold on All that we were is gone we have to hold on When all our hope is gone we have to hold on All that we were is gone but we can hold on You and me We're in this together now None of them can stop us now We will make it through somehow You and me Even after everything You're the queen and I'm the king Nothing else means anything,I've become impossible  holding on to when When everything seemed to matter more The two of us All used and beaten up Watching fate as it flow down the path we Have chose You and me We're in this together now None of them can stop us now We will make it through somehow You and me If the world should break in two Until the very end of me Until the very end of you Awake to the sound as they peel apart the skin They pick and they pull Trying to get their fingers in Well they've got to kill what we've found Well they've got to hate what we fear Well they've got to make it go away Well they've got to make it disappear The farther I fall I'm beside you As lost as I get I will find you The deeper the wound I'm inside you For ever and ever I'm a part of You and me We're in this together now None of them can stop us now We will make it through somehow You and me If the world should break in two Until the very end of me Until the very end of you All that we were is gone we have to hold on All that we were is gone we have to hold on When all our hope is gone we have to hold on All that we were is gone but we can hold on You and me We're in this together now None of them can stop us now We will make it through somehow You and me Even after everything You're the queen and I'm the king Nothing else means anything,
125,,,
126,,,
127,,,
128,"Meow, meow, meow, meow, meow, meow Little bag of bones been out all night Little bag of bones been out all night Kitty, you're scratchin' at the screen door Kitty, you're scratchin' at the screen door Little bag of bones been out all night He needs some pettin' and lovin' on his head He needs some pettin' and lovin' on his rain-soaked hide He's circlin' round my ankle He's circlin' round my ankle He needs some pettin' and lovin' on his hide Oh kitty, won't you come inside Kitty on my foot and I want to touch it Kitty on my foot and I want to touch it Kitty on my foot and I want to touch it Kitty on my foot and I want to touch it Kitty on my foot and I want to touch it Kitty on my foot and I want to touch it Kitty on my foot and I want to touch it Kitty on my foot and I want to touch it Meow, meow, meow, meow, meow, meow Pussy purrin' and lookin' so satisfied Pussy purrin' and lookin' so satisfied (Lost in his little yellow round die?) (Lost in his little yellow round die?) Pussy purrin' and lookin' so satisfied Kitty up and scratch me through my jeans Kitty up and scratch me through my jeans Fuck you, kitty you're gonna spend the night Fuck you, kitty you're gonna spend the night Fuck you, kitty you're gonna spend the night OUTSIDE! Kitty on my foot and I want to touch it Kitty on my foot and I want to touch it Kitty on my foot and I want to touch it Kitty on my foot and I want to touch it Kitty on my foot and I want to touch it Kitty on my foot and I want to touch it Kitty on my foot and I want to touch it Kitty on my foot and I want to touch it Touch it Want to touch it Want to touch it Want to touch it Want to touch it Want to touch it Kitty, kitty, kitty, kitty, kitty, kitty Touch it! Kitty, kitty, kitty, kitty, kitty, kitty Touch it! Kitty, kitty, kitty, kitty, kitty, kitty Touch it! Kitty on my foot and I want to touch it!",,
129,,,
130,,,
131,,,
132,,,
133,,,
134,,,
135,"Stop me, oh, stop me  Stop me if you think that you've heard this one before  Stop me, oh, stop me  Stop me if you think that you've heard this one before  Nothing's changed  I still love you, oh, I still love you  Only slightly, only slightly less than I used to, my love  I was delayed, I was way-laid  An emergency stop  I smelt the last ten seconds of life  I crashed down on the crossbar  And the pain was enough to make a shy, bald, Buddhist reflect  And plan a mass murder  Who said I'd lied to her? Oh, who said I'd lied because I never? I never Who said I'd lied because I never?  I was detained, I was restrained  And broke my spleen and broke my knee  And then he really laced into me Friday night in-out patients  Who said I'd lied to her?  Oh, who said I'd lied? Because I never, I never  Who said I'd lied? Because I never  And so I drank one  It became four  And when I fell on the floor I drank more  Stop me, oh, stop me  Stop me if you think that you've heard this one before  Stop me, oh, stop me  Stop me if you think that you've heard this one before  Nothing's changed  I still love you, oh, I still love you  Only slightly, only slightly less than I used to, my love",,
136,,,
137,"You feel so good You smell so good You feel so warm Just like I knew you would Can't let you go Can't let you go I can't let you go You were late to school I'm gonna have to  See you after class You've been a bad girl Someone's gonna have to  Teach you a lesson You've been a bad girl Someone's gonna have to  Straighten you right out You've been a bad girl Someone's gonna have to teach you Teach you, teach you, teach you Teach you, teach you, teach you, teach you Someone's gonna have to teach you Teach you, teach you, teach you You can call me professor But, baby, you broke the rules You won't get the grade you want Unless you stay after school You can work it off (work it off, work it off) Baby, I can give you extra credit (extra credit) But there's something else Girl, can I frisk you? Search your body for... You look so guilty to me If I make you nervous It's 'cause you're hiding WMD's And I'm gonna sentence you Baby, you can do your time on me I can't let you go I can't let you go You were late to school I'm gonna have to see you after class You've been a bad girl Someone's gonna have to teach you a lesson You've been a bad girl, ooo, ooo Someone's gonna have to straighten you right out (straighten you right out) You've been a bad girl (bad girl) Someone's gonna have to teach you Teach you, teach you, teach you Teach you, teach you, teach you, teach you Just for the moment For tonight Can I make you mine? Is it me, is it us? Can I love you all my life?",,
138,,,
139,,,
140,,,
141,,,
142,,,
143,,,
144,"Yeah You're all rock stars now in a network town Theres no place to go, To be on your own Making friends and foes Watch the network grow, Will you find a time When you're not online Standing all alone, Where's your real friends now? You have let them down You're a download pal. Yeah You're all rock stars now in a network town Theres no place to go, To be on your own Making friends and foes Watch the network grow, Will you find a time When you're not online Standing all alone, Where's your real friends now? You have let them down You're a download pal",,
145,,,
146,,,
147,,,
148,,,
149,,,
150,"Yeah, ya, yeah Yeah, ya, yeah oh I would dig a hole all the way to China Unless of course I was there Then I'd dig my way home If by digging, I could steal The wind from the sails of the greedy men who ruled the world Still you my best friend And after a good good drunk You and me Wake up and make love after a deep sleep Where I was dreaming I was dreaming of a dreamgirl, dreamgirl, dreamgirl, dreamgirl Well I was feeling like a creep As I watched you asleep Face down in the grass In the park in the middle of a hot afternoon Your top was untied And I thought 'how nice it'll be the fall of your sweat down your spine' You're my best friend Or after a good good drunk You and me Wake up and make love after a deep sleep Where I was dreaming I was dreaming of a dreamgirl, dreamgirl, dreamgirl, dreamgirl Caught by the wave my back to the ocean It knocks me off my feet, just as I find my footing Here you come again, dreamgirl, oh dreamgirl That's all dreamgirl, but a dreamgirl, dreamgirl, oh wait dreamgirl In my dreams dreamgirl, I'm dreaming dream girl Deep in, deep in",,
151,,,
152,,,
153,,,
154,,,
155,,,
156,,,
157,,,
158,,,
159,,,
160,"Well I can't ever really believe No one was sent to get me And I feel like I'm being erased No one got left here, I'm all alone, No one was sent to get me I'm all alone, no one got left here But I'm fine, No one got left here, Well I'm fine, No one got left here, I can't even breathe when I see, The pictures sent without you, And I feel like I'm being erased, No one got left here I'm all alone, no one was sent to get me, I'm all alone, no one got left here, I'm so sick of this terrible instinct It's so hard now just to find you So sick of the terrible instinct, I can only find you",,
161,I am not here  I think I've never  Been here at all  Or ever will  I feel like a place  Where no one goes anymore  Why can't you see that everything's broken?  And why can't you see that my life's turned gray?  I can't believe in anything sacred  When I don't believe that I am real  It seems so bizarre  But none of this matters  Thoughts disappear and hopes have died  But now I am safe  nothing can hurt me here  Why can't you see my need for forgiveness  The truth and the lies so confused as one  I can't believe in anything sacred  When I don't believe in anything  I am alone  Locked in my memories  There's nowhere left for me to hide  But I am not real  I've made all I am with lies  Why does it seem that everything's different?  And why does it seems that only you are real?  I don't believe in anything sacred  So why do I feel so damned alone?  I need someone to break the silence  Screaming in my head  And in my soul,,
162,,,
163,,,
164,,,
165,,,
166,,,
167,,,
168,,,
169,,,
170,,,
171,,,
172,,,
173,,,
174,,,
175,,,
176,"Some will learn, many do Cover up or spread it out Turn around, had enough Pick and choose, or pass it on Buying in, heading for Suffer now or suffer then It's bad enough, I want the fear Need the fear 'cause he's alone (and he has become) He's alone (and he has become) Well, if they're making it (making it) Then they're pushing it (pushing it) And they're leading us, along The hassle of (hassle of) All the screaming fits (screaming fits) That panic makes, remorse After all, what's the point? Course levitation is possible If you're a fly, achieved and gone There's time for this and, so much more It's typical, create a world A special place of my design To never cope, or never care Just use the key cause He's alone (and he has become) He's alone (and he has become) Well, if they're making it (making it) Then they're pushing it (pushing it) And they're leading us, along The hassle of (hassle of) All the screaming fits (screaming fits) That panic makes, remorse! Over and over a slave, became Over and over a slave, became Over and over a slave, became Over and over a slave Well, if they're making it (making it) Then they're pushing it (pushing it) And they're leading us, along The hassle of (hassle of) All the screaming fits (screaming fits) That panic held, before Well, if they're making it (making it) Then they're pushing it (pushing it) And they're leading us, along Like a cancer caused (cancer caused) All the screaming fits (screaming fits) And their panic makes, remorse","Threw you the obvious and you flew with it on your back a name In your recollection down among a million same Difficult not to feel a little bit disappointed and passed over when I've looked right through to see you naked but oblivious and you don't see me But I threw you the obvious just to see If there's more behind the eyes of a fallen angel eyes of a tragedy Here I am expecting just a little bit too much From the wounded but I see through it all and see you 'Cause I threw you the obvious to see what occurs behind the eyes of a fallen angel Eyes of a tragedy oh well, oh well apparently nothing apparently nothing at all You don't, you don't, you don't see me You don't, you don't, you don't see me You don't, you don't, you don't see me You don't, you don't, you don't see me You don't see me You don't see me at all",
177,,,
178,,,
179,,,
180,,,
181,,,
182,,,
183,,,
184,,,
185,,,
186,,,
187,"Well, it would've been Could've been worse than you would ever know Oh, the dashboard melted But we still have the radio Oh, it should've been Could've been worse than you would ever know Well, you told me about nowhere Well, it sounds like someplace I'd like to go Oh, it could've been Should've been worse than you would ever know Well, the windshield was broken But I love the fresh air ya know (The dashboard melted, but we still have the radio) Oh, it would've been Could've been worse than you would ever know, oh! (The dashboard melted, but we still have the radio) Oh, we talked about nothing Which was more than I wanted you to know-oh-oh-oh-oh Now here we go! Oh, it would've been Could've been worse than it had even gone Well, the car was on blocks, but I was already where I want (It was impossible, we ran it good, we ran it good) Why should we ever even ever really even get to know? (It was impossible, we ran it good, we ran it good) Oh, if the world don't like us It'll shake us just like we were a co-oh-oh-oh-old Now here we go! Well, we scheme, and we scheme, but we always blow it We've yet to crash, but we still might as well enjoy it Standing at a light switch to each east and west horizon Every dawn you're surprising And the evening was consoling Saying, ""See, it wasn't quite as bad as"" Well, it would've been Could've been worse than you would ever know I was patiently erasing and recording the wrong episodes After you had proved my point wrong It wasn't like I'd let it go, oh-oh-oh, oh-oh-oh I just wanted to catch the last laugh of this show Yeah, it would've been Could've been worse than you would ever know Oh, the dashboard melted, but we still have the radio (The dashboard melted, but we ran it good, we ran it good) Hard-wired to conceive, so much we'd have to stow it Even needs have needs, tiny giants made of tinier giants Don't wear eyelids so I don't miss the last laugh of this show (The dashboard melted, but we still have the radio) Oh, we could've been Should've been worse than you would ever know (The dashboard melted, but we still have the radio) Well, you told me about nowhere Well, it sounds like someplace I'd like to go-oh-oh-oh-oh Now here we go! Well, we scheme, and we scheme, but we always blow it We've yet to crash, but we still might as well enjoy it Standing at a light switch to each east and west horizon Every dawn you're surprising And the evening was consoling Saying, ""See, it wasn't quite as bad as"" Oh, it would've been Could've been worse than you would ever know",,
188,,,
189,"Well, it would've been Could've been worse than you would ever know Oh, the dashboard melted But we still have the radio Oh, it should've been Could've been worse than you would ever know Well, you told me about nowhere Well, it sounds like someplace I'd like to go Oh, it could've been Should've been worse than you would ever know Well, the windshield was broken But I love the fresh air ya know (The dashboard melted, but we still have the radio) Oh, it would've been Could've been worse than you would ever know, oh! (The dashboard melted, but we still have the radio) Oh, we talked about nothing Which was more than I wanted you to know-oh-oh-oh-oh Now here we go! Oh, it would've been Could've been worse than it had even gone Well, the car was on blocks, but I was already where I want (It was impossible, we ran it good, we ran it good) Why should we ever even ever really even get to know? (It was impossible, we ran it good, we ran it good) Oh, if the world don't like us It'll shake us just like we were a co-oh-oh-oh-old Now here we go! Well, we scheme, and we scheme, but we always blow it We've yet to crash, but we still might as well enjoy it Standing at a light switch to each east and west horizon Every dawn you're surprising And the evening was consoling Saying, ""See, it wasn't quite as bad as"" Well, it would've been Could've been worse than you would ever know I was patiently erasing and recording the wrong episodes After you had proved my point wrong It wasn't like I'd let it go, oh-oh-oh, oh-oh-oh I just wanted to catch the last laugh of this show Yeah, it would've been Could've been worse than you would ever know Oh, the dashboard melted, but we still have the radio (The dashboard melted, but we ran it good, we ran it good) Hard-wired to conceive, so much we'd have to stow it Even needs have needs, tiny giants made of tinier giants Don't wear eyelids so I don't miss the last laugh of this show (The dashboard melted, but we still have the radio) Oh, we could've been Should've been worse than you would ever know (The dashboard melted, but we still have the radio) Well, you told me about nowhere Well, it sounds like someplace I'd like to go-oh-oh-oh-oh Now here we go! Well, we scheme, and we scheme, but we always blow it We've yet to crash, but we still might as well enjoy it Standing at a light switch to each east and west horizon Every dawn you're surprising And the evening was consoling Saying, ""See, it wasn't quite as bad as"" Oh, it would've been Could've been worse than you would ever know",,
190,,,
191,,,
192,,,
193,,,
194,,,
195,,,
196,"She is my rock, bust at the op Hold down the spot, beast with the box Shawty be wet, dope in the pot Beat down the block, the best thing I got She is my rock, 'ock, 'ock, 'ock, 'ock, 'ock, 'ock She is my rock, 'ock, 'ock, 'ock, 'ock, 'ock, 'ock She is my rock, bust at the op Hold down the spot, beast with the box Shawty be wet, dope in the pot Beat down the block, the best thing I got She is my rock, 'ock, 'ock, 'ock, 'ock, 'ock, 'ock She is my rock, 'ock, 'ock, 'ock, 'ock, 'ock, 'ock Shawty was there 'fore I had them bands She a lil' rider just like her friend Her and her mama, cool as a fan I love a woman, who love her man What can I say? She realer than most When things get ugly, she don't get ghost The ship was sunkin', she stayed on the boat I call her bae but to me, she the GOAT She is my rock, bust at the op Hold down the spot, beast with the box Shawty be wet, dope in the pot Beat down the block, the best thing I got She is my rock, 'ock, 'ock, 'ock, 'ock, 'ock, 'ock She is my rock, 'ock, 'ock, 'ock, 'ock, 'ock, 'ock She is my rock, bust at the op Hold down the spot, beast with the box Shawty be wet, dope in the pot Beat down the block, the best thing I got She is my rock, 'ock, 'ock, 'ock, 'ock, 'ock, 'ock She is my rock, 'ock, 'ock, 'ock, 'ock, 'ock, 'ock She my lil' rock, what's mine is hers Like shawty told me, ""what's mine is yours"" She more than a hundred, that ain't even a word Things go left, I hit her first Things go right, I spoil her first I give her the world, that's what she deserve She my lil' rock, she ain't a bird My numero uno, she can come first She is my rock, bust at the op Hold down the spot, beast with the box Shawty be wet, dope in the pot Beat down the block, the best thing I got She is my rock, 'ock, 'ock, 'ock, 'ock, 'ock, 'ock She is my rock, 'ock, 'ock, 'ock, 'ock, 'ock, 'ock She is my rock, bust at the op Hold down the spot, beast with the box Shawty be wet, dope in the pot Beat down the block, the best thing I got She is my rock, 'ock, 'ock, 'ock, 'ock, 'ock, 'ock She is my rock, 'ock, 'ock, 'ock, 'ock, 'ock, 'ock She know how to grind, she hustle like me Finesse for the check, she get it from me She don't stay stagnant, she chasing her dreams When I need a shoulder, that's where I lean She cute in a dress, she cute in some jeans She ain't a member, she is the team When I'm on the go, she know where I be She is my rock, she is my queen She is my rock, bust at the op Hold down the spot, beast with the box Shawty be wet, dope in the pot Beat down the block, the best thing I got She is my rock, 'ock, 'ock, 'ock, 'ock, 'ock, 'ock She is my rock, 'ock, 'ock, 'ock, 'ock, 'ock, 'ock",,
197,,,
198,,,
199,,,
200,,,
