,0,1,2,3,4
253,,,,,
254,,,,,
255,"La davi, la davi, la davi, la davi we like to party To party, to party, to party, to party, party, party, party La davi, we like to party La davi, we like to party La davi La davi La davi, we like to party La davi, we like to party La davi, we like to party La davi, we like to party",,,,
256,"You know I'm not dead  You know I'm  you know I'm not dead  You know I'm not dead  You know I'm not dead  Now you know where I've been  As you sleep  shine I am  Waiting down patiently  Born of love  You know I'm  you know I'm not dead  I'm just living in my head  Forever waiting on the ways of your desire  You always find your way  And through it all  into us all you move  Forgotten touch, forbidden thought  We can never, ever know  You know I'm not dead  You know I'm, you know I'm not dead  You know I'm not dead  You know I'm not dead  Down below the creatures scream  Strangehold of God's machines  Begging to tear us out  Torn is hope  You know I'm, you know I'm not dead  I'm just the tears inside your head  Forever waiting on the ways of your desire  You always find a way  And through it all, into us all you move  Forgotten touch, forbidden thought  We can never, ever know  You know I'm not dead  We all want to hold in the everlasting gaze  Enchanted in the rapture of his sentimental sway  But underneath the wheels lie the skulls of every cog  The fickle fascination of an everlasting God  You know I'm not dead  I'm just living in my head  Forever waiting, forever waiting a cruel death  You know I'm not dead  I'm just living for myself  Forever waiting  You know I'm not dead  You know I'm not dead  You know I'm not dead  You know I'm not dead",,,,
257,,,,,
258,,,,,
259,,,,,
260,"Shame, such a shame I think I kind of lost myself again Day, yesterday Really should be leaving but I stay Say, say my name I need a little love to ease the pain I need a little love to ease the pain It's easy to remember when it came 'Cause it feels like I've been I've been here before You are not my savior But I still don't go Feels like something That I've done before I could fake it But I still want more Fade, made the fade Passion's overrated anyway Say, say my name I need a little love to ease the pain I need a little love to ease the pain It's easy to remember when it came 'Cause it feels like I've been I've been here before You are not my savior But I still don't go, oh I feel like something That I've done before I could fake it But I still want more, oh",,,,
261,"Bed, stay in bed The feeling of your skin locked in my head Smoke smoke me broke I don't care, I'm down for what you want Day drunk into the night, wanna keep you here 'Cause you dry my tears Yeah, summer loving and fights How it is for us, and it's all because Now if we're talking body You got a perfect one, so put it on me Swear it won't take you long If you love me right We fuck for life, on and on and on Now if we're talking body You got a perfect one, so put it on me Swear it won't take you long If you love me right We fuck for life, on and on and on Love can be love Anything you want I'll give it up Lips, lips I kiss Bite me while I taste your fingertips Day drunk into the night, wanna keep you here 'Cause you dry my tears Yeah, summer loving and fights How it is for us, and it's all because Now if we're talking body You got a perfect one, so put it on me Swear it won't take you long If you love me right We fuck for life, on and on and on Now if we're talking body You got a perfect one, so put it on me Swear it won't take you long If you love me right We fuck for life, on and on and on Oh oh Bodies Oh baby make 'em bodies, we just use them for fun Bodies Let's use 'em up 'till every little piece is gone Let's go! On and on and on Let's go! On and on (let's go) Oh now if we're talking body You got a perfect one, so put it on me Swear it won't take you long If you love me right We fuck for life, on and on and on Ooh now if we're talking body You got a perfect one, so put it on me Swear it won't take you long If you love me right We fuck for life, on and on and on We're talking body Put it on me If you love me right We fuck for life, on and on and on Now if we're talking body You got a perfect one, so put it on me Swear it won't take you long If you love me right We fuck for life, on and on and on",,,,
262,"Tell me why, tell me why  Wonder if I could open my heart again (if I could, if I could, if I could)  Ask me why I feel like at start again  Wonder if I could open my heart again (heart again, heart again)  Ask me why I feel like at start again  The morning comes and the snow is falling  The morning comes and the snow is falling  The morning comes and the snow is falling  The morning comes and the snow is falling  Tell me why, tell me why  Tell me why, tell me why  The morning comes and the snow is falling  The morning comes and the snow is falling  The morning comes  I can't understand the reason  And snow the is falling (tell me why)  The morning comes  I can't understand the reason  And snow the is falling (tell me why)",,,,
263,,,,,
264,,,,,
265,,,,,
266,,,,,
267,"I looked into the mirror What did I see There was a big black beast Looking back at me You looked into my eyes What did you see You saw a big black beast Magnified in me Like a man on a wire I set myself on fire Destroyer of our dream Trying to find a spark Desperate for love Like a man on a wire I was like a volcano Just waiting to explode I [helped it was a wreck there reborn] And I've been transformed I was a green eyed monster Could you tell I was afraid I sat myself down and shot my fear in the face Like a man on a wire I set myself on fire Destroyer of our dream Trying to find a spark Desperate for love Like a man on a wire That's right Yeah, I see you sitting around With your wristwatch And your white collared shirt I see you hoping to watch me fail You're hoping to watch me fail I sat myself down and shot my fear in the face Like a man on a wire I set myself on fire Destroyer of our dream Trying to find a spark Desperate for love Like a man on a wire Like a man on a wire I set myself on fire Destroyer of our dream Trying to find a spark Desperate for love Like a man on a wire",,,,
268,,,,,
269,,,,,
270,"I feel so unsure As I take your hand and lead you to the dance floor As the music dies Something in your eyes Calls to mind a silver screen And all its sad goodbyes I'm never gonna dance again Cause guilty feet have got no rhythm Though it's easy to pretend I know you're not a fool I should have known better than to cheat a friend And waste the chance that I'd been given So I'm never gonna dance again The way I danced with you Time can never mend The careless whispers of a good friend To the heart and mind Ignorance is kind There's no comfort in the truth Pain is all you'll find I'm never gonna dance again Cause guilty feet have got no rhythm Though it's easy to pretend I know you're not a fool I should have known better than to cheat a friend And waste the chance that I'd been given So I'm never gonna dance again The way I danced with you What am I without your love Tonight the music seems so loud I wish that we could lose the crowd Maybe it's better this way We'd hurt each other with the things we wanna say We could have been so good together We could have lived this daze forever Now, who's gonna dance with me? Please stay I'm never gonna dance again Cause guilty feet have got no rhythm Though it's easy to pretend I know you're not a fool I should have known better than to cheat a friend And waste the chance that I'd been given So I'm never gonna dance again The way I danced with you",,,,
271,,,,,
272,"You gave me this, made me give Your silver grin, still sticking it in You have soul machine, soul machine The longest kiss, peeling furniture days Drift madly to you, pollute my heart drain You have broken in me, broken me All your mental armor drags me down Nothing hurts like your mouth, mouth, mouth Your loaded smiles, pretty just desserts Wish it all for you, so much it never hurts You have a soul machine, stolen me All your mental armor drags me down We can't breathe when you come around All your mental armor drags me down Nothing hurts like your mouth, mouth, mouth Your mouth, mouth, mouth We'd been missing long before Never found our way home We'd been missing long before Where we'll find our way You gave me this, made me give You have soul machine, broken free All your mental armor drags me down We can't breathe when you come around All your metal armor drags me down Nothing hurts like your mouth, mouth, mouth Your mouth, mouth, mouth All your mental armor All your mental armor And your mouth, mouth, mouth Mouth, mouth, mouth, mouth, mouth, mouth Mouth, mouth, mouth, mouth, mouth, mouth",,,,
273,"I got this feeling on a summer day when you were gone. I crashed my car into a bridge. I watched, I let it burn. I threw your shit into a bag and pushed it down the stairs. I crashed my car into a bridge. I don't care, say fuck it. I don't care. I got this feeling on the summer day when you were gone. I crashed my car into a bridge. I watched, I let it burn. I threw your shit into a bag and pushed it down the stairs. I crashed my car into a bridge. I don't care, say fuck it. I don't care. You're on a different road, I'm in the Milky Way You want me down on earth, but I am up in space You're so damn hard to please, we gotta kill this switch I'm from the 70's, and you're a crazy bitch Say fuck it! Say fuck it! I got this feeling on the summer day when you were gone. I crashed my car into a bridge. I watched, I let it burn. I threw your shit into a bag and pushed it down the stairs. I crashed my car into a bridge. I don't care, say fuck it. I don't care, say fuck it, say fuck it. I don't care, say fuck it. I don't care. You're on a different road, I'm in the Milky Way You want me down on earth, but I am up in space You're so damn hard to please, we gotta kill this switch I'm from the 70's, and you're a crazy bitch I don't care, say fuck it. I don't care, say fuck it, say fuck it. I don't care, say fuck it. I don't care, say fuck it, say fuck it. I don't care.","I feel so unsure As I take your hand and lead you to the dance floor As the music dies Something in your eyes Calls to mind a silver screen And all its sad goodbyes I'm never gonna dance again Cause guilty feet have got no rhythm Though it's easy to pretend I know you're not a fool I should have known better than to cheat a friend And waste the chance that I'd been given So I'm never gonna dance again The way I danced with you Time can never mend The careless whispers of a good friend To the heart and mind Ignorance is kind There's no comfort in the truth Pain is all you'll find I'm never gonna dance again Cause guilty feet have got no rhythm Though it's easy to pretend I know you're not a fool I should have known better than to cheat a friend And waste the chance that I'd been given So I'm never gonna dance again The way I danced with you What am I without your love Tonight the music seems so loud I wish that we could lose the crowd Maybe it's better this way We'd hurt each other with the things we wanna say We could have been so good together We could have lived this daze forever Now, who's gonna dance with me? Please stay I'm never gonna dance again Cause guilty feet have got no rhythm Though it's easy to pretend I know you're not a fool I should have known better than to cheat a friend And waste the chance that I'd been given So I'm never gonna dance again The way I danced with you",,,
274,,,,,
275,,,,,
276,"Do you recall, not long ago We would walk on the sidewalk Innocent, remember? All we did was care for each other But the night was warm We were bold and young All around the wind blows We would only hold on to let go Blow a kiss, fire a gun We need someone to lean on Blow a kiss, fire a gun All we need is somebody to lean on Blow a kiss, fire a gun We need someone to lean on Blow a kiss, fire a gun All we need is somebody to lean on What will we do when we get old? Will we walk down the same road? Will you be there by my side? Standing strong as the waves roll over When the nights are long Longing for you to come home All around the wind blows We would only hold on to let go Blow a kiss, fire a gun We need someone to lean on Blow a kiss, fire a gun All we need is somebody to lean on Blow a kiss, fire a gun We need someone to lean on Blow a kiss, fire a gun All we need is somebody to lean on All we need is somebody to lean on Blow a kiss, fire a gun We need someone to lean on Blow a kiss, fire a gun All we need is somebody to lean on Blow a kiss, fire a gun We need someone to lean on Blow a kiss, fire a gun All we need is somebody to lean on",,,,
277,,,,,
278,,,,,
279,,,,,
280,,,,,
281,,,,,
282,"Hello? Hello? Hello? Is there anybody in there? Just nod if you can hear me Is there anyone at home? Come on now I hear you're feeling down Well I can ease your pain Get you on your feet again Relax I'll need some information first Just the basic facts Can you show me where it hurts? There is no pain you are receding A distant ship  smoke on the horizon You are only coming through in waves Your lips move but I can't hear what you're saying When I was a child I had a fever My hands felt just like two balloons Now I've got that feeling once again I can't explain you would not understand This is not how I am I have become comfortably numb Okay Just a little pinprick There'll be no more, ah But you may feel a little sick Can you stand up? I do believe it's working, good That'll keep you going through the show Come on it's time to go There is no pain you are receding A distant ship, smoke on the horizon You are only coming through in waves Your lips move but I can't hear what you're saying When I was a child I caught a fleeting glimpse Out of the corner of my eye I turned to look but it was gone I cannot put my finger on it now The child is grown The dream is gone I have become comfortably numb",,,,
283,,,,,
284,Something inside the cards I know is right Don't want to live Somebody else's life This is what I want to be And this is what I give to you Because I get it free She smiles while I do my time I could die for you Oh this life I choose I'm here to be your only go-between To tell you of the sights These eyes have seen What I really want to do is Turn it into motion Beauty that I can't abuse You know that I'd use my senses to You can see that It's only everywhere I'd take it all and then I'd find a way to share Come along and go Along with me Wander with me yo It's all for free I could die for you What you want to do Oh this life I choose I could die for you What you want to do Oh this life I choose Come again and tell me Where you want to go What it means for me To be with you alone Close the door and No one has to know How we are Come along and go Along with me Wander with me yo It's all for free I could die for you What you want to do Oh this life I choose I could die for you What you want to do Oh this life I choose Make me want to say I could die for you What you want to do Oh this life I choose I could die for you What you want to do Oh this life I choose,,,,
285,Nearly every inch of us on the line Plucking on the string of everything That could have been Such unrescued treasure fractals of her lives Tham ja murh ja naseeba Kahaan le aaye naseeba If you move like lightning Charging through the angry skies And intercept on the arrow of time Kahaan le aaye naseeba But we just might make this up With our heads held high So this story continues with Minds without fear Baadal lehraaye maat ka jo Ban jaa bijli baadal ko cheer tu Rooh ko kar de yun roshan Bas mushqil hai naamumkin toh nahi Ban jaa bijli naseeba Kahaan le aaye Naseeba If you move like lightning Charging through the angry skies And intercept on the arrow of time Kahaan le aaye naseeba But we just might make this up With our heads held high And this story continues with Minds without fear Jhi jhi re jhi jhi re jhi jhi re jhi jhi re Jhi jhi re jhi jhi re jhi jhi re jhi jhi re Jhi jhi re jhi jhi re jhi jhi re jhi jhi re Jhi jhi re jhi jhi re jhi jhi re jhi jhi re Kahaan le aaye Naseeba If you move like lightning Charging through the angry skies And intercept on the arrow of time Kahaan le aaye naseeba But we just might make this up With our heads held high So this story continues with Minds without fear,,,,
286,"How long, til you leave it You should know that We’re alone this time Keep your, self a secret You should know that I will sell you a future you don’t want Like I did last time I won’t go slow All the things you tell yourself Offer no resolution You know that This will break us But you push us As far as we can go Taking Every chance to Find solutions That never make anyone happy We are done this time You don’t owe me Take a Final look at me Take it and drink it in Breathe through me Fill up your lungs with us I will keep e-very-thing You give me Til the time We let go Breathe through me Fill up your lungs with us I will keep e-very-thing You give me Til the time We let go Keep me In your eyeline Keep believing What you said before I won't Change direction I will tell you That everything’s moving too slowly Just another lie One more untruth You won’t ever see through me You will still drink it in Breathe through me Fill up your lungs with us I will keep e-very-thing You give me Til the time We let go You know that This will break us But you push us As far as we can go Taking Every chance to Find solutions That never make anyone happy We are done this time You don’t owe me Take a Final took at me Take it",,,,
287,"So long ago, I don't remember when That's when they say I lost my only friend Well they said she died easy of a broken heart disease As I listened through the cemetery trees I seen the sun comin' up at the funeral at dawn The long broken arm of human law Now it always seemed such a waste, she always had a pretty face So I wondered how she hung around this place Hey, come on try a little Nothing is forever There's got to be something better than In the middle But me and Cinderella We put it all together We can drive it home With one headlight She said it's cold It feels like Independence Day And I can't break away from this parade But there's got to be an opening Somewhere here in front of me Through this maze of ugliness and greed And I seen the sun up ahead at the county line bridge Sayin' all there's good and nothingness is dead We'll run until she's out of breath She ran until there's nothin' left She hit the end, it's just her window ledge Hey, come on try a little Nothing is forever There's got to be something better than In the middle But me and Cinderella We put it all together We can drive it home With one headlight Well this place is old It feels just like a beat up truck I turn the engine, but the engine doesn't turn Well it smells of cheap wine, cigarettes This place is always such a mess Sometimes I think I'd like to watch it burn I'm so alone and I feel just like somebody else Man, I ain't changed, but I know I ain't the same But somewhere here in between the city walls of dyin' dreams I think of death, it must be killin' me Hey, hey hey come on try a little Nothing is forever There's got to be something better than In the middle But me and Cinderella We put it all together We can drive it home With one headlight",,,,
288,,,,,
289,"Jane, you say it's all over  For you and me girl There's a time for love  And a time for lettin' it be baby Jane, you're playin' a game called  Called ""hard to get"" by its real name Makin' believe that you just don't feel the same Oh Jane Jane, you're playin' a game You never can win girl You're stayin' away so I ask you ""Where you been, baby?"" Like a cat and a mouse (cat and a mouse) From door to door and-a house to house Don't you pretend you don't know What I'm talking about Were all those nights we spent together, hey hey Only because you didn't know better I got to know Jane, you're playin' a game You're playin' a game, playin' a game Woah Jane you're playin' a game But why I don't see Jane you're playin' for fun But I play for keeps, yes I do (Jane, Jane, Jane) That's a game on me, yeah (Jane, Jane, Jane) So plain to see (Jane, Jane, Jane) Janie, Janie, Janie, Janie, Janie (Jane, Jane, Jane) Why you foolin' with me, me, me (Jane, Jane, Jane) (Jane, Jane, Jane) (Jane, Jane, Jane) (Jane, Jane, Jane)",,,,
290,,,,,
291,"Chewing on a piece of grass Walking down the road Tell me, how long you gonna stay here Joe? Some people say this town don't look Good in snow You don't care, I know Ventura Highway in the sunshine Where the days are longer The nights are stronger Than moonshine You're gonna go I know 'Cause the free wind is blowin' through Your hair And the days surround your daylight There Seasons crying no despair Alligator lizards in the air Wishin' on a falling star Watchin' for the early train Sorry boy, but I've been hit by Purple rain Aw, come on Joe, you can always Change your name Thanks a lot son, just the same Ventura Highway In the sunshine Where the days are longer The nights are stronger Than moonshine You're gonna go I know 'Cause the free wind is blowin' through Your hair And the days surround you daylight There Seasons crying no despair Alligator lizards in the air",,,,
292,,,,,
293,"Hold on to me Don't let me go Who cares what they see? Who cares what they know? Your first name is Free Last name is Dom We choose to believe In where we're from Man's red flower It's in every living thing Mind, use your power Spirit, use your wings Freedom Freedom Freedom Freedom Freedom Freedom Hold on to me Don't let me go Cheetahs need to eat Run, antelope Your first name is King Last name is Dom 'Cause you still believe In everyone When a baby first breathes When night sees sunrise When the whale hunts in the sea When man recognizes Freedom Freedom Freedom Freedom Freedom Breathe in We are from heat The electric one Does it shock you to see He left us the sun? Atoms in the air Organisms in the sea The son and, yes, man Are made of the same things Freedom Freedom Freedom Freedom Freedom Freedom Freedom Freedom",,,,
294,,,,,
295,,,,,
296,"You've got this new head Filled up with smoke I've got my veins all tangled close To those jukebox bars you frequent They're the safest place to hide A long night spent with your most obvious weaknesses You start shaking at the thought You are everything I want Because you are everything I'm not And we lay, we lay together Just not too close, too close And we lay, we lay together Just not too close, too close I just wanna break you down so badly I trip over everything you say I just wanna break you down so badly In the worst way My inarticulate store bought Hangover hobby kit it talks It says 'You, oh, you are so cool' Scissor shaped across the bed You are red, violent red You hollow out my hungry eyes You hollow out my hungry eyes And we lay, we lay together Just not too close, too close (How close is close enough?) And we lay, we lay together Just not too close, too close (How close is close enough?) I just wanna break you down so badly I trip over everything you say I just wanna break you down so badly In the worst way I just wanna break you down so badly I trip over everything you say I just wanna break you down so badly In the worst way I'm gonna make damn sure That you can't ever leave No you won't ever get too far from me You won't ever get too far from me I'll make damn sure That you can't ever leave No you won't ever get too far from me You won't ever get too far from me I just wanna break you down so badly I trip over everything you say I just wanna break you down so badly In the worst way",,,,
297,,,,,
298,,,,,
299,,,,,
300,"I, I can't get these memories out of my mind And some kind of madness has started to evolve I, I tried so hard to let you go But some kind of madness is swallowing me whole, yeah I have finally seen the light And I have finally realized What you mean Oh oh oh And now, I need to know is this real love Or is it just madness keeping us afloat? And when I look back at all the crazy fights we had Like some kind of madness Was taking control Yeah And now I have finally seen the light And I have finally realized What you need Mm And now I have finally seen the end (Finally seen the end) And I'm not expecting you to care (Expecting you to care) But I have finally seen the light (Finally seen the light) I have finally realized (Realized) I need to love I need to love Come to me, Trust in your dream Come on and rescue me Yes I have known, I can be wrong Maybe I'm too headstrong Our love is Madness",,,,
301,"I gotta make a phone call to my best friends  I gotta let them know that I'm leaving  Everything behind me and politely  I don't want to hurt their feelings  Oh no, no no  I'll need to come back and I want to explain  Why I had to leave them sleeping  The answer's in the air, but I really don't care  Cause I couldn't really keep on breathing the smoke  And every time when I painted my room  Like a fool I hid my feelings  And every time when I painted my room  I thought about leaving  You roll like a stone girl you should not stop  And I don't want to step on your feet  And you do what you do to stay on top  And I don't want to make you feel incomplete  And every time when I painted my room  Like a fool I hid my feelings  And every time when I painted my room  I thought about leaving  At the end of the day  Don't know what to say  At the end of the day  I'll be flying  Away [flying away]  And every time when I painted my room  Like a fool I hid my feelings  And every time when I painted my room  I thought about leaving  Thought about leaving  And every time when I painted my room  Like a fool I hid my feelings  And every time when I painted my room  Know I thought about leaving  [thought about leaving]  Now that I'm leaving",,,,
302,,,,,
303,"Guilty as charged But damn it, it ain't right There is someone else controlling me Death in the air Strapped in the electric chair This can't be happening to me Who made you God to say I'll take your life from you Flash before my eyes Now it's time to die Burning in my brain I can feel the flames Wait for the sign To flick the switch of death It's the beginning of the end Sweat, chilling cold As I watch death unfold Consciousness my only friend My fingers grip with fear What I am doing here? Flash before my eyes Now it's time to die Burning in my brain I can feel the flames Someone help me Oh please God help me They are trying to take it all away I don't want to die Someone help me Oh please God help me They are trying to take it all away I don't want to die Time moving slowly The minutes seem like hours The final curtain call I see How true is this? Just get it over with If this is true, just let it be Wakened by the horrid Scream Freed from the frightening dream Flash before my eyes Now it's time to die Burning in my brain I can feel the flames",,,,
304,,,,,
305,,,,,
306,,,,,
307,,,,,
308,"I knew you were You were gonna come to me And here you are But you better choose carefully 'Cause I’m capable of anything Of anything and everything Make me your Aphrodite Make me your one and only But don’t make me your enemy, your enemy, your enemy So you wanna play with magic Boy, you should know whatcha falling for Baby do you dare to do this 'Cause I’m coming atcha like a dark horse Are you ready for, ready for A perfect storm, a perfect storm 'Cause once you’re mine, once you’re mine There’s no going back Mark my words This love will make you levitate Like a bird Like a bird without a cage But down to earth If you choose to walk away, don’t walk away It’s in the palm of your hand now baby It’s a yes or no, no maybe So just be sure before you give it up to me Up to me, give it up to me So you wanna play with magic Boy, you should know whatcha falling for Baby do you dare to do this 'Cause I’m coming atcha like a dark horse Are you ready for, ready for A perfect storm, a perfect storm 'Cause once you’re mine, once you’re mine There’s no going back She’s a beast I call her Karma She eat your heart out Like Jeffrey Dahmer Be careful Try not to lead her on Shawty’s heart was on steroids 'Cause her love was so strong You may fall in love When you meet her If you get the chance you better keep her She swears by it but if you break her heart She turn cold as a freezer That fairy tale ending with a knight in shining armor She can be my Sleeping Beauty I’m gon’ put her in a coma Woo! Damn I think I love her Shawty so bad I’m sprung and I don’t care She got me like a roller coaster Turn the bedroom into a fair Her love is like a drug I was tryna hit it and quit it But lil’ mama so dope I messed around and got addicted So you wanna play with magic Boy, you should know whatcha falling for Baby do you dare to do this 'Cause I’m coming atcha like a dark horse Are you ready for, ready for A perfect storm, a perfect storm 'Cause once you’re mine, once you’re mine There’s no going back",,,,
309,"Heads up! Heads up! Here's another one! And a, and another one Oh! Yeek yeek woop woop! why you all in my ear?! Talking a whole bunch of shit That I ain't trying to hear! Get back motherfucker! You don't know me like that! (Get back motherfucker! You don't know me like that!) Yeek yeek woop woop! I ain't playing around! Make one false move I'll take ya down Get back motherfucker! You don't know me like that! (Get back motherfucker! You don't know me like that!) Who!! S-s-so c'mon c'mon Don't, get swung on, swung on It's the knick knack paddywhack, still ride in Cadillacs Family off the street! made my homies put the baggies back Still stacking plaques! (yep!) still action packed! (yep!) And dough!! I keep it flipping like acrobats! That's why I pack a mac, that'll crack 'em back Cause on my waist there's more Heat than the Shaq Attack But I ain't speaking about balling, balling Just thinking about brawling till y'all start bawling We all in together now, birds of a feather now Just bought a plane so we changing the weather now So put your brakes on, caps put your capes on Or knock off your block, get dropped and have your face flown Cause I'll prove it! scratch off the music! Like hey little stupid! don't make me lose it! Yeek yeek woop woop! why you all in my ear?! Talking a whole bunch of shit That I ain't trying to hear! Get back motherfucker! You don't know me like that! (Get back motherfucker! You don't know me like that!) Yeek yeek woop woop! I ain't playing around! Make one false move I'll take ya down Get back motherfucker! You don't know me like that! (Get back motherfucker! You don't know me like that!) I came (I came) I saw (I saw) I hit 'em right dead in the jaw (in the jaw) I came (I came) I saw (I saw) I hit 'em right dead in the jaw (in the jaw) I came (I came) I saw (I saw) I hit 'em right dead in the jaw (in the jaw) I came (I came) I saw (I saw) I hit 'em right dead in the jaw (in the jaw) See I caught 'em wit a right hook, caught 'em wit a jab Caught 'em wit an uppercut, kicked 'em in his ass Sent him on his way cause I ain't for that talk! No trips to the county, I ain't for that walk! We split like two pins at the end of a lane We'll knock out your spotlight and put an end to your vain Put a DTP pendant at the end of yo chain Then put the booty of a Swisha at the end of a flame Yeek yeek woop woop! why you all in my ear?! Talking a whole bunch of shit That I ain't trying to hear! Get back motherfucker! You don't know me like that! (Get back motherfucker! You don't know me like that!) Yeek yeek woop woop! I ain't playing around! Make one false move I'll take ya down Get back motherfucker! You don't know me like that! (Get back motherfucker! You don't know me like that!) Hey! You want what wit me?! I'm a tell you one time, don't fuck with me! Get down! Cause I ain't got nothing to lose I'm having a bad day, don't make me take it out on you! You want what wit me?! I'm a tell you one time, don't fuck with me! Get down! Cause I ain't got nothing to lose And I'm having a bad day, don't make me take it out on you! Man! Cause I don't want to do that I want to have a good time and enjoy my Jack Sit back and watch the women get drunk as hell So I can wake up in the morning wit a story to tell I know it's been a lil' while since I been out the house! But now I'm here, you want to stand around Running your mouth? I can't hear nothing you saying or spitting, so whats up! Don't you see we in the club?! Man shut the fuck up!! Yeek yeek woop woop! why you all in my ear?! Talking a whole bunch of shit That I ain't trying to hear! Get back motherfucker! You don't know me like that! (Get back motherfucker! You don't know me like that!) Yeek yeek woop woop! I ain't playing around! Make one false move I'll take ya down Get back motherfucker! You don't know me like that! (Get back motherfucker! You don't know me like that!) Ah! We in the Red Light District! Ah! We in the Red Light District! Whoo! We in the Red Light District! Ah! We in the Red Light District! Whoo! We in the Red Light District! Whoo! The Red Light District! Whoo! The Red Light District! Ah, we in The Red Light District",,,,
310,,,,,
311,,,,,
312,,,,,
313,,,,,
314,,,,,
315,,,,,
316,"I’m so cold I’m dripping icicles I go and take your man that nigga Might miss you Spent his whole commission on my neck and ear To stand around me need to have ya winter gear Pay me coats and benz's and that berg-ice That’s why I do not feel these bitches, Frostbite Grown money, ever since a youngin' made my own money You broke honey, and they call me Banks, cause I can loan money Colder than December, my diamonds on Anna Wintour So that’s fly ice in my life I don’t see no limits so i strive and I shine twice I ride around and get it, just listen for a minute That was only one thought let me finish... Competition Imma beat 'em so relentless Ima be legendary when I end this They rise when I arrive in this “All Hail The Supreme Ice Princess!” Tell the carriage, hurry up and come and get me Tell the haters run along you can miss me Hollywood you can go and A-list me.. I like a shot of hard whiskey.. Feelin' it, I'm feeling a change I'm feeling it, in the air I’m feelin' it, I'm feeling a change I'm feeling it, in the air So let me in! Her motives is frozen Giving chill pill to them polars Corrosive, the coldest, city is a tundra Stay focused, No wonder, - Frigid princess come from Cold cash and them ice chunks, Stone frost in my Celine pumps Rolls-Royce, snow white-ups Colder than December, diamonds on Anna Wintour These glaciers glamour and glisten Antarctic, it's like a blizzard, my jargon (is) “Fuck you I’m frigid” Cool it down or get avalanched Igloo’d cold-cased and bodied And ice-cubed up in the lobby Bitch, white fox, peep the opulence… Ice box the coolest confidence Isis-Queen, the Icy-Witch Winterfresh in that whitey-Benz Shimmering Aphrodite Winter-wonderland body so frosty in that bugatti Porcelain-Snowflakin’ Papi , popsicle in ya pocket… I’m polarizing ya profits I freeze ‘em, flip ‘em, and rock it Cocoa a-la mode, who’s frozen from head to toe Ice-grillin’ the status quo Cold-killer so now you know Feelin' it, I'm feeling a change I'm feeling it, in the air I’m feelin' it, I'm feeling a change I'm feeling it, in the air So let me in!",,,,
317,,,,,
318,,,,,
319,"Let me in here, I know I've been here Let me into your heart Let me know you, let me show you Let me roll it to you All I have is yours All you see is mine And I'm glad to hold you in my arms I'd have you anytime Let me say it, let me play it Let me lay it on you Let me know you, let me show you Let me grow upon you All I have is yours All you see is mine And I'm glad to hold you in my arms I'd have you anytime Let me in here, I know I've been here Let me into your heart",,,,
320,,,,,
321,"Been there, done that, messed around I'm having fun, don't put me down I'll never let you sweep me off my feet I won't let you in again The messages I've tried to send My information's just not going in Burning bridges shore to shore I'll break away from something more I'm not turned on to love until it's cheap Been there, done that, messed around I'm having fun, don't put me down I'll never let you sweep me off my feet This time, baby, I'll be Bulletproof This time, baby, I'll be Bulletproof I won't let you turn around And tell me now I'm much too proud To walk away from something when it's dead Do, do, do your dirty words Come out to play when you are heard There's certain things that should be left unsaid Tick, tick, tick, tick on the watch And life's too short for me to stop Oh, baby, your time is running out I won't let you turn around  And tell me now I'm much too proud All you do is fill me up with doubt This time, baby, I'll be Bulletproof This time, baby, I'll be Bulletproof This time, baby, I'll be Bulletproof This time, baby, I'll be Bulletproof This time baby I'll be Bulletproof This time baby I'll be Bulletproof This time, baby, I'll be Bulletproof This time, baby, I'll be Bulletproof This time, baby, I'll be Bulletproof This time, baby, I'll be Bulletproof",,,,
322,"Home, It's becoming a killing field There's a cross hair locked on my heart With no recourse and there's no one behind the wheel Hell fire, You're wiping me out, killed by Drones, (killed by) Drones (killed by) You rule with lies and deceit And the world is on your side 'Cause you've got the CIA, babe But all you've done is brutalise Drones! War, war just moved up a gear I don't think I can handle the truth I'm just a pawn And we're all expendable Incidentally Electronically erased By your Drones, (killed by) Drones (killed by) You kill by remote control The world is on your side You’ve got reapers and hawks babe Now I am radicalized Drones! You rule with lies and deceit And the world is on your side 'Cause you've got the CIA, babe But all you've done is brutalise You kill by remote control The world is on your side You’ve got reapers and hawks babe Now I am radicalized Here come the drones! Here come the drones! Here come the drones!",,,,
323,"How'd you Get your Teeth so Pearly? Dew-drop Dentures Whitewashed Faces She runs from The third world, pearly Vanilla (feel it crawl to me) Milkshakes (crawl back again) From Hard Rock (whatever you say) Cafes (it won't go away) That's where (I feel it crawl to me) She got her (crawls back again) Sweet tooth (it won't go away) For white boys (whatever you say) She runs from The third world, pearly Hurts me Darling hurts me Darling hurts me Darling hurts me",,,,
324,,,,,
325,,,,,
