,0,1,2,3,4
293,"I'm still alive but I'm barely breathing Just prayin' to a god that I don't believe in 'Cause I got time while she got freedom 'Cause when a heart breaks no it don't break even Her best days will be some of my worst She finally met a man that's gonna put her first While I'm wide awake she's no trouble sleeping 'Cause when a heart breaks no it don't break even, even, no What am I supposed to do when the best part of me was always you, And what am I supposed to say when I'm all choked up and you're OK I'm falling to pieces, yeah I'm falling to pieces They say bad things happen for a reason But no wise words gonna stop the bleeding 'Cause she's moved on while I'm still grieving And when a heart breaks no it don't breakeven even, no What am I gonna to do when the best part of me was always you, And what am I supposed to say when I'm all choked up and you're OK I'm falling to pieces, yeah I'm falling to pieces, yeah I'm falling to pieces (One still in love while the other ones leaving) I'm falling to pieces ('Cause when a heart breaks no it don't breakeven) Oh you got his heart and my heart and none of the pain You took your suitcase, I took the blame Now I'm try'na make sense of what little remains ooh 'Cause you left me with no love and no love to my name I'm still alive but I'm barely breathing Just prayed to a god that I don't believe in 'Cause I got time while she got freedom 'Cause when a heart breaks no it don't break No it don't break No it don't breakeven no What am I gonna do when the best part of me was always you and What am I suppose to say when I'm all choked up and you're OK (Oh glad your okay now) I'm falling to pieces yeah I'm falling to pieces yeah I'm falling to pieces (One still in love while the other ones leaving) I'm falling to pieces yeah ('Cause when a heart breaks no it don't breakeven) Oh it don't breakeven no Oh it don't breakeven no Oh it don't breakeven no",,,,
294,,,,,
295,,,,,
296,,,,,
297,"This is a thing I've never known before It's called easy livin' This is a place I've never seen before And I've been forgiven Easy livin' and I've been forgiven Since you've taken your place in my heart Somewhere along the lonely road I had tried to find you Day after day on that windy road I had walked behind you Easy livin' and I've been forgiven Since you've taken your place in my heart Waiting, watching Wishing my whole life away Dreaming, thinking Ready for my happy day And some easy livin' Somewhere along the lonely road I had tried to find you Day after day on that windy road I had walked, walked behind you Easy livin' and I've been forgiven Since you've taken your place in my heart Easy livin' and I've been forgiven Since you've taken your place in my heart",,,,
298,"Hey! The streetlights all burnt out. Une annee sans lumieres. Je monte un cheval, Qui porte des oeilleres. Hey, my eyes are shooting sparks, La nuit, mes yeux t'eclairent. Ne dis pas a ton pere Qu'il porte des oeillieres. Hey, your old man should know, If you see a shadow, There's something there. So hey! my eyes are shooting sparks, La nuit mes yeux t'eclairent, Ne dis pas a ton pere Qu'il porte des oeillieres. Hey, your old man should know, If you see a shadow, There's something there.",Going down to the river There's a man I want to see Yea he's the ferryman He'll recognize me I'm going down now to the riverside There's a place I want to be I'm going to talk to the ferryman He'll be expecting me I'm crossing over now to the other side Life is better there on the other side The grass is greener there on the other side And I I get even there on the other side And everything will turn out all right On the other side I'm crossing over now to the other side The other side I walked by the church house late last night Yea I walked by the church house but I didn't go inside 'Cause I I once slept with the preacher's wife She handed me a ticket to the other side I'm crossing over now to the other side To the other side,,,
299,"It's a little to easy to live and learn, But those breaks are scarce, So take some time out, To look back and see how you faired. The right is always the wrong, And the short's always the long, The hardest thing about refrain, Is now I can only save face. To deny yourself is so true to form, You spend most of your days wishing you were never born, To deny yourself is so true to form, You spend most of your days wishing you were never born. face down in what you know, Never come up for air, Close the door, I've had about as much as I can bare. The right is always the wrong, And the short's always the long, The hardest thing about refrain, Is now I can only save face. To deny yourself is so true to form, You spend most of your days wishing you were never born, To deny yourself is so true to form, You spend most of your days wishing you were never born.",,,,
300,,,,,
301,"You make me feel out of my element Like I'm walkin' on broken glass Like my worlds spinnin' in slow motion And you're movin' too fast Were you right, was I wrong Were you weak, was I strong, yeah Both of us broken Caught in a moment We lived and we loved And we hurt and we joked, yeah But the planets all aligned When you looked into my eyes And just like that The chemicals react The chemicals react You make me feel out of my element Like I'm drifting out to the sea Like the tides pullin' me in deeper Makin' it harder to breathe We cannot deny, how we feel inside We cannot deny Were you right, was I wrong Were you weak, was I strong, yeah Both of us broken Caught in a moment We lived and we loved And we hurt and we joked, yeah But the planets all aligned When you looked into my eyes And just like that The chemicals react The chemicals react Kaleidoscope of colors Turning hopes on fire, sun is burning Shining down on both of us Don't let us lose it (don't let us lose it...) Were you right, was I wrong Were you weak, was I strong, yeah Both of us broken Caught in a moment We lived and we loved And we hurt and we joked, yeah We lived We loved We hurt We joked We're right We're wrong We're weak We're strong We lived to love But the planets all aligned When you looked into my eyes And just like that Watch the chemicals react And just like that The chemicals react (The chemicals react)",,,,
302,,,,,
303,,,,,
304,,,,,
305,"There you finally are, sister of the winds And mother of my future deeds. I'm in a battle I yet can't win, So help me and tell me what you need. Let's hear what burdens your royal heart bears, Is it a burden of love or of hate? Tell me what obstacle lies in your way And I'll see what can be done to fate. Twice they count, the unfaithful. The infidels of the crown. The dark one's pretenders Trying to bring us down. So let your magic be unleashed And dispose of the false serpents of the night. Poorly my powers will bite, I can not harm royal blood. I am not able to assist you in your fight. Witch, be gone then out of my sight And take your feeble pitiable tricks and hide. I shall be gone soon, though I give you one advice: Take the highest caution your wisdom can provide.",,,,
306,,,,,
307,,,,,
308,,,,,
309,,,,,
310,"Cold toes, new sheets Welcomed all the same We know if we go It's only temporary Went away, holiday Wish they'd linger on They'll think what they will We'll stay where we have gone The glaring lamp's on Her job is well done Half asleep, I'm only half won Old sheets, warm toes Look away as i leave New light lays bare Holds my guilt up to me I'll toast three cheers And for work we'll sing Back to what we do I've heard stranger things So turn the lamp off My wandering eyes stop Endure the thoughts of And start where you love We'll start from where we last left off The lines that we'll draw Begin and don't stop The corners approach We'll take the best turns The bends have brought talk Of what we have learned Enjoy the chance of Frozen new grounds Everything's odd With beautiful sounds I've learned to smile Without a bearing At least I know I've heard stranger things",,,,
311,"Katie was a little girl Who said I'll find a way Katie was a little girl Who said it'll be okay Til one day she found A little bit of something She used to drown She said I'm alive and I am free Can't you see I have control over me When will you draw the line Turn a blind eye to all the faces that you know She said go Katie was a little girl Who never found a way Katie was a little girl Who never was okay Cause one she found A little bit of something She used to drown She said I'm alive and I am free Can't you see I have control over me When will you draw the line Turn a blind eye to all the faces that you know She said go She said I'm alive and I am free Can't you see I have control over me But will you draw the line Yeah Turn a blind eye to all the faces that you know And she said go, and she said go, and she said go",,,,
312,,,,,
313,,,,,
314,,,,,
315,,,,,
316,"Now and then I think of when we were together Like when you said you felt so happy you could die Told myself that you were right for me But felt so lonely in your company But that was love and it's an ache I still remember You can get addicted to a certain kind of sadness Like resignation to the end, always the end So when we found that we could not make sense Well you said that we would still be friends But I'll admit that I was glad it was over But you didn't have to cut me off Make out like it never happened and that we were nothing And I don't even need your love But you treat me like a stranger and that feels so rough No, you didn't have to stoop so low Have your friends collect your records and then change your number I guess that I don't need that though Now you're just somebody that I used to know Now you're just somebody that I used to know Now you're just somebody that I used to know Now and then I think of all the times you screwed me over But had me believing it was always something that I'd done But I don't wanna live that way Reading into every word you say You said that you could let it go And I wouldn't catch you hung up on somebody that you used to know But you didn't have to cut me off Make out like it never happened and that we were nothing And I don't even need your love But you treat me like a stranger and that feels so rough No, you didn't have to stoop so low Have your friends collect your records and then change your number I guess that I don't need that though Now you're just somebody that I used to know Somebody (I used to know) (Somebody) Now you're just somebody that I used to know Somebody (I used to know) (Somebody) Now you're just somebody that I used to know I used to know, that I used to know, I used to know somebody",,,,
317,,,,,
318,,,,,
319,,,,,
320,,,,,
321,,,,,
322,"Soaks my skin - through to the bone Pain is nothing that a downpour won't erase Rain - you can't hold on to it A treasure you cannot frame Rain - somehow I'm drawn to it I feel engaged, one and the same When heavens dressing beads off my face The pain is nothing that a downpour won't erase",,,,
323,"We found an old doll  That was out in the grass  She has special powers  We set a black mass  We sat in a circle  All holding hands  The doll's been held together  With old rubber bands  She'll rise  She'll rise  She'll rise  I'll lay her down in her gingebread coffin  She's so pretty, all laid out in white  Lay her down in her gingerbread coffin  When we need her she'll rise in the light  We'll look down at the ground  And into her eyes  Passed around an old teacup  Filled up with dead flies  Surprise  Surprise  We brought, but not used  A collecton of knives  We'll remember this moment  Through all of our lives  She'll rise  She'll rise  She'll rise  Oh  I'll lay her down in her gingerbread coffin  She's so pretty, all laid out in white  Lay her down in her gingerbread coffin  When we need her, she'll rise in the light  Lay her down in her gingerbread coffin  It's a flickering, beautiful sight  Lay her down in her gingerbread coffin  When we need her, she'll rise to the night...",,,,
324,,,,,
325,,,,,
326,,,,,
327,,,,,
328,,,,,
329,,,,,
330,,,,,
331,"Wanderers this morning came by Where did they go Graceful in the morning light To banner fair To follow you softly In the cold mountain air Through the forest Down to your grave Where the birds wait And the tall grasses wave They do not Know you anymore More, more, more Dear shadow alive and well How can the body die You tell me everything Anything true In the town one morning I went Staggering through premonitions of my death I don't see anybody that dear to me Dear shadow alive and well How can the body die You tell me everything Anything true Jesse I don't know what I have done I'm turning myself to a demon I don't know what I have done I'm turning myself to a demon",,,,
332,,,,,
333,,,,,
334,,,,,
335,,,,,
336,,,,,
337,,,,,
338,,,,,
339,"Pump up the jam, pump it up While you feet are stompin' And the jam is pumpin' Look at here the crowd is jumpin' Pump it up a little more Get the party going on the dance floor Seek us that's where the party's at And you'll find out if you're too bad I don't want a place to stay Get your booty on the floor tonight Make my day I don't want a place to stay Get your booty on the floor tonight Make my day Make my day Make my day Make my day Make my day Pump up the jam, pump it up While you feet are stompin' And the jam is pumpin' Look at here the crowd is jumpin' Pump it up a little more Get the party going on the dance floor Seek us that's where the party's at And you'll find out if you're too bad I don't want a place to stay Get your booty on the floor tonight Make my day I don't want a place to stay Get your booty on the floor tonight Make my day Make my day Make my, make my, make Make my day Make my day Make my day Make my, make my, make Make my day Pump up the jam, pump it up A pump it up yo pump it Pump up the jam, pump it up A pump it up yo pump it Pump up the jam, pump it Pump it up, yo, pump it Pump up the jam, pump it Pump it, pump it, pump it Pump up the jam Pump up the jam Pump up the jam, pump it up Pump it, pump it, pump it Pump up the jam Pump up the jam Pump up the jam, pump it Pump it, pump it, pump it Pump up the jam, pump it up While you feet are stompin' And the jam is pumpin' Look at here the crowd is jumpin' Pump it up a little more Get the party going on the dance floor Seek us that's where the party's at And you'll find out if you're too bad I don't want a place to stay Get your booty on the floor tonight Make my day I don't want a place to stay Get your booty on the floor tonight Make my day Pump up the jam, pump it up A pump it up yo pump it Pump up the jam, pump it up A pump it up yo pump it Pump up the jam, pump it Pump it up, yo, pump it Pump up the jam, pump it Pump it, pump it, pump it Pump up the jam, pump it up A pump it up yo pump it Pump up the jam, pump it up A pump it up yo pump it Pump up the jam, pump it Pump it up, yo, pump it Pump up the jam, pump it Pump it, pump it, pump it up Pump it up Make my day Make my day Make my, make my, make Make my day Make my day Make my day Make my, make my, make Make my day, yo I don't want a place to stay Get your booty on the floor tonight Make my day I don't want a place to stay Get your booty on the floor tonight Make my day I don't want a place to stay Get your booty on the floor tonight Make my day I don't want a place to stay Get your booty on the floor tonight Make my day",,,,
340,,,,,
341,,,,,
342,"Video countdown cyber phallic optics Profligate talk shows scrounging for a topic Rock-a-buy gravy train cradle's gonna rock me 37 million's what Larry Parker got me World War XIV, my first Sony Beatles wrote the Nike song and called it macaroni Billy Jean Burger King chauvinist pig pen U.S. Army only wants a few straight men Na-na, na-na na-na, na-na na-na na-na Panaflex Soloflex Genuflect Pope What the world needs now is babies, guns and hope Guardian angel dust in the wind cries Mary Wanna be Madonna but the price is too high, very Perfect rhythm Nazis in the pagan rhythm nation Everybody's equal in the glow of radiation Gotta four-wheel drive and I park it in the driveway When I get drunk I drive it on the parkway Gotta get a TV set for my car Tonight's the Battle of the Network Stars Na-na, na-na na-na, na-na na-na na-na Na-na, na-na na-na, na-na na-na na-na Sanaflush Bud-Bowl makin' me sick 'Cause anybody in a helmet looks just like a dick Steely Dan rather be A hammer than a nail The Serbs, the Poles, and the check's in the mail Eat sleep live die fucking record label G Gordon Liddy under my table, table, table Clarence Thomas organ grinder Frank Dileo's dong Maybe if I'd let him Id've had a hit song Na-na, na-na na-na, na-na na-na na-na",,,,
343,"La la la la la la la la la  La la la la la la la  La la la la la la la la la  La la la la la la la  When you're feelin' sad and low  We will take you where you gotta go  Smilin', dancin', everything is free  All you need is positivity  Colours of the world  Spice up your life  Every boy and every girl  Spice up your life  People of the world  Spice up your life  Aah  Slam it to the left  If you're havin' a good time  Shake it to the right  If ya know that you feel fine  Chicas to the front  Ha ha (uh uh)  Go round  Slam it to the left  If you're havin' a good time  Shake it to the right  If ya know that you feel fine  Chicas to the front  Ha ha  Hai Si Ja  Hold tight  La la la la la la la la la  La la la la la la la  La la la la la la la la la  La la la la la la la  Yellow man in Timbuktu  Colour for both me and you  Kung Fu Fighting  Dancing Queen  Tribal Spaceman  And all that's in between  Colours of the world  Spice up your life  Every boy and every girl  Spice up your life  People of the world  Spice up your life  Aah Slam it to the left  If you're havin' a good time  Shake it to the right  If ya know that you feel fine  Chicas to the front  Ha ha  Go round  Slam it to the left  If you're havin' a good time  Shake it to the right  If ya know that you feel fine  Chicas to the front  Ha ha  Hai Si Ja  Hold tight  Flamenco  Lambada  But hip-hop is harder  We moonwalk the foxtrot  Then polka the salsa  Shake it, shake it, shake it  Haka  Shake it, shake it, shake it  Haka  Arriba aha Colours of the world  Spice up your life  Every boy and every girl  Spice up your life  People of the world  Spice up your life  Aah Slam it to the left  If you're havin' a good time  Shake it to the right  If ya know that you feel fine  Chicas to the front  Ha ha (uh uh)  Go round  Slam it to the left  If you're havin' a good time  Shake it to the right  If ya know that you feel fine  Chicas to the front  Ha ha (uh uh)  Hai Si Ja  Hold tight  Slam it to the left  If you're havin' a good time  Shake it to the right  If ya know that you feel fine  Chicas to the front  Ha ha  Go round  Slam it to the left  If you're havin' a good time  Shake it to the right  If ya know that you feel fine  Chicas to the front  Ha ha  Hai Si Ja  Hold tight",,,,
344,,,,,
345,,,,,
346,"You think I'm pretty Without any make-up on You think I'm funny When I tell the punch line wrong I know you get me So I'll let my walls come down, down Before you met me I was alright But things were kinda heavy You brought me to life Now every February You'll be my valentine, valentine Let's go all the way tonight No regrets, just love We can dance until we die You and I We'll be young forever You make me feel like I'm living a, teenage, dream The way you turn me on I, can't, sleep Let's runaway And don't ever look back Don't ever look back My, heart, stops When you look at me Just, one, touch Now baby I believe This, is, real So take a chance And don't ever look back Don't ever look back We drove to Cali And got drunk on the beach Got a motel and Built a fort out of sheets I finally found you My missing puzzle piece I'm complete Let's go all the way tonight No regrets, just love We can dance until we die You and I We'll be young forever You make me feel like I'm living a, teenage, dream The way you turn me on I, can't, sleep Let's runaway And don't ever look back Don't ever look back My, heart, stops When you look at me Just, one, touch Now baby I believe This, is, real So take a chance And don't ever look back Don't ever look back I'mma get your heart racing In my skin-tight jeans Be your teenage dream tonight Let you put your hands on me In my skin-tight jeans Be your teenage dream tonight You, make, me feel like I'm living a, teenage, dream The way you turn me on I, can't, sleep Let's runaway And don't ever look back Don't ever look back My, heart, stops When you look at me Just one touch Now baby I believe This, is, real So take a chance And don't ever look back Don't ever look back I'mma get your heart racing In my skin-tight jeans Be your teenage dream tonight Let you put your hands on me In my skin-tight jeans Be your teenage dream tonight (tonight, tonight, tonight)",,,,
347,,,,,
348,,,,,
349,"It's true, I've got demons inside me And sometimes they need to speak My dark places make me feel ugly My lips are glossed but my heart is weak I'm diseased As seen on TV Please forgive me For not being pretty Or sexy But god never blessed me Here's what you'll find Next time you undress me  Scars Wounds I'm Bruised  Watch me bleed I'm your beauty Watch me bleed Beauty fiend Once again Without perfect teeth I begin The dream as I sleep Soon I've sinned My skin is still thick My mouth as always Is brutally honest At my calmest I'm tired of explaining How it feels To be exploited And rated Number one, two or seventeen Fuck what they print in those damn magazines Scars Wounds I'm Used  Watch me bleed I'm no beauty Watch me bleed Beauty queen Watch me bleed I'm your beauty Watch me bleed Beauty fiend Stuck inside this mask of mine There's no place for me to hide Won't you please come suck me dry Don't touch me Don't fucking touch me Don't touch me... why? Can't you see beyond my skin Size, my shape, my ass, my tits I am not your pretty face I'm just a girl The girl you love to hate!  Watch me bleed I'm no beauty Watch me bleed Beauty queen Watch me bleed I'm the beauty Watch me bleed Beauty fiend Why can't you see beyond my skin Size, my shape, my ass, my tits I am not your pretty face I'm just a girl The girl you love to hate!  Stuck inside this mask of mine There's no place for me to hide Won't you please come suck me dry Don't Don't you fucking touch me pig!",,,,
350,,,,,
351,"No more timing  Each tear that falls from my eyes I'm not hiding  The remedy to cure this old heart of mine I can dream about you If I can't hold you tonight I can dream about you You know how to hold me just right I can dream about you If I can't hold you tonight I can dream about you You know how to hold me just right Moving sidewalks I don't see under my feet Climbing up from Down here below where the streets sees me lonely for you I can dream about you If I can't hold you tonight I can dream about you You know how to hold me just right I can dream about you I'm gonna press my lips against you and hold you to me I can dream about you You know you got me spellbound what else can it be Moving sidewalks I don't see under my feet Climbing up from  The pain in my heart 'cause it's you that I need I can dream! I can dream! Yes, I can dream! I don't understand it I can't keep my mind off loving you (not even for a minute) Ooh, now baby, I'm caught up in the magic I see in you There's one thing to do I can dream about you If I can't hold you tonight I can dream about you You know how to hold me just right I can dream about you If I can't hold you tonight I can dream about you I can dream I can dream I can dream about you I can dream about you I can dream about you",,,,
352,"How'd you know 'Cause I was there Yeah that shit go Came prepared Set it slow rolled Anticipation grow slow Deviated septum blow hole Sugar cane ko ko Aye, aye, pass the dro my way Or no way twenty fo no 25-8 Thought you knew Suicide lane Fuck you Grab my crotch, what's my name Been round the block Hangin' scumbag slangin' Pay dirt cave in Takin' no prisoners No escapin' wash brain hook Nothin' I'm sayin' Aye, aye, know what I'm sayin' I got the diamonds, scrapin' Sidin', wastin' my life In altered states dem Back it up I got the diamonds, scrapin' Sidin', wastin' my life In altered states dem Back it up I got the fever Sprayin' execution witch fingernails clawin' through dem Crawlin' through dem Tunnels loosin' Touch with everything I'm doin' Argh mass confusion Can't make more electrocution Half cocked full tilt Rabid dog Filth argh Know what I'm sayin' Fuck it Upside down in a Soft top bucket Screamin' Shred it I got the diamonds, scrapin' Sidin', wastin' my life In altered states dem Back it up I got the diamonds, scrapin' Sidin', wastin' my life In altered states dem Back it up I got the fever Let me off, screeching halt Concussion blinding Not my fault Ankles tied to cinder blocks Aye, aye By any means necesserated Blade cut me Sewer drain grated Bubonic plague Spreaded faceless Lurking in the deadest spaces On your knees, black goat anus Christo anti clan of shameless Came to whip those Into shapeless Here we go, devastated Here we go Diamonds scrapin' the marrow, out my core Who's in the mirror Who's at the door Someone's there Wasn't there before Ceiling connected To the chord Pull it, pull that shit I got the diamonds, scrapin' Sidin', wastin' my life In altered states dem Back it up I got the diamonds, scrapin' Sidin', wastin' my life In altered states dem Back it up I got the fever",,,,
353,"I had a way then Losing it all on my own I had a heart then But the queen has been overthrown And I'm not sleeping now The dark is too hard to beat And I'm not keeping up The strength I need to push me You show the lights that stop me turn to stone You shine them when I'm alone And so I tell myself that I'll be strong And dreaming when they're gone 'Cause they're calling, calling, calling me home Calling, calling, calling home You show the lights that stop me turn to stone You shine them when I'm alone Noises, I play within my head Touch my own skin And hope they'll still be there And I think back to when My brother and my sister slept In another place The only time I feel safe You show the lights that stop me turn to stone You shine them when I'm alone And so I tell myself that I'll be strong And dreaming when they're gone 'Cause they're calling, calling, calling me home Calling, calling, calling home You show the lights that stop me turn to stone You shine them when I'm alone You show the lights that stop me turn to stone You shine them when I'm alone And so I tell myself that I'll be strong Dreaming when they're gone 'Cause they're calling, calling, calling me home Calling, calling, calling home You show the lights that stop me turn to stone You shine them when I'm alone Home, home (Lights, lights, lights) Home, home (Lights, lights, lights)",,,,
354,,,,,
355,,,,,
356,,,,,
357,If I was in World War Two they'd call me spitfire  If I was in World War Two they'd call me spitfire  If I was in World War Two they'd call me spitfire  If I was in World War Two they'd call me spit. Fire  Fire  Fire  Fire  Cause you know that I can  Cause you know that I can  If I was in World War Two they'd call me spitfire  If I was in World War Two they'd call me spitfire  If I was in World War Two they'd call me spitfire  If I was in World War Two they'd call me spit. Fire  Fire  Fire  Fire  Cause you know that I can  Fire  Cause you know that I can  If I was in World War Two they'd call me spitfire  If I was in World War Two they'd call me spitfire  If I was in World War Two they'd call me spitfire  If I was in World War Two they'd call me spit. Fire  Fire  Cause you know that I can  Fire  Fire ,You got to get up If you want to get I hate people that ain't movin' their shoes And I hate everybody that I see not feelin' my groove I like rhymes that be quick as we be takin' the bar But I hate everybody that don't like electric guitars and I Hate people who think they can dose up their medicine fuckin' with venom and I twista Show them the force I'd like to see somebody talkin shit get turned up a corpse Only model with the ones that got the wickedest drawers Kick it with y'all But I hate phony ass people And I hate having no dro And I hate bitchy-ass clubs that don't be having no bitches that break it down to the floor And I hate when I can't help somebody And I hate when I ain't got dough And I hate everyone feeling twista and prodigy rockin' music party music control You've got to get up If you want to get off Keep your eyes open So I can stop you from blinking Make you feel Try to see what you're thinking Through the hole in your dome while I'm holding my own Get so cold in the zone I'm destroying my clone I can fill the fucking room up with torture and pain Lyrical is coursing my veins It's the trilogy of terror From my era Agility that I scare ya because I hate ya'll,We are The Prodigy Invaders must die Invaders must die [Repeat: x4] Invaders must die [Repeat: x4] We are The Prodigy Invaders must die,,
358,,,,,
359,,,,,
360,,,,,
361,Wondering what I'm doing tonight  I've been in the closet and feel all right Ran out of Carbona Mom threw out the glue Ran out of paint and roach spray too  It's TV's fault why I am this way Mom and pop want to put me away  From the early morning movie to the late late show After it's over nowhere to go  And I'm not sorry for the things I do My brain is stuck from shooting glue  I'm not sorry for the things I do Carbona not glue,,,,
362,,,,,
363,"Take me down To the ground Just let me feel it If I let someone down Please welcome Him on the losing side I shake you off And make my choice Don't want to hear you Your slimy voice Please go down, please I don't want to feel you around me Take me down to a higher ground To survive your mindless sound If you know all the people Why are you alone? If you know all the people You'll be goin' down I feel that man On my back Don't promise any crap Someone will break your neck You don't know how To soak my soul Let me out Let me go Open your eyes You told nothing but lies Please go down, please c'mon, go down with your ego Take me down to a higher ground To survive your mindless sound If you know all the people Why are you alone? If you know all the people You'll be goin' down Let me go ahead, let me go I will find an explanation Where's my only destination Separated ways now and forever Is the only and only measure Tales full of exaggerations No more manipulations And I think you are not funny Your brain is just a bloated dummy Take me down to a higher ground To survive your mindless sound If you know all the people Why are you alone? If you know all the people You'll be goin' down",,,,
364,,,,,
365,,,,,
366,,,,,
367,,,,,
368,,,,,
369,,,,,
370,,,,,
371,,,,,
372,"The road I walk is paved in gold To glorify my platinum soul I'll buy my way to talk to god So he can live with what I'm not the selfish blood runs through my veins I gave up everything for fame I am the lie that you adore I feed the rich and f*** the poor I got, what you want It's just, don't stop I got, what you want It's just, don't stop this is entertainment Lies are entertainment You are down on your knees Begging me for more the road I walk is paved in gold To glorify my platinum soul I am the closest thing to god So worship me and never stop the rested blood runs through my veins I gave up everything for fame I am the lie that you adore I feed the rich, f*** the poor I got, what you want It's just, don't stop I got, what you want It's just, don't stop this is entertainment Lies are entertainment You are down on your knees Begging me for more Dear future, I bought you I own the rights to let go Destroy you This is my life Dear future, I bought you I own the rights to let go Destroy you This is my life...inside I got, what you want It's just, don't stop I got, what you want It's just, don't stop this is entertainment Lies are entertainment You are down on your knees Begging me for more Begging me for more Begging me for more (I got, you want It's just, don't stop I got, you want It's just, don't stop)",,,,
373,,,,,
374,"I live in an apartment on the ninety-ninth floor - of my block And I sit at home looking out the window Imagining the world has stopped Then in flies a guy who's all dressed up - like a Union Jack And says, I've won five pounds if I have his - kind of detergent pack I says, Hey! You! Get off of my cloud Hey! You! Get off of my cloud Hey! You! Get off of my cloud Don't hang around 'cause two's a crowd On my cloud, baby The telephone is ringing I say, ""Hi, it's me. Who is there on the line?"" A voice says, ""Hi, hello, how are you?"" Well, I guess I'm doin' fine He says, ""It's three a.m., there's too much noise Don't you people ever want to go to bed? Just 'cause you feel so good, Do you have to drive me out of my head ?"" I says, Hey! You! Get off of my cloud Hey! You! Get off of my cloud Hey! You! Get off of my cloud Don't hang around 'cause two's a crowd On my cloud, baby I was sick and tired, fed up with this And decided to take a drive downtown It was so very quiet and peaceful There was nobody, not a soul around I laid myself out, I was so tired And I started to dream In the morning the parking tickets were just - like a flag stuck on my window screen I says, Hey! You! Get off of my cloud Hey! You! Get off of my cloud Hey! You! Get off of my cloud Don't hang around 'cause two's a crowd On my cloud, baby I says, Hey! You! Get off of my cloud Hey! You! Get off of my cloud Hey! You! Get off of my cloud Don't hang around 'cause two's a crowd On my cloud, baby",,,,
375,,,,,
376,"And the sky was made of amethyst And all the stars were just like little fish You should learn when to go You should learn how to say no Might last a day, yeah Mine is forever Might last a day, yeah Mine is forever Well they get what they want, and they never want it again Well they get what they want, and they never want it again Go on, take everything, take everything, I want you to Go on, take everything, take everything, I want you to And the sky was all violet I want to give the violent more violets And I'm the one with no soul One above and one below Might last a day, yeah Mine is forever Might last a day, yeah Mine is forever When they get what they want, and they never want it again And they get what they want, and they never want it again Go on, take everything, take everything, I want you to Go on, take everything, take everything, I dare you to I told you from the start just how this would end When I get what I want, then I never want it again Go on take everything, take everything, I want you to Go on take everything, take everything I want you to  If I don't mind you don't mind Go on take everything, take everything, I want you to Go on take everything, take everything I want you to  Go on take everything, take everything, I want you to Go on take everything, take everything, take everything, take everything",,,,
377,,,,,
378,"And I cry and no one can hear  Inhale  The blinded eyes that see  The chaos  Bring the pitiful to me  Even though I'm wide awake  I will   & blackest night & I wait for you  It's cold in here there's no one left  & I wait for you  & nothing stops it happening  & I knew  I'd cherish all my misery alone  And I wait staring at the Northern Star  I'm afraid it won't lead me anywhere   He's so cold he will ruin the world tonight  All the angels kneel into the Northern Lights  Kneel into the frozen lights  And they paid, I cry and cry for you  Ghosts that haunt you with their sorrow  I cried 'cause you were doomed  Praying to the wound that swallows  All that's cold and cruel  Can you see the trees, charity and gratitude,  They run to the pines  It's black in here blot out the sun  & run to the pines  Our misery runs wild and free  & I knew, the fire and the ashes of his  grace...  And I wait staring at the Northern Star  I'm afraid it won't lead you very far  He's so cold he will win the world tonight  All the angels kneel into the frozen lights  Feel their hearts they're cold and white  And I want you  And blessed are the broken  And I beg you  No loneliness, no misery is worth you  Oh tear his heart out cold as ice it's mine  And I wait praying to the Northern Star  I'm afraid it won't lead you anywhere  He's so cold raining on the world tonight  All the angels kneeling to the Northern Lights  And I pray begging to the Northern Star  I'm afraid it won't lead you anywhere  He's so cold he will rule the world tonight  All the angels kneeling to the Northern Lights  Kneeling to the frozen lights  Feel their hearts they're cold as ice.....  VELUT-INTER-IGNIS-LUNA-MINOR",,,,
379,,,,,
380,,,,,
381,"It's criminal There ought to be a law Criminal There ought to be a whole lot more You get nothin' for nothin' Tell me who can you trust We got what you want And you got the lust If you want blood, you got it If you want blood, you got it Blood on the streets Blood on the rocks Blood in the gutter Every last drop You want blood You got it Yes you have It's animal Livin' in the human zoo Animal The shit that they toss to you Feelin' like a christian Locked in a cage Thrown to the lions On the second page If you want blood, you got it If you want blood, you got it Blood on the street Blood on the rocks Blood in the gutter Every last drop You want blood You got it O positive Blood on the rocks Blood on the streets Blood in the sky Blood on the sheets If you want blood You got it I want you to bleed for me If you want blood, you got it If you want blood, you got it If you want blood, you got it If you want blood, you got it If you want blood, you got it If you want blood, you got it If you want blood, you got it If you want blood, you got it If you want blood, you got it If you want blood, you got it If you want blood, you got it If you want blood, you got it If you want blood, you got it If you want blood, you got it If you want blood, you got it",,,,
