,0,1,2,3,4
134,,,,,
135,,,,,
136,In the deepest ocean The bottom of the sea Your eyes They turn me Why should I stay here? Why should I stay? I'd be crazy not to follow Follow where you lead Your eyes They turn me Turn me on to phantoms I follow to the edge of the earth And fall off Everybody leaves If they get the chance And this is my chance I get eaten by the worms Weird fishes Get towed by the worms Weird fishes Weird fishes Weird fishes I'll hit the bottom Hit the bottom and escape Escape I'll hit the bottom Hit the bottom and escape Escape,,,,
137,,,,,
138,,,,,
139,"Finally the hills are without eyes They are tired of painting a dead man`s face red With their own blood They used to love having so much to lose Blink your eyes just once and see everything in ruins Did you ever hear what I told you Did you ever read what I wrote you Did you ever listen to what we played Did you ever let in what the world said Did we get this far just to feel your hate Did we play to become only pawns in the game How blind can you be, don`t you see You chose the long road but we`ll be waiting Bye bye beautiful Jacob`s ghost for the girl in white Blindfold for the blind Dead siblings walking the dying earth Noose around a choking heart Eternity torn apart Slow toll now the funeral bells I need to die to feel alive? Did you ever hear what I told you Did you ever read what I wrote you Did you ever listen to what we played Did you ever let in what the world said Did we get this far just to feel your hate Did we play to become only pawns in the game How blind can you be, don`t you see You chose the long road but we`ll be waiting Bye bye beautiful It`s not the tree that forsakes the flower But the flower that forsakes the tree Someday I`ll learn to love these scars Still fresh from the red-hot blade of your words How blind can you be, don`t you see That the gambler lost all he does not have Did you ever hear what I told you Did you ever read what I wrote you Did you ever listen to what we played Did you ever let in what the world said Did we get this far just to feel your hate Did we play to become only pawns in the game How blind can you be, don`t you see You chose the long road but we`ll be waiting Bye bye beautiful",,,,
140,,,,,
141,,,,,
142,"I've had a question that's been preying on my mind for some time I won't be wagging my tail for one good reason It has to be a crime This dog house never was the place for me, Runner up and second best just ain't my pedigree I was so happy, just the two of us Until this alpha male Turned up in the January sale He won't love you Like I love you It won't be long now before that puppy goes astray And what I like about this guy the most He'd be my favourite lamp post Devil take the hindmost Je sais que c'est dur, mais il faut se faire au changement, tu vois J'ai négligé le primordial pendant trop longtemps crois moi Je suis consciente, je vois bien que tu souffres, mais ça s'attenuera Car c'est d'un homme plus d'un chien dont j'ai besoin près de moi Cesse donc de grogner, mon choix est fait c'est comme ça N'en fait pas trop, ton attitude risque de t'éloigner de moi Faut que tu comprennes, puisque tu dis m'aimer tant que ça Désormais nous sommes trois, lui toi et moi It's a shaggy kind of story Would I tell you if I thought it was a lie? But when the cat's away the mouse will play, I wouldn't dish around here There's something fishy 'round here I howl all night and I sleep all day It takes more than biscuit, baby, to chase these blues away I've got a long enough leash I could almost hang myself It's a dogs life loving you baby But you love someone else Now he's moved by basket I'd like to put him in a casket I'll wear my best collar to his funeral Ta mauvaise foi, j'aimerais bien que ça s'arrête Me séparer de toi, aujourd'hui ça trotte dans ma tête Moi non, j'en peux plus, tu n'est qu'un chien, c'est trop bête La situation m'avait pourtant l'air d'être des plus nettes C'est clair, que je l'aime c'est un fait, ton egoïsme m'inquiète Après toutes ces soirées passées seuls en tête à tête Chaque chose a une fin, et c'est la fin de la fête Pour toi, car bientôt il n'y aura plus que lui et moi, lui et moi. To have found this perfect life And a perfect love so strong Well there can't be nothing worse Than a perfect love gone wrong You said I wasn't just your Christmas toy I'd always be your boy I'd be your faithful companion And I would follow you through every thick and thin Don't need nobody else And we don't need him","Free, free, set them free. Free, free, set them free. Free, free, set them free. Free, free, set them free. If you need somebody, call my name. If you want someone, you can do the same. If you want to keep something precious, Got to lock it up and throw away the key. You want to hold on to your possessions, don't even think about me. If you love somebody, if you love someone, If you love somebody, if you love someone set them free. (Free, free, set them free.) Set them free. (Free, free, set them free.) Set them fee. (Free, free, set them free.) Set them free. (Free, free, set them free.) If it's a mirror you want just look into my eyes, Or a whipping boy, someone to despise. Or a pris'ner in the dark tied up in chains you just can't see or a beast in a gilded cage; that's all some people ever want to be. If you love somebody, if you love someone, If you love somebody, if you love someone set them free. (Free, free, set them free.) Set them free. (Free, free, set them free.) Set them fee. (Free, free, set them free.) Set them free. (Free, free, set them free.) You can't control an independent heart, (Can't love what you can't keep) Can't tear the one you love apart. (Can't love what you can't keep) Forever conditioned to believe that we can't live, We can't live here and be happy with less. With so many riches, so many souls, With ev'rything we see that we want to possess. If you need somebody, call my name. If you want someone, you can do the same. If you want to keep something precious, Got to lock it up and throw away the key. You want to hold on to your possessions, don't even think about me. If you love somebody, if you love someone, If you love somebody, if you love someone set them free. (Free, free, set them free.) Set them free. (Free, free, set them free.) Set them fee. (Free, free, set them free.) Set them free. (Free, free, set them free.) Set them free. (Free, free, set them free.) Set them fee. (Free, free, set them free.) Set them free. (Free, free, set them free.)",,,
143,,,,,
144,,,,,
145,,,,,
146,,,,,
147,,,,,
148,,,,,
149,"People have round shoulders from fairing heavy loads And the soldiers liberate them, laying mines along their roads Sorrow paid for valor is too much to recall Of the countless corpses piled up along the wailing wall Melting down all metals, turning plows and shears to swords Shun words of the Bible, we need implements of war Chalklines and red puddles of those who have been slain Destiny, that crooked schemer, says the dead shall rise again Where do we go from here? And should we really care? The end is finally here God have mercy Now we've rewritten history The one thing we've found out Sweet taste of vindication It turns to ashes in your mouth Where do we go from here? And should we really care? The end is finally here God have mercy If you're fighting to live It's okay to die The answer to your question is Welcome to tomorrow Where do we go from here? God have mercy Where do we go from here? And should we really care? The end is finally here God have mercy Where do we go from here? And should we really care? The end is finally here God have mercy",,,,
150,The vanishing spies Just something I read A couple of eyes From out of the head And all that was said Was that's just how some things don't materialize Could be they broke and swam like a bird Fear of spooking the folk with talk of the third Or maybe the third played a joke Give me a blip And I'll totally flip Say it's nothing but sky And I'll be a lonely guy The vanishing spies Just something I read Now there were two eyes Sent out from the head And all that was said Was that is just how some things do not materialize Give me one little blip And I'll totally flip Say it's nothing but sky And I will be one lonely guy.,,,,
151,,,,,
152,,,,,
153,,,,,
154,,,,,
155,,,,,
156,,,,,
157,"They seek him here, they seek him there His clothes are loud, but never square It will make or break him so he's got to buy the best 'Cause he's a dedicated follower of fashion And when he does his little rounds 'Round the boutiques of London Town Eagerly pursuing all the latest fads and trends 'Cause he's a dedicated follower of fashion Oh yes he is (oh yes he is), oh yes he is (oh yes he is) He thinks he is a flower to be looked at And when he pulls his frilly nylon panties right up tight He feels a dedicated follower of fashion Oh yes he is (oh yes he is), oh yes he is (oh yes he is) There's one thing that he loves and that is flattery One week he's in polka-dots, the next week he is in stripes 'Cause he's a dedicated follower of fashion They seek him here, they seek him there In Regent Street and Leicester Square Everywhere the Carnabetian army marches on Each one an dedicated follower of fashion Oh yes he is (oh yes he is), oh yes he is (oh yes he is) His world is built 'round discotheques and parties This pleasure-seeking individual always looks his best 'Cause he's a dedicated follower of fashion Oh yes he is (oh yes he is), oh yes he is (oh yes he is) He flits from shop to shop just like a butterfly In matters of the cloth he is as fickle as can be 'Cause he's a dedicated follower of fashion He's a dedicated follower of fashion He's a dedicated follower of fashion",,,,
158,Inside everyone hides one desire Outside no one would know Danger close to edge of the knife Safer not to let go And while we miss chances You can almost hear time slipping away We close our eyes we never lose a game Imagination never lets us take the blame We close our eyes to see the final frame We close our eyes to time slipping away No show Wednesday girl waits with the wine She knows just what to say While no one listens You can almost hear time slipping away We close our eyes we never lose a game Imagination never lets us take the blame We close our eyes to see the final frame We close our eyes and We can talk to strangers We are burning with the spark And we can walk on water We are tigers in the dark We are burning We close our eyes Heroes never give into the night He knows how far he can run And as he surrenders You can almost hear time slipping away We close our eyes we never lose a game Imagination never lets us take the blame We close our eyes to see the final frame We close our eyes,,,,
159,"I stepped out onto the midway I was looking for the pirate ship And saw this small, old white tent at one end It was blue And had white lights hanging all around it I decided to check out the tent It seemed like I could hear music coming from inside As I walked toward it, I passed a crowd of people at the sideshow I couldn't figure out why they would want to wait in line I pulled back the drape thing on the tent There was a crystal ball on the table And behind it, a girl wearing a hat She smiled, and asked me if I wanted my fortune read I said okay And sat down Then I thought about it for a minute And asked her if she would rather go on the roller coaster instead Creeping up into the sky Stopping at the top and Starting down The girl grabbed my hand I clutched it tight I said goodbye to the ground Far below, a soiled man A bucket of torn tickets at his side He watches the children run by And picks his teeth Spinning round, my head begins to turn I shouted, and searched The sky for a friend I heard the fortune teller Screaming back at me We stuck out our hands and met the winds The girl falters as she steps down from the platform She clutches her stomach, and begins to heave The ticket-taker smiles, and the last car is ready Who told you that you could leave? The sun was setting by the time we left We walked across the deserted lot, alone We were tired, but we managed to smile At the gate I said goodnight to the fortune teller The carnival sign threw colored shadows on her face But I could tell she was blushing",,,,
160,,,,,
161,,,,,
162,,,,,
163,,,,,
164,,,,,
165,,,,,
166,,,,,
167,,,,,
168,"Jack Daniels, if you please  Knock me to my knees You're the only friend  There has ever been that didn't do me wrong Jack Daniels, if you please  Knock me to my knees You can kill this pain that's driving me insane  Since my baby's gone Cigarettes and whiskey  Calm my shaking hands I just lost a lover to a one night stand Something temporary too late I had to learn Someone from her past  Said it couldn't last a bridge she could burn Jack Daniels, if you please  Knock me to my knees You're the only friend  There has ever been that didn't do me wrong Jack Daniels, if you please  Knock me to my knees You can kill this pain that's driving me insane  Since my baby's gone Promises were broken  Dreams were left to die Empty words were spoken  Tears were in our eyes Something temporary those tears will fade away Do the best you can, help me understand These games that people play Jack Daniels, if you please  Knock me to my knees You're the only friend  There has ever been that didn't do me wrong Jack Daniels, if you please  Knock me to my knees You can kill this pain that's driving me insane  Since my baby's gone You can kill this pain that's driving me insane  Since my baby's gone",,,,
169,"In waves the ships have all sailed to the sea  Well do you want to wait or leave with me tonight  Cross your heart and pray  The ocean will take us all the way in First we are ever to fall off of the earth We must be the First ones in the world to fall off of the earth We could be, soon as our needs are fed  You'll give in to me and the whole heartache  Makes me feel alive, same typical offering  And you always knew we make it all the way in First we are ever to fall off of the earth We must be the First ones in the world to fall off of the earth It could be soon, as The carnivals empty, I need you to take me home God help! [Repeat x10]",,,,
170,,,,,
171,,,,,
172,"Mott the Hoople and the Game of Life (yeah, yeah, yeah, yeah) Andy Kaufman in the wrestling match (yeah, yeah, yeah, yeah) Monopoly, twenty-one, checkers, and chess (yeah, yeah, yeah, yeah) Mister Fred Blassie in a breakfast mess (yeah, yeah, yeah, yeah) Let's play Twister, let's play Risk (yeah, yeah, yeah, yeah) See you heaven if you make the list (yeah, yeah, yeah, yeah) Now, Andy did you hear about this one? Tell me, are you locked in the punch? Andy are you goofing on Elvis, hey, baby? Are we losing touch? If you believed they put a man on the moon, man on the moon If you believe there's nothing up his sleeve, then nothing is cool Moses went walking with the staff of wood (yeah, yeah, yeah, yeah) Newton got beaned by the apple good (yeah, yeah, yeah, yeah) Egypt was troubled by the horrible asp (yeah, yeah, yeah, yeah) Mister Charles Darwin had the gall to ask (yeah, yeah, yeah, yeah) Now Andy did you hear about this one Tell me, are you locked in the punch Hey, Andy are you goofing on Elvis, hey, baby? Are you having fun? If you believed they put a man on the moon, man on the moon If you believe there's nothing up his sleeve, then nothing is cool Here's a little agit for the never-believer (yeah, yeah, yeah, yeah) Here's a little ghost for the offering (yeah, yeah, yeah, yeah) Here's a truck stop instead of Saint Peter's (yeah, yeah, yeah, yeah) Mister Andy Kaufman's gone wrestling Yeah, yeah, yeah, yeah Now Andy did you hear about this one? Tell me, are you locked in the punch? Hey Andy are you goofing on Elvis, hey baby, are we losing touch? If you believed they put a man on the moon, man on the moon If you believe there's nothing up his sleeve, then nothing is cool If you believed they put a man on the moon, man on the moon If you believe there's nothing up his sleeve, then nothing is cool If you believed they put a man on the moon, man on the moon If you believe there's nothing up his sleeve, then nothing is cool If you believed they put a man on the moon, man on the moon If you believe there's nothing up his sleeve, then nothing is cool",,,,
173,"Well I've heard there was a secret chord That David played and it pleased the Lord But you don't really care for music, do you? Well it goes like this: The fourth, the fifth, the minor fall and the major lift The baffled king composing Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah Well your faith was strong but you needed proof You saw her bathing on the roof Her beauty and the moonlight overthrew ya She tied you to her kitchen chair And she broke your throne and she cut your hair And from your lips she drew the Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah But baby I've been here before I've seen this room and I've walked this floor You know, I used to live alone before I knew ya And I've seen your flag on the marble arch And love is not a victory march It's a cold and it's a broken Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah Well there was a time when you let me know What's really going on below But now you never show that to me do ya But remember when I moved in you And the holy dove was moving too And every breath we drew was Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah Maybe there's a God above But all I've ever learned from love Was how to shoot somebody who outdrew ya And it's not a cry that you hear at night It's not somebody who's seen the light It's a cold and it's a broken Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah Hallelujah",,,,
174,Destroy everything you touch today  Destroy me this way  Anything that may desert you  So it cannot hurt you  You only have to look behind you  At who's underlined you  Destroy everything you touch today  Destroy me this way  Everything you touch you don't feel  Do not know what you steal  Shakes your hand  Takes your gun  Walks you out of the sun What you touch do not feel  Do not know what you steal  Destroy everything you touch today  Please destroy me this way  Destroy everything you touch today  Destroy me this way  Anything that may delay you  Might just save you  You only have to look behind you  At who's underlined you  Destroy everything you touch today  Destroy me this way  Everything you touch you don't feel  Do not know what you steal  Shakes your hand  Takes your gun  Walks you out of the sun Once you touch do not feel  Do not know what you steal  Destroy everything you touch today  Please destroy me this way  Everything you touch you don't feel  Do not know what you steal  Shakes your hand  Takes your gun  Walks you out of the sun Once you touch you don't feel  Do not know what you steal  Destroy everything you touch today  Please destroy me this way  Everything you touch you don't feel  Do not know what you steal  Shakes your hand  Takes your gun  Walks you out of the sun What you touch you don't feel  Do not know what you steal  Destroy everything you touch today  Please destroy me this way,,,,
175,,,,,
176,,,,,
177,,,,,
178,,,,,
179,,,,,
180,,,,,
181,"Son she said  Have I got a little story for you  What you thought was your daddy Was nothin' but a fool  While you were sittin'  Home alone at age thirteen  Your real father was dyin'  Sorry you didn't see him  But I'm glad we talked,   Oh I, oh, I'm still alive Hey, hey, I, oh, I'm still alive  Hey I, oh, I'm still alive Oh she walks slowly  Across a young man's room  She said I'm ready, for you  I can't remember anything  To this very day  'Cept the look, yeah the look Oh, you know where Now I can't see, I just stare  I, I, I'm still alive  Yeah, yeah I, oh, I'm still alive Yeah, yeah I, oh, I'm still alive Yeah, yeah I, oh, I'm still alive I'm still alive Yeah, yeah, yeah Oh, oh yeah Is something wrong  She said  Of course there is  You're still alive  She said  Oh do I deserve to be? And is that the question? Oh And if so, if so Who answers?  Who answers?  I, I, I'm still alive  Yeah, yeah I, oh, I'm still alive I'm still alive  Yeah, yeah, yeah, yeah",,,,
182,"Easy, ready, willing, overtime Where does it stop Where do you dare me To draw the line You've got the body Now you want my soul Don't even think about it Say no go I, I 'll do anything That you want me to do And I'll do almost anything That you want me to, ooh But I can't go for that, no (no) no can do No, I can't go for that, no (no) no can do I can't go for that, no (no) no can do I can't go for that Can't go for that Can't go for that Can't go for that I can go for being twice as nice I can go for just repeating The same old lines Use the body Now you want my soul Ooh, forget about it Now say no go I, I'll do anything That you want me to do I'll do almost anything That you want me to But I can't go for that, no (no) no can do I can't go for that, no (no) no can do I can't go for that, no (no) no can do I can't go for that Can't go for that Can't go for that Can't go for that Yeah, I, I'll do anything That you want me to do And I'll do almost anything That you want me to But I can't go for that, no (no) no can do I can't go for that, no (no) no can do I can't go for that, no (no) no can do I can't go for that Can't go for that Can't go for that I can't go for that No I can't go for that, no (no) no can do I can't go for that, no no, no can do I can't go for that, (no no no no) no I can't go for that I can't go for that (no can do) No can't do I can't go for that (no no no no can't do) I can't go for that I can't go for that, yeah (no can do) No, no, no, no, no, no",,,,
183,,,,,
184,,,,,
185,,,,,
186,,,,,
187,"There's no chance survival, And no hiding place. You must be my rival, I remember your face. A sweeter denials become familiar to taste There's no chance survival And no hiding place You can live your whole life in a cave, man. You can learn to love uncertainty. I want to spent my whole life without secureness regard For the sweet sweet eternity You'll be praised for all your weights tonight You'll be praised by many ages tonight There's no chance survival And no sigh to take A beamless primate with no heart to chase Something become so common place I know There's no chance survival to the flesh now we race You can live your whole life in a cave, man. You can learn to love uncertainty. And you can expect more gainless violence that have blown so far You cross the, ship the shore to me We are the golden, We are the strong, that it is showing the random calls Fear the ocean, Fear the frost Fear the motion that We are the old ones, We are the lost standing comes with the cost Can't do wrong Well. you're hiding your smile ally me and I make you save There's no chance survival but it's now time to waste",,,,
188,,,,,
189,,,,,
190,,,,,
191,"Oh! Uh yeah yeah yeah She sits alone waiting for suggestions He's so nervous avoiding all the questions His lips are dry, her heart is gently pounding Don't you just know exactly what they're thinking His heart's beating like a drum (like a drum) Is he gonna get this girl home? Well, soon, baby, we'll be all alone Don't you just know exactly what they're thinking? If you want my body and you think I'm sexy Come on, sugar, tell me so If you really need me, just reach out and touch me Come on, honey, tell me so He's acting shy, looking for an answer Come on, honey, let's spend the night together Now hold on a minute before we go much further Give me a dime so I can phone my mother They catch a cab to his high-rise apartment At last he can tell exactly what his heart meant If you want my body and you think I'm sexy Come on, sugar, tell me so (tell me so) If you really need me, just reach out and touch me Come on, honey, tell me so Oh yeah, yeah, yeah Yeah, ooh, ooh I like this, I like this, I like this Come on, baby, spend the night I promised to behave myself Oh yeah, oh yeah Yeah, yeah, yeah His heart is beating like a drum (like a drum) Is he gonna get this girl home? (Is he) We'll soon, baby, we'll be alone Don't you just know exactly what they're thinking? If you want my body and you think I'm sexy Come on, sugar, tell me so If you really need me, just reach out and touch me Come on, honey, tell me so (tell me so) If you really, really, really need me Just let me know Just let me know If you really need me If you really, really, really need me Just let me know Just let me know Oh yeah, yeah",,,,
192,,,,,
193,,,,,
194,,,,,
195,,,,,
196,,,,,
197,"Did you know that I kept that for a year? And all this time I figured you'd be here. Oh. Last time I saw you I tried to move through the crowd And I was calling you name, but the band played too loud. Last time I saw you I tried to move through the crowd. Did you know that I kept that for a year? And all this time I figured you'd be here. Go. Last time I saw you I tried to move through the crowd And I was calling you name, Oh but the band played too loud. Last time I saw you I tried to move through the crowd. Rodeo clown. Rodeo clown. Did you know? Rodeo clown.",,,,
198,,,,,
199,"I am he as you are he as you are me And we are all together See how they run like pigs from a gun See how they fly I'm crying  Sitting on a cornflake Waiting for the van to come Corporation T-shirt, stupid bloody Tuesday Man you've been a naughty boy You let your face grow long I am the eggman They are the eggmen I am the walrus Goo goo g' joob Mr. City policeman sitting Pretty little policemen in a row See how they fly like Lucy in the sky See how they run I'm crying I'm crying, I'm crying, I'm crying Yellow matter custard Dripping from a dead dog's eye Crabalocker fishwife Pornographic priestess Boy, you've been a naughty girl You let your knickers down I am the eggman They are the eggmen I am the walrus Goo goo g' joob Sitting in an English garden Waiting for the sun If the sun don't come you get a tan From standing in the English rain I am the eggman  (""How do you do sir"") They are the eggmen  (""The man maintains a fortune"") I am the walrus Goo goo g' joob Goo Goo Goo g' joob Expert, texpert choking smokers Don't you think the joker laughs at you (Ho ho ho hee hee hee hah hah hah) See how they smile like pigs in a sty See how they snide I'm crying Semolina Pilchard Climbing up the Eiffel tower Elementary penguin singing Hare Krishna Man, you should have seen them kicking Edgar Allen Poe I am the eggman They are the eggmen I am the walrus Goo goo g' joob Goo goo goo g' joob Goo goo g' joob Goo goo goo g' joob  Goo goo Juba juba juba Juba juba juba Juba juba juba Juba juba (Oh I'm tired, servicible villain Set you down father, rest you)",,,,
200,"I fall over and over and over over over on you I get ill, I get ill, I get ill, you're the only one I'm into You and me Fit so tight I go lower and lower and lower lower livin easy I don't know, I don't know what I got till it's over You and me Fit so tight Can you do it again Do it again Do it again Can you do it again All the way, all the way, all the way, there's no where left we can meet I'm into what you do but I leave you no where You and me Fit so tight All we need Is one more time Can you do it again Do it again Do it again Can you do it again I only get to live one life I won't pretend you're only mine Where will you go, where will you find the way To do it again Do it again",,,,
201,"There is no combination of words I could put on the back of a postcard No song that I could sing, but I can try for your heart Our dreams, and they are made out of real things Like a, shoe box of photographs With sepia-toned loving Love is the answer, at least for most of the questions in my heart Like why are we here? And where do we go? And how come it's so hard? It's not always easy and Sometimes life can be deceiving I'll tell you one thing, it's always better when we're together It's always better when we're together Yeah, we'll look at the stars when we're together Well, it's always better when we're together Yeah, it's always better when we're together And all of these moments Just might find their way into my dreams tonight But I know that they'll be gone When the morning light sings And brings new things For tomorrow night you see That they'll be gone too Too many things I have to do But if all of these dreams might find their way Into my day to day scene I'd be under the impression I was somewhere in between With only two Just me and you Not so many things we got to do Or places we got to be We'll sit beneath the mango tree now Yeah, it's always better when we're together We're somewhere in between together Well, it's always better when we're together Yeah, it's always better when we're together I believe in memories They look so, so pretty when I sleep Hey now, and when I wake up, You look so pretty sleeping next to me But there is not enough time, And there is no, no song I could sing And there is no combination of words I could say But I will still tell you one thing We're better together",,,,
202,,,,,
203,,,,,
204,"I am thinking it's a sign That the freckles in our eyes Are mirror images And when we kiss they're perfectly aligned And I have to speculate That God Himself did make Us into corresponding shapes Like puzzle pieces from the clay And true it may seem like a stretch But it's thoughts like this that catch My troubled head when you're away And when I am missing you to death And when you are out there on the road For several weeks of shows And when you scan the radio I hope this song will guide you home They will see us waving from such great heights Come down now, they'll say But everything looks perfect from far away Come down now but we'll stay I tried my best to leave This all on your machine But the persistent beat It sounded thin upon the sending And that frankly will not fly You'll hear the shrillest highs And lowest lows with the windows down And this is guiding you home They will see us waving from such great heights Come down now they'll say But everything looks perfect from far away Come down now but we'll stay They will see us waving from such great heights Come down now they'll say But everything looks perfect from far away Come down now but we'll stay They will see us waving from such great heights (Come down now)",,,,
205,,,,,
206,,,,,
207,,,,,
208,,,,,
209,"Sweet child in time You'll see the line The line that's drawn between Good and bad See the blind man Shooting at the world Bullets flying Ohh taking toll If you've been bad Oh Lord I bet you have And you've not been hit Oh by flying lead You'd better close your eyes Ooohhhh bow your head Wait for the ricochet Oooooo ooooooo ooooooo Oooooo ooooooo ooooooo Ooo, ooo ooo Ooo ooo ooo Oooooo ooooooo ooooooo Oooooo ooooooo ooooooo Ooo, ooo ooo Ooo ooo ooo Aaaahh aaaahh aaaahh Aaaahh aaaahh aaaahh Aahh, aahh aahh Aah I wanna hear you sing Aaaahh aaaahh aaaahh Aaaahh aaaahh aaaahh Aahh, aahh aahh Aaahhhh Aaaahh aaaahh aaaahh Aaaahh aaaahh aaaahh Aahh, aahh aahh Aaaahh aaaahh aaaahh Aaaahh aaaahh aaaahh Aahh, aahh aahh Sweet child in time You'll see the line The line that's drawn between Good and bad See the blind man Shooting at the world Bullets flying Mmmm taking toll If you've been bad Lord I bet you have And you've not been hit Oh by flying lead You'd better close your eyes Ooohhhhhhh bow your head Wait for the ricochet Oooooo ooooooo ooooooo Oooooo ooooooo ooooooo Ooo, ooo ooo Ooo ooo ooo Oooooo ooooooo ooooooo Oooooo ooooooo ooooooo Ooo, ooo ooo Ooo ooo ooo Aaaahh aaaahh aaaahh Aaaahh aaaahh aaaahh Aahh, aahh aahh Aah I gotta hear you sing Aaaahh aaaahh aaaahh Aaaahh aaaahh aaaahh Aahh, aahh aahh Aah Aaaahh aaaahh aaaahh Aaaahh aaaahh aaaahh Aahh, aahh aahh Aah Aaaahh aaaahh aaaahh Aaaahh aaaahh aaaahh Aahh, aahh aahh Oh..God oh no..oh God no..oh..ah..no ah AAh..oh.. Aawaah..ohh",,,,
210,,,,,
211,"We must talk on every telephone Get eaten off the web We must rip out all the epilogues From the books that we have read And to the face of every criminal Strapped firmly to a chair We must stare, we must stare, we must stare We must take all of the medicine Too expensive now to sell Set fire to the preacher Who is promising us hell And in the ear of every anarchist That sleeps but doesn't dream We must sing, we must sing, we must sing While my mother waters plants My father loads his gun He says death will give us back to god Just like the setting sun Its return to the lonesome ocean And then they splashed into the deep blue sea It was a wonderful splash We must blend into the choir Sing a static with the whole We must memorize nine numbers And deny we have a soul And in this endless race for property And privilege to be one We must run, we must run, we must run We must hang up in the belfry Where the bats and moonlight laugh We must stare into a crystal ball And only see the past And into the caverns of tomorrow With just our flashlights and our love We must plunge, we must plunge, we must plunge And then we'll get down there Way down to the very bottom of everything And then we'll see it, we'll see it, we'll see it Oh my mornings coming back The whole world's waking up This city bus is swimming past I'm happy just because I found out that I am really no one",,,,
212,,,,,
213,,,,,
214,,,,,
215,,,,,
216,,,,,
217,"All night long I tried to sleep but sleep refused to come Cause today I knew I'd either have to fight or run Knowin' if I choose to run my mind would never rest Cause with so much pride I wear this badge upon my vest Folks are filled with fear because there's three bad guns in town Sheriff Olsen made the wrong move and they shot him down One they called Dakota Jack and one El Paso Red The other just turned twenty and he's called the Killer Kid Good advice I get and that's to leave and run away But my pride and badge I wear won't let me live this way And if I stay the three have bragged they'll add me to their list But I have a different aim and I don't aim to miss From the doorway where I stand I see the outlaws three Worried none because they know the town's not helpin' me From a hundred yards away I try a lucky shot Luck is with me and Dakota Jack dies on the spot Well a kid runs through the barroom door and Red goes up the stairs The Kid is ragin' mad, he's breakin' bottles, kickin' chairs And from a roof El Paso Red has vowed to pay me back As he views the lifeless body of Dakota Jack I can see him as he jumps from one roof to the next Searchin' for me but he has no idea where I'm at But I watch his every move I'm ready when he leaps As I shoot him in mid air he crashes to the street Now there's one against just one I've evened up the score Down the street I hear a yell come through the barroom door The Kid has screamed, there's no way I can live unless I run Said there ain't no lawdog man enough to take his gun Through the barroom door he walks and steps out on the street I can't match his draw, he's much too fast for me to beat And as I walk toward him we both grab a forty-five Maybe I will die today and he will stay alive Like a hammer somethin' hits me spinnin' me around As I fall I shoot him twice before he hits the ground His bullet missed me , still I feel a burnin' in my chest His bullet hits the badge I wear with pride upon my vest As the people view the bodies of the lifeless three From their looks I know exactly what they think of me To them I'm just a killer and they could not care less 'Bout my pride or 'bout the badge I wear upon my vest",,,,
218,,,,,
219,This girl I know needs some shelter  But she don't believe anyone can help her  She's doing so much harm doing so much damage  But you don't want to get involved  You tell her she can manage  Now you can't change the way she feels  But you could put your arm around her  I know you want to live yourself  But could you forgive yourself  If you left her just the way you found her  I'll stand in front of you  I'll take the force of the blow  Protection  I'll stand in front of you  I'll take the force of the blow  Protection  You're a boy and I'm a girl  But you know you can lean on me  And I don't have no fear  I'll take on any man here  Who says that's not the way it should be  I'll stand in front of you  Take the force of the blow  Protection  I'll stand in front of you  Take the force of the blow  Protection  She's a girl and you're a boy  Sometimes you look so small (look so small)  You've got a baby of your own  When your baby's gone  She'll be the one  To catch you when you fall  I'll stand in front of you  Take the force of the blow  Protection  I'll stand in front of you  Take the force of the blow  Protection  You're a girl and I'm a boy  You're a girl and I'm a boy  Yeah  You're a girl and I'm a boy  You're a girl and I'm a boy  Sometimes you look so small  I need some shelter  Just run around helter skelter  And I've leaned on you before  Now you can lean on me  That's more then it will ever be  That's the way it should be  I can't change the way you feel  But I could put my arms around you  That's just part of the deal  That's the way I feel  I'll put my arms around you  I'll stand in front of you  Take the force of the blow  Protection  I'll stand in front of you  Take the force of the blow  Protection  You're a boy and I'm a girl  You're a boy and I'm a girl  Hey  You're a boy and I'm a girl  You're a boy and I'm a girl,,,,
