,0,1,2
169,,,
170,,,
171,,,
172,"Oh, baby now let's get down tonight Ooh baby, let's get down tonight  Baby Baby let's get down tonight Ooh Baby, I'm hot just like an oven Ooh Baby now let's get down tonight Baby, I'm hot just like an oven I need some lovin' And baby, I can't hold it much longer It's getting stronger and stronger And when I get that feeling I want sexual healing Sexual healing, oh baby Makes me feel so fine Helps to relieve my mind Sexual healing baby, is good for me Sexual healing is something that's good for me Baby, I'm hot just like an oven I need some lovin' And baby, I can't hold it much longer It's getting stronger and stronger Baby, I got sick this mornin' A sea was stormin' inside of me Baby, I think I'm capsizin' The waves are risin' and risin' And when I get that feeling I want sexual healing Sexual healing is good for me Makes me feel so fine, it's such a rush Helps to relieve the mind, and it's good for us Sexual healing, baby, it's good for me Sexual healing is something that's good for me You're my medicine, open up and let me in Darling, you're so great, I can't wait for you to operate You're my medicine, open up and let me in Darling, you're so great, I can't wait for you to operate Baby, open up and let me in It's getting stronger and stronger Baby, open up and let me in I can't wait for you to operate I can't wait for you to operate, baby I can't wait for you to operate Baby, open up and let me in I can't for you to operate",,
173,,,
174,,,
175,"""It's in the trees!  It's coming!""  When I was a child:  Running in the night,  Afraid of what might be  Hiding in the dark,  Hiding in the street,  And of what was following me...  Now hounds of love are hunting.  I've always been a coward,  And I don't know what's good for me.  Here I go!  It's coming for me through the trees.  Help me, someone!  Help me, please!  Take my shoes off,  And throw them in the lake,  And I'll be  Two steps on the water.  I found a fox  Caught by dogs.  He let me take him in my hands.  His little heart,  It beats so fast,  And I'm ashamed of running away  From nothing real--  I just can't deal with this,  But I'm still afraid to be there,  Among your hounds of love,  And feel your arms surround me.  I've always been a coward,  And never know what's good for me.  Oh, here I go!  Don't let me go!  Hold me down!  It's coming for me through the trees.  Help me, darling,  Help me, please!  Take my shoes off  And throw them in the lake,  And I'll be  Two steps on the water.  I don't know what's good for me.  I don't know what's good for me.  I need your love love love love love, yeah!  Your love!  Take your shoes off  And throw them in the lake!  Do you know what I really need?  Do you know what I really need?  I need love love love love love, yeah!",,
176,"""Dub the mic on the piano quite low this Just keeping it like maracas, you know You know those old pianos"" ""Ok, we're on"" ""Sugarplum fairy, sugarplum fairy"" I read the news today, oh boy About a lucky man who made the grade And though the news was rather sad Well, I just had to laugh I saw the photograph He blew his mind out in a car He didn't notice that the lights had changed A crowd of people stood and stared They'd seen his face before Nobody was really sure if he was from the House of Lords I saw a film today, oh boy The English Army had just won the war A crowd of people turned away But I just had to look Having read the book I'd love to turn you on ""Five, six, seven, eight, nine Ten, eleven, twelve, thirteen, fourteen Fifteen, sixteen, seventeen, eighteen, nineteen Twenty"" Woke up, fell out of bed Dragged a comb across my head Found my way downstairs and drank a cup And looking up I noticed I was late Found my coat and grabbed my hat Made the bus in seconds flat Made my way upstairs and had a smoke And everybody spoke and I went into a dream ""Oh shit"" I read the news today, oh boy Four thousand holes in Blackburn, Lancashire And though the holes were rather small They had to count them all Now they know how many holes it takes to fill the Albert Hall I'd love to turn you ""See the worst thing about doing this Doing something like this Is I think that at first people sort of are a bit suspicious 'You know, come on, what are you up to?'",,
177,"I want you to want me. I need you to need me. I'd love you to love me. I'm beggin' you to beg me. I want you to want me. I need you to need me.  I'd love you to love me. I'll shine up my old brown shoes. I'll put on a brand new shirt I'll get home early from work if you say that you love me. Didn't I, didn't I, didn't I,  see you cryin' (cryin, cryin'). Oh, Didn't I, didn't I, didn't I,  see you cryin' (cryin, cryin') Feelin' all alone without a friend  you know you feel like dyin' (dyin', dyin'). Oh, didn't I, didn't I, didn't I, see you cryin' (cryin', cryin'). I want you to want me. I need you to need me. I'd love you to love me. I'm beggin' you to beg me. I'll shine up my old brown shoes. I'll put on a brand new shirt I'll get home early from work if you say that you love me. Didn't I, didn't I, didn't I,  see you cryin' (cryin, cryin'). Oh, Didn't I, didn't I, didn't I,  see you cryin' (cryin, cryin') Feelin' all alone without a friend  you know you feel like dyin' (dyin', dyin'). Oh, didn't I, didn't I, didn't I, see you cryin' (cryin', cryin'). Feelin' all alone without a friend  you know you feel like dyin' (dyin', dyin'). Oh, didn't I, didn't I, didn't I, see you cryin' (cryin', cryin'). Feelin' all alone without a friend  you know you feel like dyin' (dyin', dyin'). Oh, didn't I, didn't I, didn't I, see you cryin' (cryin', cryin'). I want you to want me. I need you to need me. I'd love you to love me. I'm beggin' you to beg me.",,
178,,,
179,"Spare me your judgments and spare me your dreams 'Cause recently mine have been tearing my seams I sit alone in this winter clarity which clouds my mind Alone in the wind and the rain you left me It's getting dark darling, too dark to see And I'm on my knees, and your faith in shreds, it seems Corrupted by the simple sniff of riches blown I know you have felt much more love than you've shown And I'm on my knees and the water creeps to my chest But plant your hope with good seeds Don't cover yourself with thistle and weeds Rain down, rain down on me Look over your hills and be still The sky above us shoots to kill Rain down, rain down on me Oh I will hold on I will hold on hope Oh I will hold on I will hold on hope Oh I will hold on I will hold on hope I will hold on I will hold on hope I will hold on I will hold on I begged you to hear me, there's more than flesh and bones Let the dead bury their dead, they will come out in droves But take the spade from my hands and fill in the holes you've made Plant your hope with good seeds Don't cover yourself with thistle and weeds Rain down, rain down on me",,
180,,,
181,"Laaaa-ah-ah, la-la, laaaa-ah-ah Laaaa-ah-ah, la-la, laaaa-ah-ah Never, I never meet a girl like you in my life I never, no, no, yeah I never meet a girl like you in my life The way that you hold me in the night The way that you make things go right Whenever you're in my arms Girl, you're filling me with all your charms Suavecito, mi Linda Suavecito The feelin' I have inside for you Suavecito, mi Linda Suavecito The feelin', the feelin' that I have inside for you 'Cause ever since the day I met you I knew you that you were my dream come true But I think I've found that day Gonna make you mine in every way Suavecito, mi Linda (Baby now) Suavecito That we've got the kind of love Suavecito I can't believe that it's really true Suavecito 'Cause you know that, girl, I love you I need you Love yoooooou Yoooooou Yoooooou Yoooooou All I want is you If I can't have you I don't know what to do La-la, laaaa-ah-ah La-la, laaaa-ah-ah Laaaa-ah-ah La-la, laaaa-ah-ah Never, I never meet a girl like you in my life I never, no, no, yeah I never met a girl like you in my life 'Cause I know we'll always be Together just you and me From here on you're gonna see You'll be mine until eternity Suavecito, mi Linda (Baby, now) Suavecito That we've got the kind of love Suavecito, mi Linda I can't believe that it's really true (Suavecito) 'Cause you know, girl, that I love you (Suavecito, mi Linda) (Suavecito) I need you Suavecito I Looooooove you",,
182,,,
183,,,
184,,,
185,,,
186,,,
187,,,
188,,,
189,,,
190,"Baby went to Amsterdam She put a little money into travelling Now it's so slow, so slow Baby went to Amsterdam Four, five days for the big canal Now it's so slow, so slow And I was heading up north To a place that I know Eating well, sleeping well But still I was way, way out of line Amsterdam was stuck in my mind Oh, it's a kind of stupid groove That you can't ignore Oh, it's a kind of natural fact Sometimes you're just left to be alone Baby went to Amsterdam She put a little money into traveling Now it's so slow, so slow Baby went to Amsterdam Four, five days for the big canal Now it's so slow, so slow And I got to go away To a place of my own Working hard, fill my time From that day on, till I hit the bed Amsterdam was stuck in my head Oh, it's a kind of stupid groove That you can't ignore Oh, it's a kind of natural fact Sometimes you're just left to be alone Baby went to Amsterdam She put a little money into traveling Now it's so slow, so slow Baby went to Amsterdam Four, five days for the big canal Now it's so slow, so slow Baby went to Amsterdam She put a little money into traveling Now it's so slow, so slow Baby went to Amsterdam Four, five days for the big canal Now it's so slow, so slow, slow",,
191,Precious and fragile things Need special handling My God what have we done to You? We always try to share The tenderest of care Now look what we have put You through Things get damaged Things get broken I thought we'd manage But words left unspoken Left us so brittle There was so little left to give Angels with silver wings Shouldn't know suffering I wish I could take the pain for you If God has a master plan That only He understands I hope it's your eyes He's seeing through Things get damaged Things get broken I thought we'd manage But words left unspoken Left us so brittle There was so little left to give I pray you learn to trust Have faith in both of us And keep room in your heart for two Things get damaged Things get broken I thought we'd manage But words left unspoken Left us so brittle There was so little left to give,,
192,,,
193,,,
194,"Oohoo (19x) Breath it in and breath it out and pass it on it's almost out We're so creative and so much more We're high above  but on the floor I feel alive If you don't have it your on the other side The deeper you stick it in your vein The deeper the thoughts there's no more pain I'm in heaven  I'm a god I'm everywhere  I feel so hot I feel alive If you don't have it your on the other side I'm not an addict (maybe that's a lie) Oohoo (8x) It's over now, I'm cold, alone I'm just a person on my own Nothing means a thing to me Oh, nothing means a thing to me I feel alive Free me, leave me Watch me as I'm going down Free me, see me Look at me I'm falling And I'm falling......... It is not a habit, it is cool I feel alive I feel....... It is not a habit, it is cool I feel alive I feel alive I'm not an addict, I'm not an addict, I'm not an addict.",,
195,,,
196,"So-called Mr Rock & Roll, Is dancing on his own again, Talking on his phone again, To someone who tells him that his balance is low. He's got nowhere to go, he's on his own again. Rock Chick of the century, Is acting like she used to be, Dancing like there's no-one there. Before she never seemed to care, Now she wouldn't dare. It's so Rock & Roll to be alone. And they'll meet one day far away, And say, 'I wish I was something more.' And they'll meet one day far away, And say, 'I wish I knew you, I wish I knew you before.' Mrs Black & White she's never seen a shade of grey, Always something on her mind, Every single day. But now she's lost her way, And where does she go from here? Mr. Multicultural sees all that one can see, He's living proof of someone very different to me. But now he wants to be free, Free so he can see. And they'll meet one day far away, And say, 'I wish I was something more.' And they'll meet one day far away, And say, 'I wish I knew you, I wish I knew you before.' He'll say, 'I wish I knew you I wish I met you when time was still on my side.' She'll say, 'I wish I knew you I wish I loved you before I was his bride.' And so they must depart, Two many more broken hearts. But I've seen that all before, In T.V, books, and film and more. And there's a happy ending, Every single day. And they'll meet one day far away, And say, 'I wish I was something more.' And they'll meet one day far away And say, 'I wish I knew you, I wish I knew you before",,
197,,,
198,"They say that kid he's got I'm bringing sassy back, And everything that you thought you can't forget Cause y'all know nothing but my name And I don't wanna hear About people I don't know Not you, not him, not her, no You only see what I let you see, Nothing less, nothing more What you say is nothing new to me Honestly They say that kid he's got soul I'm everywhere that you go And I've been there, seen that, and I ain't taking you home No-o-o Oh And I ain't gonna lie, I can be a nasty guy So you should probably sit Cause yeah my words come kinda quick And if you don't get it let me repeat it, just forget what you thought Only see what I let you see Over and over again What you say is nothing new to me Honestly They say that kid he's got soul I'm everywhere that you go And I've been there, seen that, and I ain't taking you home No-o-o But what do they know? I'm everywhere that you go (and I still got soul) And I've been there, seen that, and I ain't taking you home No-o-o Oh They say that kid he's got more soul than Flight Club Can't you tell by the way I use my wall? Travis stay way cooler than the hand that lose that Yeah bite too many times worse than my bark Yeah, took a little time but I'm finally here Ten years deep just to make things clear Now I'm doubled up throwing double D's in the air Go get it off your chest like a tight brassiere Don't regret it Just let it Give credit Don't sweat it You can try but you just can't stop, Fangs up Cobra style Honestly They say that kid he's got soul I'm everywhere that you go And I've been there, seen that, and I ain't taking you home No But what do they know? I'm everywhere that you go (and I still got soul) And I've been there, seen that, and I ain't taking you home No I'm everywhere that you go And I've been there, seen that and I ain't taking you home",,
199,,,
200,,,
201,,,
202,"You could have been all I wanted But you weren't honest Now get in the ground You choked off the sorriest of favors But if you really loved me You would've endured my will If you're just as I presumed You're a whore in sheep's clothing Fucking up all I do Yeah, and if, oh, here we've stopped Then never again will you see this in your life And onto the glory at my right hand Here laid to rest, is our love ever low With truth on the shores of confession You seem to take premise to all of these, so You stormed off to scar the armada Like Jesus played leader I'll drill through your hands The stone for the curse you have blamed me With love and devotion, I'll die as you sleep But if you could just write me out To never this wonder Happy will I become? Be true that this is no option So, with I condemn you demon pray demon out And on to the glory at my right hand Here laid to rest, is our love ever low With truth on the shores of confession You seem to take premise to all of these, so One last kiss for you One more wish 'til you Please make up your mind girl, I'll do anything for you One last kiss for you One more wish 'til you Please make up your mind girl, before I hope you die",,
203,,,
204,"Hu hu  Momma I know you said you wanted  A record that you could listen to  With no cussing and shit.i  Tried but I still gotta do this.  Jinga jinga we got the linga with  So much heat its hard for us to  Pick the first singer.it don't  Matter 'cause I'm undergroud anyways  Rich, bald, bitch called and fly  Anyways. you dirty niggaz why'all  Too wack to dance.yall need to  Ease off that dance before why'all  Split why'all's pant.leave it up  To my young niggaz, young fly  Niggaz getting down, do or die  Niggaz, don't try niggaz.i change  My mind I don't want your bitch.  Because sorry ass women just don't get  Rich. you can keep her.i rather  Have a fifi bag 'cause its cheaper.  You can't come up for air know I  Gets deaper.and my hold is so  Cold its a sleaper so pass the  Reafer. and to y'all false balling  Niggaz grab y'all's crotches.but  If you paid niggaz just pat why'all pockets.  And for sure (yeah)you got your  I got's mine and were balling  (that's right) so call up everybody.  (what are we doing)lets pitch in on  A party. For sure you got I gots mine  And were balling(like a muthafucker)  So call up everybody.  Lets pitch in on a party.  Some body bring the potato  Salad and lets take a ballid.  And who gonna invite the hoes  That make the party valid?  'Cause we don't need a whole crib  Full of dude's again.and then  Here come the police with them  Big black big boots again(damn.  Kicking niggaz out, hand cuffing  And stuffing jacking and kicking  In there mouth.and trying to start  Bitchen 'cause somebody rolled up bud  In a blunt and won't pass the shit.  Who keep turning the lights off?  And why the music keep skippin'  And why these dirty kacki niggaz  Keep trippin' I don't know I'm quick  But I'm still delighted.500 dollars  Worth of white star about to hide  'Cause you ain't drinking my up better  Drink that e&j, paul mason, and the rest  Of that wine up.  You party haters need to stop it.  I think we really about to pat why'all pockets  Hey baby my girlfriend left me  Today so witch one of you old raggedy  Ass bitches want to come up in  Here and play?that's what my homie  Told her trying to cop the cancoon  Then I caught him hunching in my  Downstairs bathroom, and in the  Kitchen, and up in the dacefloor,  By the big screen t.v, where your  Pants go? man you niggaz I swear  I try to throw why'all a raggedy ass  Party but why'all don't even care.ciggarets  Burn I'm my plush, empty beer bottles in  The bush.and my bitch acting like a lush.  Boy what else could go wrong someone to  Kick the extension cord out of the  (ooh why'all gotta some of the clumsiest muthafu)  To the sounds. know its on. why'all  Done fucked up, get out, get on,  Speed up, nigga, get up, take your  Weed home, yeah nigga, the drunk  Nigga said it.your pockets  That's where I'm headed.  Chorus  Till it fades",,
205,,,
206,,,
207,,,
208,,,
209,"I, leap over lies in a single bound (Who are you?) The Black Prophet One day I got struck by Knowledge of Self It gave me super-scientifical powers Now I, run through the ghetto Battlin my, arch nemesis Mr. Ignorance He's been tryin to take me out since the days of my youth He feared this day would come I'm hot on his trail, but sometimes he slips away Because he has an army, they always give me trouble Mainly - Hatred, Jealousy and Envy they attack me They think they got me But I use my super-science and I twist all three I see sparks over that buildin - they're shootin at me I dip, do a backflip Then hit em in the heart with sharp steel bookmarks Ignorance hates when I drop it But no matter, what he do.. he can't stop the Prophet Yo Prophet, yo Prophet, come here real quick Yo I just saw Ignorance downtown, let me put you on Word, he down there buggin He got them illin out, they shootin and everything else.. Let's continue the saga, mad mad drama I met this chick, she said she knew where Ignorance was at I said, ""Where?"" She said, ""Downtown"" He had babies havin babies - and young niggaz sellin crack I think the bitch is lyin, it's a set up I can smell it, but Ignorance is runnin rampant Aight baby show me the exact spot Meet me at Hoyt and Schermerhorn at 3 on the dot So I hops up on the A-Train, I'm bein followed My seventh sense senses danger I turn around, it's Anger and he brought a mob along, it's the same old song Despair and Animosity got broke with the swiftness I don't know what they think this is I feel a sharp pain in my neck Now I can't see, I'm like Hiram They hit me with the dart filled with the pork chop serum I tried to hold on but before long I dropped When I awoke I was locked in the barber's shop Trapped in the barber's chair Oh no, they're gonna try and cut my hair But that can't stop the Prophet Yo Prophet! Ignorance is tired of you followin him around We about to put an end to that RIGHT NOW Anamosity (YEA!) Despair (YO WHASSUP?) Get him!! A few minutes passed by, I hear a buzzin noise It was that chick with some of Ignorance's boys She said, ""Prophet, we got you beat; by the way I'm Mr. Ignorance's wife, Deceit But enough talk; now for your hair cut"" When the clippers touched my hair, they blew the fuck up After the explosion there was no one left Cause I know Dim Mak/poison hand/touch of death My vision's still kinda blurry, but I see a clue Ignorance is at the library I hurry, with lightning speed like The Flash He's at the big one, on Grand, Army Plaz' When I get inside the doors shut and the lights go off Damn, another trap I hear a hissin sound, I smell a funny smell I gasp, I can't breathe Ignorance is laughin at me Waitin on my downfall, but he can't stop the Prophet",,
210,,,
211,,,
212,,,
213,I want to buy you flowers It's such a shame you're a boy But when you are not a girl Nobody buys you flowers I want to buy you flowers And now I'm standing in the shop I must confess I wonder If you will like my flowers You are so sweet and I'm so alone Oh darling please Tell me you're the one I'll buy you flowers I'll buy you flowers Like no other girl did before You were so sweet and I was in love Oh darling don't tell me You found another girl Forget the flowers Because the flowers Never last for ever Never last for ever Never last for ever My love,,
214,,,
215,,,
216,"Lord of all creation Of the water, earth and sky The Heavens are Your Tabernacle Glory to the Lord on high God of wonders, beyond our galaxy You are holy, holy The universe declares Your majesty You are holy, holy Lord of Heaven and Earth Lord of Heaven and Earth Early in the morning I will celebrate the light And when I stumble into darkness I will call Your name by night God of wonders, beyond our galaxy You are holy, holy The universe declares Your majesty You are holy, holy Lord of Heaven and Earth Lord of Heaven and Earth Hallelujah to the Lord of Heaven and earth Hallelujah to the Lord of Heaven and earth Hallelujah to the Lord of Heaven and earth Holy, holy Holy, holy God of wonders, beyond our galaxy You are holy, holy The universe declares Your majesty You are holy, holy God of wonders, beyond our galaxy You are holy, holy The universe declares Your majesty You are holy, holy Lord of Heaven and Earth Lord of Heaven and Earth",,
217,,,
218,"Roll on, these doors are open Roll off, you can come next time I'm in love with your confusion, on your knees When you're breathing through your elbows Down on me, down on me Roll on roll off Roll on roll off  Don't take that wrong Don't take that wrong Roll up, these doors are open Load up, come next time Don't try to hurry me along Just walk ahead a little gone A little gone (gone) Roll on roll off Roll on roll off  Don't take that wrong Roll on, going down on me Roll off, make it easy on me You can't think you're someone special On your knees We're throwing punches underwater Sink with me, sink with me, sink Roll on roll off Roll on roll off Something is sinking  Something is sinking  Something is sinking  Something is sinking  Something is sinking",,
219,,,
220,"The world is lazy But you and me We're just crazy So when I'm with you, I have fun Yeah when I'm with you, I have fun The world is lazy But you and me We're just crazy So when I'm with you, I have fun Yeah when I'm with you, I have fun Ever since I was a little girl My mama always told me There'd be boys like you So when I'm with you, I have fun Yeah when I'm with you, I have fun I hate sleeping alone I hate sleeping alone I hate sleeping alone I hate sleeping alone Alone Alone Alone Alone Alone",,
221,"Baby, baby, brush the dust of youth from your shoulder Because the years of fretting days are right behind you now Don't return to fields of green where rainbow secrets were told Place your ragged doll with all the toys and things and deeds I will show you a game where the winner never wins Let your hair hang down, wear the dress your mother wore Let me sleep beside you Lock away your childhood and throw away the key For now the streets and city sounds will burn your eyes as coals We shall drink the oldest wine and velvet skies will linger Child, you're a woman now, your heart and soul are free I will boldly light that lamp and we shall walk together Let your hair hang down, wear the dress your mother wore Let me sleep beside you Your darkened eyes throw mystery But your lips are void of history You could not imagine that it could happen this way, could you I will give you dreams and I'll tell you things you'll like to hear Let your hair hang down, wear the dress your mother wore Let me sleep beside you Let me sleep beside you",,
222,,,
223,,,
224,,,
225,,,
226,,,
227,"We like the breeze flow straight out of our lids Them they got moved by these hard-rock Brooklyn kids Us floor rush when the DJ's booming classics You, dig the crew on the fattest hip-hop records He touch the kinks and sinks into the sounds She frequents the fattest joints caught underground Our funk zooms like you hit the Mary Jane They flock to booms man boogie had to change Who freaks the clips with mad amount percussion Where kinky hair goes to unthought-of dimensions Why's it so fly cause hip-hop kept some drama When Butterfly rocked his light blue-suede Pumas What by the cut we push it off the corner How was the buzz entire hip hop era Was fresh and fat since they started saying audi Cause funks made fat from right beneath my hoodie The poobah of the styles like Miles and shit Like sixties funky worms with waves and perms Just sendin' chunky rhythms right down ya block We be to rap what key be to lock But I'm cool like dat I'm cool, I'm cool We be the chocolates taps on my raps She innovates at the sweetest cat naps He at the funk club with the vibrate Them they be crazy down with the five plate It can kick a plan then a crowd burst Me I be digging it with a bump verse Us we be freaking til dawn blinks an eye He gives the strangest smile so I say hi (wassup) Who understood, yeah understood the plan Him heard a beat and put it to his hands What I just flip let borders get loose How to consume or they'll be just like juice If its the shit we'll lift it off the plastic The babes'll go spastic Hip hop gains a classic Pimp playing shock it don't matter I'm fatter Ask Butta how I zone (man Cleopatra Jones) And I'm chill like dat I'm chill, I'm chill Blink Think We getcha free cause the clips be fat boss Them they're the jams and commence to going off She sweats the beat and ask me cause she puffed it Me I got crew kids seven and a crescent Us cause a buzz when the nickel bags are dealt Him, that's my man with the asteroid belt They catch a fizz from the Mr. Doodle-big He rocks a tee from the Crooklyn nine-pigs The rebirth of slick like my gangsta stroll The lyrics just like loot come in stacks and rolls You used to find a Bug in a box with fade Now he boogies up your stage plaits twist or braids And I'm peace like dat I'm Peace Check it out man I groove like dat I'm smooth like dat I jive like dat I roll like dat Yeah I'm thick like dat I stack like dat I'm down like dat I'm black like dat Well yo I funk like dat I'm phat like dat I'm in like dat Cause I swing like dat We jazz like dat We freak like dat We zoom like dat We out, we out",,
228,,,
229,,,
230,,,
231,,,
232,"There's a mickie in the tastin' of disaster In time you get faster (In time) Harry Hippie is a waste as if He hasta procrastanatin' Something moving in the brain of a doer In time feel a little newer (In time) I switched from coke to pep and I'm a connoisseur Um hum (About time) 'Cause there's a method in the madness of the thinkin' In time, oh, we oughta (In time) It seems the best of all the sadness is a sinkin' In time muddy water (In time) And there's a wreck yard in the mind of a quitter In time gonna get bitter (In time) He don't give a heck or is he blind and makin' litter In time gonna need a baby sitter (About time) I felt so good I told the leader how to follow In time get down (In time) So glad I could not feel indeed so very hollow No need to follow Insecurities attracting every flirter In time, yeah, it's murder (In time) If you don't mind please why give slack to a deserter (About time) Well, well, well, well, well, oh, day light is all I see Ah, stay light away from me See you tomorrow noon (Miss me, I'll see you soon) I told you it's not the teachin' it's the learnin' In time don't need no burnin' (In time) And when I mold you to start reachin' in the mornin' In time Well, well, there's a feelin', oh, so real in every human On time (About time) There's a reelin' when you don't know what you're doing In time (About time) Hey Stay around and get a show Hey, hey, hey, hey don't you know (In time) Two years too long to wait Two words will get it straight (In time) You see an answer in time (In time) And that ain't nothin', I'm a dancer Two years too long to wait Oh, two words will get it straight Two years too long to wait Two words will get it straight (Yeah sure, yeah sure, yeah) Two years too long to wait Two words will get it straight (In time, in time) Two years too long to wait Two words will get it straight",,
233,,,
234,,,
235,"So your home town's bringing you down Are ya drowning in the small talk and the chatter Or you gonna step into line like your daddy done Punching the time and driving life's long ladder You've been howling at the moon like a slack jawed fool And breaking every rule they can throw on But one of these days it's gonna be right soon You'll find your legs and go and stay gone Young man, full of big plans and thinking about tomorrow Young man, going to make a stand You beg, steal, you borrow Ya beg, ya steal, ya borrow Well all the friends that you knew in school They used to be so cool now they just bore you Well look at them now, already pulling the plow So quick to take to grain like some old mule Young man, full of big plans and thinking about tomorrow Young man, going to make a stand You beg, steal, you borrow You beg, you steal, you borrow Dreaming of the day You're gonna pack your bags Put the miles away Oh, just grab your girl and go Where no one knows you What will all the old folks say? So the home town's bringing you down Are you drowning in the small talk and the chatter? Or you gonna step into line like your daddy done Punching the time and climbing life's long ladder Young man, full of big plans and thinking about tomorrow Young man, going to make a stand You beg, steal, you borrow You beg, you steal, you borrow",,
236,,,
237,,,
238,,,
239,"Hmm, c'est si bon  Lovers say that in France  When they thrill to romance  It means that it's so good  Oh, c'est si bon So I say it to you  Like the French people do  Because it's oh-so good, ba-ba-doo, doo day Every word, every sigh Every kiss, dear  Leads to only one thought  And it's this, dear! Hmm, it's so good Nothing else can replace  Just your slightest embrace  And if you only would Be my own For the rest of my days  I will whisper this phrase  My darling, c'est si bon, oui oui!",,
240,,,
241,"I see you, you see me Watch you blowin' the lines When you're making a scene Oh girl, you've got to know What my head overlooks The senses will show to my heart When it's watching for lies You can't escape my Private eyes They're watching you They see your every move Private eyes They're watching you Private eyes They're watching you watching You watching you watching you You play with words you play with love You can twist it around baby that ain't enough 'Cause girl I'm gonna know If you're letting me in or letting me go Don't lie when you're hurting inside 'Cause you can't escape my Private eyes They're watching you They see your every move Private eyes They're watching you Private eyes They're watching you watching You watching you watching you Why you try to put up a front for me I'm a spy but on your side you see Slip on, into any disguise I'll still know you Look into my Private eyes They're watching you They see your every move Private eyes They're watching you Private eyes They're watching you Private eyes They're watching you They see your every move Private eyes They're watching you Private eyes They're watching you Private eyes They're watching you They see your every move Private eyes They're watching you Private eyes They're watching you",,
242,"Beetlebum What you've done She's a gun Now what you've done Beetlebum Get nothing done You beetlebum just get numb Now what you've done Beetlebum And when she lets me slip away She turns me on all my violence is gone Nothing is wrong I just slip away and I am gone Nothing is wrong She turns me on I just slip away and I am gone Beetlebum Because you're young She's a gun Now what you've done Beetlebum She'll suck your thumb She'll make you come Coz, she's your gun Now what you've done Beetlebum And when she lets me slip away She turns me on all my violence is gone Nothing is wrong I just slip away and I am gone Nothing is wrong She turns me on I just slip away and I am gone",,
243,,,
244,"Well I died in Penn station tonight, oh lord Well I died in Penn station tonight, oh lord In Penn station tonight With a toothbrush and a comb Five dollars and dead cell phone, oh lord No photo I.d. No past to torture me, oh lord No past to torture me Well I died in Penn station tonight, oh lord Well I died in Penn station tonight, oh lord In Penn station tonight Oh how sweetly I do sleep On the bathroom tile where the porters sweep With a nickel in my hand Like the star of bethleham, oh lord Like the star of bethleham And I know on track number seven There's a train to take me to heaven, lord But a faster train's coming near That the devil engineers, oh lord That the devil engineers Well I died in Penn station tonight, oh lord Well I died in Penn station tonight, oh lord In Penn station tonight And I know on track number seven There's a train to take me to heaven, lord But a faster train's coming near That the devil engineers, oh lord That the devil engineers",,
245,"And I cry and no one can hear  Inhale  The blinded eyes that see  The chaos  Bring the pitiful to me  Even though I'm wide awake  I will   & blackest night & I wait for you  It's cold in here there's no one left  & I wait for you  & nothing stops it happening  & I knew  I'd cherish all my misery alone  And I wait staring at the Northern Star  I'm afraid it won't lead me anywhere   He's so cold he will ruin the world tonight  All the angels kneel into the Northern Lights  Kneel into the frozen lights  And they paid, I cry and cry for you  Ghosts that haunt you with their sorrow  I cried 'cause you were doomed  Praying to the wound that swallows  All that's cold and cruel  Can you see the trees, charity and gratitude,  They run to the pines  It's black in here blot out the sun  & run to the pines  Our misery runs wild and free  & I knew, the fire and the ashes of his  grace...  And I wait staring at the Northern Star  I'm afraid it won't lead you very far  He's so cold he will win the world tonight  All the angels kneel into the frozen lights  Feel their hearts they're cold and white  And I want you  And blessed are the broken  And I beg you  No loneliness, no misery is worth you  Oh tear his heart out cold as ice it's mine  And I wait praying to the Northern Star  I'm afraid it won't lead you anywhere  He's so cold raining on the world tonight  All the angels kneeling to the Northern Lights  And I pray begging to the Northern Star  I'm afraid it won't lead you anywhere  He's so cold he will rule the world tonight  All the angels kneeling to the Northern Lights  Kneeling to the frozen lights  Feel their hearts they're cold as ice.....  VELUT-INTER-IGNIS-LUNA-MINOR",,
