,0,1,2
165,"They all said she's just  Another groupie slut  And I said I thought  You're anything, but  Think again  Sometimes reputations  Outlive their applications  Sometimes fires don't go out  When you're done playing with them  I feel so funny   Deep inside.  When you kiss me goodbye  Sugar high  Sugarhigh  We can go out  Need not even leave the house  A TV set and a bottle of wine  (Just fine)  Making out on that old  Foldout couch  Watching 'Saturday Night Live'  I guess that's why  I feel so funny  Deep inside  When I lick between your thighs  Sugar high  Sugar high  Alright  I have searched both  Far and wide  I've explored the deepest caverns  Of my mind  To try and find  An explanation why  I get this funny feeling  Deep inside  When you kiss me goodbye  And when I lick between your thighs  Sugar high  Sugar high  Sugar high  Sugar high  Shhhhh",,
166,,,
167,,,
168,"She came from Greece she had a thirst for knowledge, She studied sculpture at Saint Martin's College, That's where I, Caught her eye. She told me that her Dad was loaded, I said ""In that case I'll have a rum and coca-cola."" She said ""Fine."" And in thirty seconds time she said, I want to live like common people, I want to do whatever common people do, I want to sleep with common people, I want to sleep with common people, Like you. Well what else could I do  I said ""I'll see what I can do."" I took her to a supermarket, I don't know why, But I had to start it somewhere, So it started there. I said pretend you've got no money, She just laughed and said, ""Oh you're so funny."" I said ""Yeah?  Well I can't see anyone else smiling in here. Are you sure you want to live like common people, You want to see whatever common people see, You want to sleep with common people, You want to sleep with common people, Like me. But she didn't understand, She just smiled and held my hand. Rent a flat above a shop, Cut your hair and get a job. Smoke some fags and play some pool, Pretend you never went to school. But still you'll never get it right, 'Cause when you're laid in bed at night, Watching roaches climb the wall, If you called your Dad he could stop it all. You'll never live like common people, You'll never do whatever common people do, You'll never fail like common people, You'll never watch your life slide out of view, And dance and drink and screw, Because there's nothing else to do. Sing along with the common people, Sing along and it might just get you through. Laugh along with the common people, Laugh along even though they're laughing at you, And the stupid things that you do. Because you think that poor is cool. Like a dog lying in a corner, They will bite you and never warn you, Look out, they'll tear your insides out. 'Cause everybody hates a tourist, Especially one who thinks it's all such a laugh, Yeah and the chip stain's grease, Will come out in the bath. You will never understand How it feels to live your life With no meaning or control And with nowhere left to go. You are amazed that they exist And they burn so bright, Whilst you can only wonder why. Rent a flat above a shop Cut your hair and get a job Smoke some fags and play some pool Pretend you never went to school, But still you'll never get it right 'Cause when you're laid in bed at night And watching roaches climb the wall, If you called your dad he could stop it all Yeah You'll never live like common people You'll never do what common people do You'll never fail like common people You'll never watch your life slide out of view And then dance and drink and screw Because there's nothing else to do I want to live with common people like you.....",,
169,Destroy everything you touch today  Destroy me this way  Anything that may desert you  So it cannot hurt you  You only have to look behind you  At who's underlined you  Destroy everything you touch today  Destroy me this way  Everything you touch you don't feel  Do not know what you steal  Shakes your hand  Takes your gun  Walks you out of the sun What you touch do not feel  Do not know what you steal  Destroy everything you touch today  Please destroy me this way  Destroy everything you touch today  Destroy me this way  Anything that may delay you  Might just save you  You only have to look behind you  At who's underlined you  Destroy everything you touch today  Destroy me this way  Everything you touch you don't feel  Do not know what you steal  Shakes your hand  Takes your gun  Walks you out of the sun Once you touch do not feel  Do not know what you steal  Destroy everything you touch today  Please destroy me this way  Everything you touch you don't feel  Do not know what you steal  Shakes your hand  Takes your gun  Walks you out of the sun Once you touch you don't feel  Do not know what you steal  Destroy everything you touch today  Please destroy me this way  Everything you touch you don't feel  Do not know what you steal  Shakes your hand  Takes your gun  Walks you out of the sun What you touch you don't feel  Do not know what you steal  Destroy everything you touch today  Please destroy me this way,,
170,,,
171,,,
172,,,
173,,,
174,,,
175,,,
176,,,
177,,,
178,,,
179,"No matter how hard you try, you can't stop us now  No matter how hard you try, you can't stop us now  We're the renegades of this time and age  This is the time and age of renegades  Renegades of this time and age  This is the time and age of renegades  Since the Prehistoric ages and the days of ancient Greece  Right down through the Middle Ages  Planet earth kept going through changes  And then no renaissance came, and times continued to change  Nothing stayed the same, but there were always renegades  Like Chief Sitting Bull, Tom Paine  Dr. Martin Luther King, Malcom X  They were renegades of their time and age  The mighty renegades  We're the renegades of funk  We're the renegades of funk  We're the renegades of funk  We're the renegades of funk  From a different solar system many many galaxies away  We are the force of another creation  A new musical revelation  And we're on this musical mission to help the others listen  And groove from land to land singin' electronic chants like  Zulu nation  Revelations  Destroy all nations  Destroy all nations  Destroy all nations  Destroy all nations  Destroy all nations  Destroy all nations  Now renegades are the people with their own philosophies  They change the course of history  Everyday people like you and me  We're the renegades we're the people  With our own philosophies  We change the course of history  Everyday people like you and me  C'mon  We're the renegades of funk  We're the renegades of funk  We're the renegades of funk  We're the renegades of funk  We're poppin', sockin', rockin' puttin' a side of hip-hop  Because where we're goin' there ain't no stoppin'  Poppin', sockin', puttin' a side of hip-hop  Because where we're goin' there ain't no stoppin'  Poppin', sockin', rockin' puttin' a side of hip-hop  'Cause we're poppin', sockin', rockin' puttin' a side of hip-hop  Poppin', sockin', rockin' puttin' a side of hip-hop  We're the renegades of funk  We're the renegades of funk  We're the renegades of funk  We're the renegades of funk  We're teachers of the funk  And not of empty popping  We're blessed with the force and the sight of electronics  With the bass, and the treble the horns and our vocals  'Cause every time I pop into the beat we get fresh  There was a time when our music  Was something called the Big Street beat  People would gather from all around  To get down to the big sound  You had to be a renegade those days  To take a man to the dance floor  Say jam sucker (jam sucker)  Say jam sucker (jam sucker)  Say move sucker (move sucker)  Say groove sucker (move sucker)  Say dance sucker (dance sucker)  Say dance sucker (dance sucker)  Now move sucker (move sucker)  Now move sucker (move sucker)  A weh weh weh weh woer  We're the renegades of funk  We're the renegades of funk  A weh weh weh weh woer  We're the renegades of funk  We're the renegades of funk  A weh weh weh weh woer  We're the renegades of funk  We're the renegades of funk  A weh weh weh weh woer  We're the renegades of funk  We're the renegades of funk",,
180,"Oh where you going for the two hundred and fiftieth time? Well I'm waiting for a sign Well it looks just like another line And I'm walkin backwards to the place where I come from Oh but that ain't enough no you want me to run Used to feel like California with baby eyes so blue Now I feel like Carolina, I split myself in two Now I'm walkin backwards from Chicago through Washington Oh but that ain't enough no, you want me to run Oh that ain't enough no, you want me to run Better watch your soul it'll leave you like a hundred bucks My friend says stick to your guns but instead I just got stuck And I'm walkin backwards lookin forward to gettin done Oh but that ain't enough no, you want me to run Oh that ain't enough no, you want me to run Used to feel like California with baby eyes so blue Now I feel like Carolina, I split myself in two Used to feel like California with baby eyes so blue Now I feel like Carolina, I split myself in two",,
181,,,
182,,,
183,,,
184,,,
185,,,
186,,,
187,,,
188,,,
189,,,
190,Pearls and swine bereft of me Long and weary my road has been I was lost in the cities Alone in the hills No sorrow or pity for leaving I feel I am not your rolling wheels I am the highway I am not your carpet ride I am the sky Friends and liars don't wait for me I'll get on all by myself I put millions of miles Under my heels And still too close to you I feel I am not your rolling wheels I am the highway I am not your carpet ride I am the sky I am not your blowing wind I am the  lightning I am not your autumn moon I am the night The night I am not your rolling wheels I am the highway I am not your carpet ride I am the sky I am not your blowing wind I am the  lightning I am not your autumn moon I am the night The night,,
191,,,
192,We've been on the run Driving in the sun Looking out for number one California here we come Right back where we started from Hustlers grab your guns Your shadow weighs a ton Driving down the 101 California here we come Right back where we started from California! Here we come! On the stereo Listen as we go Nothing's gonna stop me now California here we come Right back where we started from Pedal to the floor Thinkin' of the roar Gotta get us to the show California here we come Right back where we started from California! Here we come!,,
193,"We could sail away Or catch a freight train Or a rocket ship into outer space Nothin' left to do Too many things were said To ever make it feel Like yesterday did Seasons must change Separate paths, separate ways If we blame it on anything Let's blame it on the rain I knew it all along I'd have to write this song Too young to fall in love Guess we knew it all along That's alright, that's okay We were walkin' through some youth Smilin' through pain That's alright, that's okay Let's turn the page My friends called today Down from L.A. They were shooting pool all night Sleeping half the day They said I could crash If I could find my own way I told them you were leaving On a bus to go away That's alright, that's okay We were two kids in love Trying to find our way That's alright, that's okay Held our dreams in our hands Let our minds run away That's alright, that's okay We were walkin' through some youth Smilin' through some pain That's alright, let's turn the page And remember what I say girl And it goes this way Girl, don't go away mad Girl, just go away Girl, don't go away mad Now girl, just go away, (here it go) Don't go way mad I don't want you mad Come on girl Come on baby I said one more time Girl, don't go away mad (don't want you mad) Girl, just go away  Girl, don't go away mad Girl, don't go away  Girl, don't go away mad Girl, just go away  Girl, don't go away mad Girl, just go away Girl, don't go away mad Girl, just go away Girl, don't go away mad Girl, just go away",,
194,"Summertime and the living's easy And Bradley's on the microphone with ras m.g. All the people in the dance will agree That we're well qualified to represent the LBC Me, me and Louie run to the party Dance to the rhythm it gets harder Me and my girl we got this relationship I love her so bad but she treats me like On lock down like a penitentiary She spreads her lovin' all over And when she gets home there’s none left for me Oh take this veil from off my eyes My burning sun will someday rise So what am I gonna be doin' for a while Said I'm gonna play with myself Show them how we come off the shelf So what? Evil I've come to tell you that she's evil most definitely Evil Ornery scandalous and evil most definitely The tension is getting hotter I'd like to hold her head underwater Me and my girl we got this relationship Me and my girl we got this relationship My girl we got this relationship And my girl we got this relationship Take a tip, take a tip, take a tip from me Bradley's on the microphone with Ras m.g. All the people in the dance will agree That we're well qualified to represent the LBC Me, la la Louie well everybody run to the rhythm it gets harder Summertime, the living's easy",,
195,,,
196,,,
197,,,
198,,,
199,,,
200,,,
201,"Could I act like you, and put a smile on face? Not even for a second would I lie to myself.. Too many things are missing And there's a tear in my eye It's not a question or an answer But it will change you mind We'll be the same tomorrow 'Cause we've all been painted my numbers We dance and eyes will follow You said it was love I said I'd like you to be mine I couldn't act like you But I can love like you do Between us there is something I can explain it to you We'll be the same tomorrow 'Cause we've all been painted my numbers We dance and eyes will follow You said it was love I said I'd like you to be mine We'll be the same tomorrow 'Cause we've all been painted my numbers We dance and eyes will follow Sing a song for sorrow 'Cause we've all been painted my numbers We dance and eyes will follow You said it was love I got what I need to get by",,
202,,,
203,,,
204,,,
205,"Here we go They're back again Look alive , warn your friends We are warm and we are safe Enjoy it while you can before Things change We have got to take cover, Brother We have got to take cover, Brother Lie down in a field if you can Look at the night sky Oh, where does it end? Sometimes it hurts when you Care about me But it's going to hurt more when They take you away from me We have go to take cover, brother We have got to take cover, brother Here we go again Oh midnight knocks! Oh explosions! Maybe it's all made up in our heads This happens to me when I'm bored Or depressed Here is the best part of the song Where I admit that I might be wrong Because if they are good and if They are right Then they'll have their rapture one Of these nights But if they are wrong",,
206,,,
207,,,
208,,,
209,,,
210,"Come fly with me, let's fly let's fly away If you can use some exotic booze There's a bar in far Bombay Come fly with me, let's fly let's fly away Come fly with me, let's float down to Peru In lama land, there's a one man band And he'll toot his flute for you Come fly with me, let's take off in the blue Once I get you up there, Where the air is rarefied We'll just glide Starry eyed Once I get you up there I'll be holding you so near You may hear the angels cheer Just because we're together Weather wise it's such a lovely day Just say the words, and we'll beat the birds Down to Acapulco bay It's perfect, for a flying honeymoon, they say Come fly with me Let's fly, let's fly away Once I get you up there, Where the air is rarefied We'll just glide Starry eyed Once I get you up there I'll be holding you so near You may hear all the angels cheer Just because we're together Weather wise it's such a lovely day You just say the words, and I'll beat the birds Down to Acapulco bay It's perfect, for a flying honeymoon, they say Come fly with me Let's fly, let's fly away Pack up let's fly away",,
211,,,
212,,,
213,"I close both locks below the window I close both blinds and turn away Sometimes solutions aren't so simple Sometimes goodbye's the only way, oh And the sun will set for you The sun will set for you And the shadow of the day Will embrace the world in gray And the sun will set for you In cards and flowers on your window Your friends all plead for you to stay Sometimes beginnings aren't so simple Sometimes goodbye's the only way, oh And the sun will set for you The sun will set for you And the shadow of the day Will embrace the world in gray And the sun will set for you And the shadow of the day Will embrace the world in gray And the sun will set for you And the shadow of the day Will embrace the world in gray And the sun will set for you",,
214,,,
215,,,
216,,,
217,"Where do I begin? To tell the story of how great a love can be The sweet love story that is older than the sea The simple truth about the love he brings to me Where do I start? Where do I begin? To tell the story of how great a love can be The sweet love story that is older than the sea The simple truth about the love he brings to me Where do I start? Like a summer rain That cools the pavement with a patent leather shine He came into my life and made the living fine And gave a meaning to this empty world of mine He fills my heart He fills my heart with very special things With angels' songs, with wild imaginings He fills my soul with so much love That anywhere I go, I'm never lonely With him along, who could be lonely? I reach for his hand, it's always there How long does it last? Can love be measured by the hours in a day? I have no answers now but this much I can say I'm going to need him 'til the stars all burn away And he'll be there He fills my heart with very special things With angels' songs, with wild imaginings He fills my soul with so much love That anywhere I go, I'm never lonely With him along, who could be lonely? I reach for his hand, it's always there How long does it last? Can love be measured by the hours in a day? I have no answers now but this much I can say I'm going to need him 'til the stars all burn away And he'll be there",,
218,,,
219,"Look in my eyes, what do you see? The cult of personality I know your anger, I know your dreams I've been everything you want to be I'm the cult of personality Like Mussolini and Kennedy I'm the cult of personality The cult of personality The cult of personality Neon lights, a Nobel Prize Then a mirror speaks, the reflection lies You don't have to follow me Only you can set me free I sell the things you need to be I'm the smiling face on your T.V. I'm the cult of personality I exploit you still you love me I tell you one and one makes three I'm the cult of personality Like Joseph Stalin and Gandhi I'm the cult of personality The cult of personality The cult of personality Neon lights a Nobel Prize A leader speaks, that leader dies You don't have to follow me Only you can set you free You gave me fortune You gave me fame You gave me power in your own god's name I'm every person you need to be Oh, I'm the cult of personality I'm the cult of, I'm the cult of, I'm the cult of, I'm the cult of I'm the cult of, I'm the cult of, I'm the cult of, I'm the cult of personality",,
220,"Heaven bend to take my hand and lead me through the fire Be the long awaited answer to a long and painful fight Truth be told I tried my best But somewhere long the way, I got caught up in all there was to offer But the cost was so much more than I could bear Though I've tried, I've fallen I have sunk so low I messed up Better I should know So don't come 'round here and Tell me I told you so We all begin with good intent When love was raw and young We believe that we can change ourselves The past can be undone But we carry on our back the burdens time always  reveals In the lonely light of morning In the wound that would not heal It's the bitter taste of losing everything I've held so dear Though I've tried, I've fallen I have sunk so low I messed up Better I should know So don't come 'round here and Tell me I told you so Ohh Heaven bend to take my hand I've nowhere left to turn I'm lost to those I thought were friends To everyone I know Oh they turn their heads, embarrassed Pretend that they don't see That it's one miss step, one slip, before you know it And there doesn't seem a way to be redeemed Though I've tried, I've fallen I have sunk so low I messed up Better I should know So don't come 'round here and Tell me I told you so",,
221,,,
222,"Did they tell you, you should grow up When you wanted to dream. Did they warn you, better shape up If you want to succeed I don't know about you, who are they talking to? They aren't talking to me. I'm higher than high Lower than deep, I'm doing it wrong And singing along Go higher than high, lower than deep Keep doing it wrong and singing along Did I ask you for attention When affection is what I need Thinking sorrow is perfection, I'd wallow 'til you told me There's no glitter in the gutter, There's no twilight galaxy. Go higher than high, oh Lower than deep, oh Keep doing it wrong, oh Singing along, oh I'm higher than high, oh Lower than deep, oh Doing it wrong, oh And singing along, oh I'm alright, c'mon baby I've seen all the demons that you've got. If you're not alright, now c'mon baby I'll pick you up and take you where you want Anywhere you want Anywhere you want Anywhere you want Anything you want I'm higher than high, oh Lower than deep, oh Doing it wrong, oh And singing along, oh Higher than high, oh Lower than deep, oh Doing it wrong, oh Singing along, oh",,
223,,,
224,,,
225,All I want is nothing more To hear you knocking at my door 'Cause if I could see your face once more I could die as a happy man I'm sure When you said your last goodbye I died a little bit inside I lay in tears in bed all night Alone without you by my side But If you loved me Why did you leave me Take my body Take my body All I want is All I need is To find somebody I'll find somebody Ooh oh Ooh oh Ooh oh Ooh oh 'Cause you brought out the best of me A part of me I'd never seen You took my soul wiped it clean Our love was made for movie screens But If you loved me Why did you leave me Take my body Take my body All I want is All I need is To find somebody I'll find somebody Ooh oh Ooh oh Ooh oh Ooh oh Ooh ah Ooh oh,,
226,,,
227,,,
228,"It's been a happy day Try not to spoil it, now Please don't get hung up that way. Oh, he's not the boy for you And I think you know it, too Kiss him and don't start to cry. 'Cause you're having a pipe dream, an ordinary pipe dream (Now you see him flashing right before your eyes) You're having a sweet dream, a lifelong sweet dream. (I'm the one who loves you, can't you see?) Pi-i-ipe dream Pi-i-ipe dream Come back to reality. Now, in your mind there's always me That's the way it's gonna be Kiss and tell him good bye. I say you won't have to dream tonight Tomorrow may be clear and bright I think the pipe's going out. 'Cause you're having a pipe dream, an ordinary pipe dream  (Now you see him flashing right before your eyes) You're having a sweet dream, a lifelong sweet dream (I'm the one who loves you, can't you see it's me?) Pi-i-ipe dream Pi-i-ipe dream Come back to reality. Come back to reality.",,
229,,,
230,"What do you think of that?  I'm sleeping down at the laundromat,  If you should pass by,  Be sure to drop right in.  Well I don't have no clothes to clean,  To put inside the machine,  It was the craziest place,  I have ever been.  Come 'round and meet my friends,  They'll be there with me,  With me to the end,  With me to the end,  With me to the end.  They say I told you so,  Maybe bad times come and go,  If you don't know that right now,  But then you'll never know.  Well I don't have no clothes to clean,  To put inside the machine,  It's the craziest place,  I have ever been.  Come 'round and meet my friends  They'll be there with me,  With me to the end,  With me to the end,  With me to the end.  They say I told you so,  But baby bad times come and go,  If you don't know that right now,  But then you'll never know.  What do you think of that,  I'm on the street like an old stray cat,  If you should look for me,  You'd know exactly where to go.  Come 'round and meet my friends  They'll be there with me,  With me to the end,  With me to the end,  With me to the end.",,
231,,,
232,,,
233,,,
234,,,
235,,,
236,"You don't like them stepping on you You don't like they make fun of your name You don't like they tell you what to do When you just try to fit in And they're all laughing You're left there standing Don't know what to do When you feel hurt and afraid Don't show it bothers you Don't give yourself away Eyes keep closing And your mind's exploding And your anger's growing Can you stand up for yourself Don't be afraid Watch out for yourself Don't be afraid Close up your fist You are not afraid Don't know how it began Don't know who said it Don't know who you can trust Are they lying? It's hard when you pretend That they're not pointing Their fingers feel like someone's pushing you When you feel better afraid When you feel hurt and afraid Don't show it bothers you Don't give yourself away Eyes keep closing And your mind's exploding And your anger's growing Can you stand up for yourself Don't be afraid Watch out for yourself Don't be afraid Close up your fist You are not afraid Can you stand up for yourself Don't be afraid Watch out for yourself Don't be afraid Close up your fist You are not afraid Don't be afraid Don't be afraid Don't run, run, run Feel your eyes keep closing When you feel hurt and afraid Don't show it bothers you Don't give yourself away Eyes keep closing And your mind's exploding And your anger's growing Can you stand up for yourself Don't be afraid Watch out for yourself Don't be afraid Close up your fist You are not afraid Can you stand up for yourself Don't be afraid Watch out for yourself Don't be afraid Close up your fist You are not afraid Don't be afraid",,
237,"I just ran into a few someones today Someones that I never really knew And I used to think how I had them all so figured out But no, none of it's true 'cause I never knew you And now the truth of it is, is I want to be like you So hello, good friend, I want to be next to you For my head for my heart for its true So I'm burning the thoughts of the things that I once said Because you tore down the walls that the world that has put inside my head And I just get of sick of things that we think, we think we know And no, none of it's true 'cause I never knew you And now the truth of it is, is I want to be like you So hello, good friend, I want to be next to you For my head for my heart for its true So take me and save me and change me and then make me And embrace me and then brave my heart for you No, No, 'cause I can't go on without you And it's time for something never knowing, oh And no, none of it's true 'cause I never knew you And now the truth of it is, is I want to be like you So hello, good friend, I want to be next to you For my head for my heart for its true And as they as strolled along My heart broke out in song From all the things and the thoughts and assumptions that I had wrong See now I'll be on my way to make this claim I'll make it famous in every way I'll make it stay when I will save it No, none of it's true 'cause I never knew you And now the truth of it is, is I want to be like you So hello, good friend, I want to be next to you For my head for my heart for its true  For my head for my heart for its true For my head for my heart for its true",,
238,,,
239,,,
240,,,
241,,,
242,,,
243,,,
244,,,
245,"One life I'm gonna live it up I'm takin' I said I'll never get enough Stand tall I'm uh, young and kind of proud I'm on the top, but as long as the music's loud If you think I'll sit around as the world goes by You're thinkin' like a fool cause it's a case of do or die Out there is a fortune waiting to be had If you think I'll let you go you're mad You've got another thing comin' You've got another thing comin' That's right here's where the talking ends Well, listen, this night there'll be some action spent Drive hard callin' all the shots I got an ace card comin' down rocks If you think I'll sit around while you chip away my brain Listen I ain't foolin' and you'd better think again Out there is a fortune waiting to be had If you think I'll let it go you're mad You've got another thing comin' You've got another thing comin' You've got another thing comin' In this world we're livin' in we have our share of sorrow Answer now and don't give in aim for a new tomorrow Act tough ain't room for second best Real strong got me some security Hey, I'm a big smash I'm goin' for infinity yeah! If you think I'll sit around as the world goes by You're thinkin' like a fool cause it's a case of do or die Out there is a fortune waiting to be had If you think I'll let you go you're mad You've got another thing comin' You've got another thing comin' You've got another thing comin' You've got another thing comin' You've got another thing ahh Comin' down! If you think I'll sit around while you chip away my brain Listen I ain't foolin' and you'd better think again Out there is a fortune waiting to be had If you think I'll let it go you're mad You've got another thing comin' You've got another thing comin' You've got another thing comin' You've got another thing comin' You've got another thing ahh Comin' down! You've got another thing comin' You've got another thing comin' You've got another thing comin' You've got another thing comin' You've got another thing comin' You've got another thing comin' You've got another thing comin' You've got another thing comin' You've got another thing comin'",,
246,,,
247,,,
248,,,
249,,,
250,"Here I come again now baby Like a dog in heat Tell it's me by the clamor now baby I like to tap the streets Now I've been smoking for so long  You know I'm here to stay Got you in a stranglehold baby  You best get out of the way The road I cruise is a bitch now baby  You know you can't turn me 'round And if a house gets in my way baby You know I'll burn it down You remember the night that you left me You put me in my place Got you in a stranglehold now baby You're gone, I crushed your face Yeah, sometimes you want to get higher  A sometimes you gotta start low Some people think they gonna die someday I got news you never got to go old Come on, come on up Come on, come on up Come on, come on up Come on, come on up Come on, come on baby Come on, come on, come on, come on up Come on, come on, come on, come on baby Come on, come on, come on  The road I cruise is a bitch now baby  You know you can't turn me 'round Yeah and if a house gets in my way You know I'll burn it down You remember the night that you left me You put me in my place I got you in a stranglehold now baby Last night I crushed your face",,
251,"She is my rock and my rolling thunder, I've been the spell she was under, I, I love that girl, She is my cigarettes and champagne, She's got me strong but I'm not running, I, I love that girl, I, I love that girl She is the days I can't get over, She is the nights that I call home, Endlessly, For you I'll always wait, Caught in the waves of hesitation, Lost in the sea of my own doubt, Endlessly, For you I'll always wait, For you I'll always wait She is the flames in the fire, she's raging, I've been the spark in the war she's waging, I, I love that girl, She came along and she spoke so sweetly, Changed everything, took my heart completely, I, I love that girl I, I love that girl She is the days I can't get over, She is the nights that I call home, Endlessly, For you I'll always wait, Caught in the waves of hesitation, Lost in the sea of my own doubt, Endlessly, For you I'll always wait In city bars and empty cars, It's 3am, I wonder where you are, And the crooked smiles, And the worn out miles between us, And I wonder where you are She is the days I can't get over, She is the nights that I call home, Endlessly, For you I'll always wait, Caught in the waves of hesitation, Lost in the sea of my own doubt, Endlessly, For you I'll always wait For you I'll always wait For you I'll always wait",,
252,,,
253,"With a purposeful grimace and a terrible sound He pulls the spitting high-tension wires down Helpless people on subway trains Scream, bug-eyed, as he looks in on them He picks up a bus and he throws it back down As he wades through the buildings toward the center of town Oh, no, they say he's got to go Go, go, Godzilla (yeah) Oh, no, there goes Tokyo Go, go, Godzilla (yeah) Oh, no, they say he's got to go Go, go, Godzilla (yeah) Oh, no, there goes Tokyo Go, go, Godzilla (yeah) Godzilla! 臨時ニュースを申し上げます 臨時ニュースを申し上げます ゴジラが銀座方面に向かっています 大至急避難してください 大至急避難してください Oh, no, they say he's got to go Go, go, Godzilla (yeah) Oh, no, there goes Tokyo Go, go, Godzilla (yeah) History shows again and again How nature points out the folly of man Godzilla! History shows again and again How nature points out the folly of man Godzilla! History shows again and again How nature points out the folly of man Godzilla! History shows again and again How nature points out the folly of man Godzilla!",,
254,,,
255,,,
256,,,
257,"Invoked in stone of epic proportion Was his temple of pillars, magnificent colossal Humbling all who entered its sacred halls Yet now fallen to decay and ruin Its past grandeur Obscured by the cruelties of time The priests of the temple Dead, all dead and fallen to dust Their undying whispers of despair Echo amongst sand strewn Broken paving stones Desolation, desolation, the end of days The glory of the gods Is put out like a reed torch in the water The roof of the house of Amun is fallen Even the gods must die Even the gods must die Even the gods must die Even the gods must die",,
258,,,
259,,,
260,"You're such an inspiration for the ways That I'll never ever choose to be Oh so many ways for me to show you How the savior has abandoned you Fuck your God Your Lord and your Christ He did this Took all you had and Left you this way Still you pray, you never stray Never taste of the fruit You never thought to question why It's not like you killed someone It's not like you drove a hateful spear into his side Praise the one who left you Broken down and paralyzed He did it all for you He did it all for you Oh so many many ways for me to show you How your dogma has abandoned you Pray to your Christ, to your god Never taste of the fruit Never stray, never break Never---choke on a lie Even though he's the one who did this to you You never thought to question why Not like you killed someone It's Not like you drove a spiteful spear into his side Talk to Jesus Christ As if he knows the reasons why He did it all for you Did it all for you He did it all for you..",,
261,"No one knows what it's like To be the bad man To be the sad man Behind blue eyes And no one knows what it's like To be hated To be faded to telling only lies But my dreams they aren't as empty As my conscience seems to be I have hours, only lonely My love is vengeance That's never free No one knows what its like To feel these feelings Like I do, and I blame you! No one bites back as hard On their anger None of my pain woe Can show through But my dreams they aren't as empty As my conscience seems to be I have hours, only lonely My love is vengeance That's never free No one knows what its like To be mistreated, to be defeated Behind blue eyes No one know how to say That they're sorry and don't worry I'm not telling lies But my dreams they aren't as empty As my conscience seems to be I have hours, only lonely My love is vengeance That's never free No one knows what its like To be the bad man, to be the sad man Behind blue eyes In the clouds All the graves I'll stay if you Go away Concrete Tall as the sky Movement passi'n me by When you blush What a rush Reminisce Cold crush Next door ear to the wall All the tension on me for the call I wish I wish I wish it was all that easy I wish I wish I wish it was all that easy",,
262,,,
263,,,
264,"If I leave here tomorrow Would you still remember me? For I must be traveling on, now Cause there's too many places I've got to see But, if I stayed here with you, girl Things just couldn't be the same Cause I'm as free as a bird now And this bird you can not change Oh, oh, oh, oh, oh And this bird you can not change And this bird you can not change Lord knows, I can't change Bye, bye, baby, it's been a sweet love Though this feeling I can't change But please don't take it so badly Cause Lord knows I'm to blame But, if I stayed here with you, girl Things just couldn't be the same Cause I'm as free as a bird now And this bird you'll never change Oh, oh, oh, oh, oh And this bird you can not change And this bird you can not change Lord knows, I can't change Lord help me, I can't change Lord, I can't change Won't you fly high, free bird, yeah",,
265,,,
266,,,
267,,,
268,"Far beyond the road Between your house and home There is a churning storm Of hailing burning bones Tiny baby cries Little, tiny pawn In the profit gain Tiny baby grows Mother, who's your man Is he doing what he can To make a proper home, home By overturning other stones, stones Father, mighty man Loves his little boys, boys Shows them how to kill To save his precious stones, stones Far beyond the wheel Spin your life around By driving flesh and blood Deep into the ground, ground Far beyond the wheel Steers life around By driving flesh and blood, blood Deep into the ground, ground",,
269,"This is the film, close to the third act and the misery It's not rain, you rapist werewolves It's God pissing down on you We'll die alone Cause I'll break off my own arms Sharpen my bones Stab you once for each time I thought of you Trying to take something You'll never be good enough to even look upon It's better to push something away that's slipping Than to risk being dragged down If you want to hit bottom Don't bother to try taking me with you I won't answer if you call Two heartbeats ended in hell Trying to break your fall This isn't a mob, won't need to change the names Everyone around you Has murdered someone, something sacred Isn't one nail without dirt under it Isn't any white cotton panties that aren't soaked and stained red It's better to push something away that's slipping Than to risk being dragged down If you want to hit bottom Don't bother to try taking me with you I won't answer if you call Two heartbeats ended in hell Trying to break your fall Into the fire Into the fire Into the fire Into the fire Fire, oh Into the fire Fire, oh Into the fire Fire, oh Into the fire Fire, oh",,
270,,,
271,"And it starts Sometime around midnight Or at least that's when You lose yourself For a minute or two As you stand Under the bar lights And the band plays some song About forgetting yourself for a while And the piano's this melancholy sound check To her smile And that white dress she's wearing You haven't seen her For a while But you know That she's watching She's laughing, she's turning She's holding her tonic like a crux The room suddenly spinning She walks up and asks how you are So you can smell her perfume You can see her lying naked in your arms And so there's a change In your emotions And all of these memories come rushing Like feral waves to your mind Of the curl of your bodies Like two perfect circles entwined And you feel hopeless, and homeless And lost in the haze Of the wine And she leaves With someone you don't know But she makes sure you saw her She looks right at you and bolts As she walks out the door Your blood boiling Your stomach in ropes And when your friends say what is it You look like you've seen a ghost And you walk Under the streetlights And you're too drunk to notice That everyone is staring at you And you so care what you look like The world is falling Around you You just have to see her You just have to see her You just have to see her You just have to see her You just have to see her And you know that she'll break you in two",,
272,,,
