,0,1,2,3,4
337,"I come home in the morning light My mother says when you gonna live your life right Oh mother dear we're not the fortunate ones And girls they wanna have fun Oh girls just want to have fun The phone rings in the middle of the night My father yells what you gonna do with your life Oh daddy dear you know you're still number one But girls they wanna have fun Oh girls just want to have That's all they really want Some fun When the working day is done Oh girls, they wanna have fun Oh girls just wantna have fun (girls and boys wanna have fun, girls wanna have) Some boys take a beautiful girl And hide her away from the rest of the world I want to be the one to walk in the sun Oh girls they wanna have fun Oh girls just wanna have That's all they really want Some fun When the working day is done Oh girls, they wanna have fun Oh girls just want to have fun (girls and boys wanna have fun, girls wanna have) They just wanna, they just wanna They just wanna, they just wanna, oh girl Girls they wanna have fun They just wanna, they just wanna They just wanna, they just wanna, girls They just wanna, they just wanna, oh girls Girls just want to have fun When the working When the working day is done Oh when the working day is done oh girl Girls, they wanna have fun They just wanna, they just wanna They just wanna, they just wanna, oh girls Girls just want to have fun When the working When the working day is done Oh when the working day is done oh girl Girls, they wanna have fun","She calls out to the man on the street 'Sir, can you help me? It's cold and I've nowhere to sleep, Is there somewhere you can tell me?' He walks on, doesn't look back He pretends he can't hear her Starts to whistle as he crosses the street Seems embarrassed to be there Oh think twice, it's another day for you and me in paradise Oh think twice, 'cause it's just another day for you, You and me in paradise, think about it She calls out to the man on the street He can see she's been crying She's got blisters on the soles of her feet She can't walk but she's trying Oh think twice, 'cause it's another day for you and me in paradise Oh think twice, it's just another day for you, You and me in paradise, think about it Oh Lord, is there nothing more anybody can do Oh Lord, there must be something you can say You can tell from the lines on her face You can see that she's been there Probably been moved on from every place Cause she didn't fit in there Oh think twice, 'cause another day for you and me in paradise Oh think twice, it's just another day for you, You and me in paradise, just think about it, think about it It's just another day for you and me in paradise It's just another day for you and me in paradise, paradise It's just another day for you and me in paradise It's just another day for you and me in paradise, paradise It's just another day for you and me It's just another day for you and me It's just another day for you and me in paradise In paradise","Every breath you take Every move you make Every bond you break Every step you take I'll be watching you Every single day Every word you say Every game you play Every night you stay I'll be watching you Oh can't you see You belong to me My poor heart aches With every step you take Every move you make Every vow you break Every smile you fake Every claim you stake I'll be watching you Since you've gone I been lost without a trace I dream at night I can only see your face I look around but it's you I can't replace I feel so cold and I long for your embrace I keep crying baby, baby, please Oh can't you see You belong to me My poor heart aches With every step you take Every move you make Every vow you break Every smile you fake Every claim you stake I'll be watching you Every move you make Every step you take I'll be watching you I'll be watching you  (Every breath you take, every move you make, every bond you break, every step you take) I'll be watching you (Every single day, every word you say, every game you play, every night you stay) I'll be watching you (Every move you make, every vow you break, every smile you fake, every claim you stake) I'll be watching you (Every single day, every word you say, every game you play, every night you stay) I'll be watching you (Every breath you take, every move you make,  every bond you break, every step you take) I'll be watching you (Every single day, every word you say, every game you play, every night you stay) I'll be watching you",,
338,"Every breath you take Every move you make Every bond you break Every step you take I'll be watching you Every single day Every word you say Every game you play Every night you stay I'll be watching you Oh can't you see You belong to me My poor heart aches With every step you take Every move you make Every vow you break Every smile you fake Every claim you stake I'll be watching you Since you've gone I been lost without a trace I dream at night I can only see your face I look around but it's you I can't replace I feel so cold and I long for your embrace I keep crying baby, baby, please Oh can't you see You belong to me My poor heart aches With every step you take Every move you make Every vow you break Every smile you fake Every claim you stake I'll be watching you Every move you make Every step you take I'll be watching you I'll be watching you  (Every breath you take, every move you make, every bond you break, every step you take) I'll be watching you (Every single day, every word you say, every game you play, every night you stay) I'll be watching you (Every move you make, every vow you break, every smile you fake, every claim you stake) I'll be watching you (Every single day, every word you say, every game you play, every night you stay) I'll be watching you (Every breath you take, every move you make,  every bond you break, every step you take) I'll be watching you (Every single day, every word you say, every game you play, every night you stay) I'll be watching you",,,,
339,,"Once upon a time not so long ago Tommy used to work on the docks, union's been on strike He's down on his luck, it's tough, so tough Gina works the diner all day working for her man She brings home her pay, for love, for love She says, we've got to hold on to what we've got It doesn't make a difference if we make it or not We've got each other and that's a lot for love We'll give it a shot Woah, we're half way there Woah, livin' on a prayer Take my hand, we'll make it I swear Woah, livin' on a prayer Tommy's got his six-string in hock Now he's holding in what he used to make it talk So tough, it's tough Gina dreams of running away When she cries in the night, Tommy whispers Baby, it's okay, someday We've got to hold on to what we've got It doesn't make a difference if we make it or not We've got each other and that's a lot for love We'll give it a shot Woah, we're half way there Woah, livin' on a prayer Take my hand, we'll make it I swear Woah, livin' on a prayer Livin' on a prayer Oh, we've got to hold on, ready or not You live for the fight when it's all that you've got Woah, we're half way there Woah, livin' on a prayer Take my hand, we'll make it I swear Woah, livin' on a prayer Woah, we're half way there Woah, livin' on a prayer Take my hand, we'll make it I swear Woah, livin' on a prayer Woah, we're half way there Woah, livin' on a prayer Take my hand, we'll make it I swear Woah, livin' on a prayer","Let's dance Put on your red shoes and dance the blues Let's dance To the song they're playin' on the radio Let's sway While color lights up your face Let's sway Sway through the crowd to an empty space If you say run I'll run with you And if you say hide We'll hide Because my love for you Would break my heart in two If you should fall into my arms And tremble like a flower Let's dance Let's dance For fear your grace should fall Let's dance For fear tonight is all Let's sway You could look into my eyes Let's sway Under the moonlight, this serious moonlight And if you say run I'll run with you And if you say hide We'll hide Because my love for you Would break my heart in two If you should fall into my arms And tremble like a flower Let's dance Put on your red shoes and dance the blues Let's sway Under the moonlight, this serious moonlight Let's dance Let's dance Let's dance, dance, dance",,
340,,,,,
341,"You won't get much closer Till you sacrifice it all (all) You won't get to taste it With your face against the wall (wall wall) Get up and commit Show the power trapped within (in in) Do just what you want to And now stand up and begin Ooo 1, 2, 3, 4 fire's in your eyes And this chaos, it defies imagination Ooo 5, 6, 7, minus 9 lives You've arrived at panic station Doubts will try to break you Unleash your heart and soul Trouble will surround you Start taking some control Stand up and deliver Your wildest fantasy Do what the fuck you want to There's no one to appease Ooo 1, 2, 3, 4 fire's in your eyes And this chaos, it defies imagination Ooo 5, 6, 7, minus 9 lives You've arrived at panic station Ooo 1, 2, 3, 4 fire's in your eyes And this chaos, it defies imagination Ooo 5, 6, 7, minus 9 lives And I know that you will fight for the duration Ooo 1, 2, 3, 4 fire's in your eyes And I know I'm not resisting the temptations Ooo 5, 6, 7, minus 9 lives You've arrived at Panic Station",,,,
342,,,,,
343,"Let's dance Put on your red shoes and dance the blues Let's dance To the song they're playin' on the radio Let's sway While color lights up your face Let's sway Sway through the crowd to an empty space If you say run I'll run with you And if you say hide We'll hide Because my love for you Would break my heart in two If you should fall into my arms And tremble like a flower Let's dance Let's dance For fear your grace should fall Let's dance For fear tonight is all Let's sway You could look into my eyes Let's sway Under the moonlight, this serious moonlight And if you say run I'll run with you And if you say hide We'll hide Because my love for you Would break my heart in two If you should fall into my arms And tremble like a flower Let's dance Put on your red shoes and dance the blues Let's sway Under the moonlight, this serious moonlight Let's dance Let's dance Let's dance, dance, dance","The power of love is a curious thing Make a one man weep, make another man sing Change a hawk to a little white dove More than a feeling that's the power of love Tougher than diamonds, rich like cream Stronger and harder than a bad girl's dream Make a bad one good make a wrong one right Power of love that keeps you home at night You don't need money, don't take fame Don't need no credit card to ride this train It's strong and it's sudden and it's cruel sometimes But it might just save your life That's the power of love That's the power of love First time you feel it, it might make you sad Next time you feel it it might make you mad But you'll be glad baby when you've found That's the power makes the world go'round And it don't take money, don't take fame Don't need no credit card to ride this train It's strong and it's sudden it can be cruel sometimes But it might just save your life They say that all in love is fair Yeah, but you don't care But you know what to do When it gets hold of you And with a little help from above You feel the power of love You feel the power of love Can you feel it? Hmmm It don't take money and it don't take fame Don't need no credit card to ride this train Tougher than diamonds and stronger than steel You won't feel nothin' till you feel You feel the power, just the power of love That's the power, that's the power of love You feel the power of love You feel the power of love Feel the power of love",,,
344,"Says he wants you He says he needs you It's real talking  Why not make him wait for you If he really wants you If he really needs you Really got to have you Take your time and feel him out When it's a good boy I mean a really really good boy Why not let him lay with you That's when you give it to him good Dip it low, pick it up slow Roll it all around, poke it out like your back broke Pop pop pop that thing I'ma show you how to make your man say ""Ooh""  Dip it low, pick it up slow Roll it all around, poke it out like your back broke Pop pop pop that thing I'ma show you how to make your man say ""Ooh""  You getting bold He growin' cold It's just the symptoms of young love Growin' old You think it's time And your thinking of leaving But give it time It's late at night He's coming home Meet him at the door with nothin' on Take him by the hair Let him know what's on If you understand me Y'all come on All my ladies wind it up If you know just how to move (move) All my fellas jump behind And show her what you want to do (show her what you got daddy) All my ladies wind it up  If you know just how to move  All my fellas jump behind  And show her what you want to do (oh, whoa oh) Dip it low, pick it up slow Roll it all around, poke it out like your back broke Pop pop pop that thing I'ma show you how to make your man say ""Ooh""  Dip it low, pick it up slow Roll it all around, poke it out like your back broke Pop pop pop that thing I'ma show you how to make your man say ""Ooh""  We can move If you want to We can move  Dip it low, pick it up slow Roll it all around, poke it out like your back broke Pop pop pop that thing I'ma show you how to make your man say ""Ooh""  Dip it low, pick it up slow Roll it all around, poke it out like your back broke Pop pop pop that thing I'ma show you how to make your man say ""Ooh""  Dip it low, pick it up slow Roll it all around, poke it out like your back broke Pop pop pop that thing I'ma show you how to make your man say ""Ooh""  Dip it low, pick it up slow Roll it all around, poke it out like your back broke Pop pop pop that thing I'ma show you how to make your man say ""Ooh"" ",,,,
345,,,,,
346,,,,,
347,,,,,
348,,,,,
349,We were in love before But now it's so much more Cause when I kiss your lips I can't explain What I feel in my heart for you I don't know what I'd do Baby if I lost you Cause I've been without you and I know how it feels And I can't be alone anymore I know its more than love Baby I can feel it When I'm close to you I know its more than love baby do you Maybe my words can't explain Why I'm feeling this way,,,,
350,"Saying I love you  Is not the words I want to hear from you  It's not that I want you  Not to say, but if you only knew  How easy it would be to show me how you feel  More than words is all you have to do to make it real  Then you wouldn't have to say that you love me  'Cause I'd already know  What would you do if my heart was torn in two  More than words to show you feel  That your love for me is real  What would you say if I took those words away  Then you couldn't make things new  Just by saying I love you  More than words  La di da, da di da, di dai dai da Now I've tried to talk to you and make you understand  All you have to do is close your eyes  And just reach out your hands and touch me  Hold me close don't ever let me go  More than words is all I ever needed you to show  Then you wouldn't have to say that you love me  'Cause I'd already know  What would you do if my heart was torn in two  More than words to show you feel  That your love for me is real  What would you say if I took those words away  Then you couldn't make things new  Just by saying I love you  La di da, da di da, di dai dai da More than words La di da, da di da, di dai dai da More than words La di da, da di da La di da, da di da, more than words La di da, da di da, di dai dai da La di da, da di da, more than words (oh uh uh uh) More than words",,,,
351,,,,,
352,,,,,
353,"I've been running through this town, I've been combing every street. I've been searching for the reason within reasons, Been searching for the higher ground in me. And I've been trying to surrender, To trust in every word. All my days of misery, Someone could have taken them from me. I've been searching for myself, For oh so many times. I've been searching for the answer within answers, But no one seems to know what's on my mind. Craving for her love, Aching for her touch, All my days of misery, someone could have taken them from me. So tell me where you are, Tell me how you feel. Tell me what you need, Just tell me how you feel. And let it all just rain on me, Let it all just rain on me, Let it all just rain on me= Rain down on me. If only for a day, Oh if only for one night, I could tell you this is everything that i have ever lived for, But I'd be giving it all away. So look into these eyes, And tell me how you feel. All my days of misery, someone could have taken them from me. So tell me where you are, Tell me how you feel. Tell me what you need, Just tell me how you feel. And let it all just rain on me, Let it all just rain on me, Let it all just rain on me Rain down on me.",,,,
354,"I need an ambulance. I took, I took the worst of the blow. Send me a redeemer. Let me know if I'm gonna be alright. Am I gonna be alright? 'Cause I know how it usually goes. I know how it usually goes. I know how it usually goes. I built a monument For the love we used to know. But that is far removed, And you say that I'm gonna be okay. And yeah, I'm gonna be okay. But it doesn't seem that way. No love, not today. 'Cause I was told to get out Told to leave Told I have my things in the parking lot. No no no no no no no no no no no no baby Yeah, just send me that ambulance Oh, just send me that ambulance. Whoa, oh, ohohoh, no oh Whoa, oh, ohohoh, no oh Thought you were made for me And we shared our history And in time you'll tear your eyes far away. Like a rubbernecker's gaze Is it really safe to say That we're just made that way, Made to brave the pain? 'Cause I was told to get out Told to leave Told I have my things in the parking lot. No no no no no no no no no no no no baby Yeah, just send me that ambulance Oh, yeah, just send me that ambulance. Whoa, oh, ohohoh, no oh Whoa, oh, ohohoh, no oh I need an ambulance. I took, I took the worst of the blow. Send me a redeemer. Let me know if I'm gonna be alright. Am I gonna be alright? 'Cause I know how it usually goes. I know how it usually goes.",,,,
355,"oh ah, oh ah, oh ah yeah, (Creep) oh ah, oh ah, oh ah yeah, oh ah, oh ah, oh ah yeah, (Creep) oh ah, oh ah, oh ah yeah, The twenty second of loneliness And we've been through so many things I love my man with all honesty, But I know he's cheating on me Look him in the eyes, But all he tells me is lies to keep me near I'll never leave him down though I might mess around It's only 'cause I need some affection, oh So I creep, yeah, just creepin' on, On the down low, 'cept nobody is supposed to know So I creep yeah, 'cause he doesn't know what I do And no attention goes to show oh So I creep The twenty third of loneliness And we don't talk, like we used to do Now this is pretty strange, But I'm not buggin' 'cause I still feel the same I Keep giving loving till the day he pushes me away Never go a stray If he knew the things I did, he couldn't handle me And I choose to keep him protected, oh So I creep, yeah, just creepin' on, But I'll know 'cept nobody is supposed to know So I creep, yeah, 'cause he doesn't know what I do, And no attention goes to show oh So I creep, yeah, just creepin' on, But I'll know 'cept nobody is supposed to know So I creep, yeah, 'cause he doesn't know what I do, And no attention goes to show So I creep, oh ah, oh ah, oh ah yeah So I creep, oh ah, oh ah, oh ah yeah So I creep, oh ah, oh ah, oh ah yeah Baby, oh ah, oh ah, oh ah yeah So I creep, yeah, just creepin' on, But I'll know So I creep, yeah, 'cause he doesn't know what I do, And no attention goes to show So I creep, yeah, just creepin' on, But I'll know So I creep, yeah, 'cause he doesn't know what I do, So I creep, 'cept nobody is supposed to know",,,,
356,"See the stone set in your eyes See the thorn twist in your side I'll wait for you Sleight of hand and twist of fate On a bed of nails she makes me wait And I wait, without you With or without you With or without you Through the storm we reach the shore You give it all but I want more And I'm waiting for you With or without you With or without you I can't live With or without you And you give yourself away And you give yourself away And you give And you give And you give yourself away My hands are tied My body bruised, she's got me with Nothing to win and Nothing left to lose And you give yourself away And you give yourself away And you give And you give And you give yourself away With or without you With or without you I can't live With or without you Oh With or without you With or without you I can't live With or without you With or without you",,,,
357,,,,,
358,,,,,
359,,,,,
360,"Dirty South Can y'all really feel me (feel this) East Coast, feel me (feel this) West Coast, feel me (say what) Dirty South (here we go) Can y'all really feel me (baby girl) East Coast, feel me West Coast, feel me (can you feel this) Dirty South (dirty, dirty) Can y'all really feel me (feel this) East Coast, feel me (say what) West Coast, feel me (aha what) Dirty South (let is dirty, dirty) Can y'all really feel me  East Coast, feel me  West Coast, feel me  Boy, I've been watching you like the hawk in the sky That fly and you were my prey (my prey) Boy, I promise you if we keep bumpin' heads I know that one of these days (days) We gon' hook it up while we talk on the phone But see, I don't know if that's good I've been holdin' back this secret from you I probably shouldn't tell it, but If I, if I let you know You can't tell nobody I'm talkin' 'bout nobody Are you responsible? Boy I gotta watch my back 'Cause I'm not just anybody Is it my go? Is it your go? Sometimes I'm goody-goody Right now naughty-naughty Say yes or say no 'Cause I really need somebody Tell me are you that somebody? Boy, won't you pick me up at the park right now Up the block, while everyone's sleep (sleep, sleep) I'll be waiting there with my trench, my locs, my hat Just so I'm low key If you tell the world (don't speak, you know that would be weak) Oh boy, see I'm trusting you with my heart, my soul I probably shouldn't let you but if I If I, if I let you know You can't tell nobody I'm talkin' 'bout nobody I hope you're responsible Boy I gotta watch my back 'Cause I'm not just anybody Is it my go? Is it your go? Sometimes I'm goody-goody Right now naughty-naughty Say yes or say no 'Cause I really need somebody Tell me are you that somebody? Baby girl, I'm the man from the big VA Won't you come play round my way And listen to what I gotta say Timbaland, don't you know I am the man Rock shows here to Japan Have people shaking-shaking my hand Baby girl, better known as Aaliyah Give me goosebumps and high fevers Make the playa haters believe us Don't you know Gotta tell somebody, 'cause 'Cause I really need somebody Tell me you're that somebody If I let this go You can't tell nobody I'm talkin' 'bout nobody Are you responsible? Boy I gotta watch my back 'Cause I'm not just anybody Is it my go? Is it your go? Sometimes I'm goody-goody Right now naughty-naughty Say yes or say no 'Cause I really need somebody Tell me are you that somebody? You can't tell nobody I'm talkin' 'bout nobody I hope you're responsible Boy I gotta watch my back 'Cause I'm not just anybody Is it my go? Is it your go? Sometimes I'm goody-goody Right now naughty-naughty Say yes or say no 'Cause I really need somebody Tell me are you that somebody? Is it my go, is it your go Sometimes I'm goody-goody Right now I'm bout naughty naughty 'Cause I really need somebody Tell me are you that somebody You can't tell nobody I'm talkin' 'bout nobody Boy I gotta watch my back 'Cause I'm not just anybody",,,,
361,"I looked out this morning and the sun was gone Turned on some music to start my day I lost myself in a familiar song I closed my eyes and I slipped away It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) And I begin dreaming (more than a feeling) Till I see Marianne walk away I see my Marianne walkin' away So many people have come and gone Their faces fade as the years go by Yet I still recall as I wander on As clear as the sun in the summer sky It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) And I begin dreaming (more than a feeling) Till I see Marianne walk away I see my Marianne walkin' away When I'm tired and thinking cold I hide in my music, forget the day And dream of a girl I used to know I closed my eyes and she slipped away She slipped away It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) And I begin dreaming (more than a feeling) Till I see Marianne walk away","I can feel it coming in the air tonight, oh Lord And I've been waiting for this moment for all my life, oh Lord Can you feel it coming in the air tonight, oh Lord, oh Lord Well if you told me you were drowning, I would not lend a hand I've seen your face before my friend, but I don't know if you know who I am Well I was there and I saw what you did, I saw it with my own two eyes So you can wipe off that grin, I know where you've been It's all been a pack of lies And I can feel it coming in the air tonight, oh Lord Well I've been waiting for this moment for all my life, oh Lord I can feel it coming in the air tonight, oh Lord Well I've been waiting for this moment for all my life, oh Lord, oh Lord Well I remember, I remember, don't worry, how could I ever forget It's the first time, the last time we ever met But I know the reason why you keep your silence up, oh no you don't fool me Well the hurt doesn't show, but the pain still grows It's no stranger to you and me I can feel it coming in the air tonight, oh Lord Well been waiting for this moment for all my life, oh Lord I can feel it in the air tonight, oh Lord, oh Lord Well I've been waiting for this moment for all my life, oh Lord I can feel it coming in the air tonight, oh Lord And I've been waiting for this moment for all my life, oh Lord I can feel it in the air tonight, oh Lord, oh Lord, oh Lord Well I've been waiting for this moment for all my life, oh Lord, oh Lord I can feel it in the air tonight, oh Lord, oh Lord, oh Lord, oh Lord Well I've been waiting for this moment for all my life, oh Lord, oh Lord, oh Lord","When life is too much, roll with it, baby Don't stop and lose your touch, oh no, baby Hard times knocking on your door I'll tell them you ain't there no more Get on through it, roll with it, baby Luck'll come and then slip away You've gotta move, bring it back to stay You just roll with it, baby Come on and just roll with it, baby You and me, roll with it, baby Hang on and just roll with it, baby, hey The way that you love is good as money I swear by stars above, sweet as honey People think you're down and out You show them what it's all about You can make it, roll with it, baby When this world turns its back on you Hang in and do that sweet thing you do You just roll with it, baby, yeah hey You just roll with it, baby Come on and just roll with it, baby You and me, just roll with it, baby Roll with it, baby, yeh ha You just roll with it, baby You and me, just roll with it, baby Hang on, just roll with it, baby, hey Now there'll be a day you'll get there, baby You'll hear the music play, you'll dance, baby You'll leave bad times way behind Nothing but good times on your mind You can do it, roll with it, baby Then you'll see life will be so nice It's just a step up to paradise You just roll with it, baby, yeah ha You just roll with it, baby You and me, just roll with it, baby Come on and just roll with it, baby, hey hey c'mon Roll with me, baby Hey now baby Roll, roll, roll with me baby, roll Hey, c'mon and roll Come roll with me baby Come and roll Hang on and just roll, hey and roll",,
362,"This vacation's useless These white pills aren't kind I've given a lot of thought on this 13-hour drive I miss the grinding concrete where we sat past 8 or 9 And slowly finished laughing in the glow of our headlights I've given a lot of thought to the nights we use to have The days have come and gone Our lives went by so fast I faintly remember breathing on your bedroom floor Where I laid and told you, but you sweared you loved me more Do you care if I don't know what to say Will you sleep tonight or will you think of me Will I shake this off pretend its all okay That there's someone out there who feels just like me There is Those notes you wrote me I've kept them all I've given a lot of thought of how to write you back this fall With every single letter in every single word There will be a hidden message about a boy that Loves a girl Do you care if I don't know what to say Will you sleep tonight or will you think of me Will I shake this off, pretend its all okay That there's someone out there who feels just like me There is Do you care if I don't know what to say? Will you sleep tonight or will you think of me Will I shake this off, pretend its all okay That there's someone out there who feels just like me Do you care if I don't know what to say? Will you sleep tonight or will you think of me Will I shake this off, pretend its all okay That there's someone out there who feels just like me There is...",,,,
363,,,,,
364,,,,,
365,"Uh huh, uh huh Yeah, Rihanna Uh huh, uh huh  Good girl gone bad Uh huh, uh huh  Take three, action Uh huh, uh huh, ho No clouds in my stones Let it rain; I hydroplane into fame Comin' down at the Dow Jones When the clouds come, we gone We Rocafella We fly higher than weather In G5's or better You know me In anticipation for precipitation stack chips for the rainy day Rain man is back with little Ms. Sunshine Rihanna, where you at? You have my heart, and we'll never be worlds apart Maybe in magazines, but you'll still be my star Baby, 'cause in the dark You can't see shiny cars And that's when you need me there With you I'll always share Because When the sun shines, we shine together Told you I'll be here forever Said I'll always be your friend Took an oath that I'm a stick it out till the end Now that it's raining more than ever Know that we still have each other You can stand under my umbrella You can stand under my umbrella, ella, ella, eh, eh, eh Under my umbrella, ella, ella, eh, eh, eh Under my umbrella, ella, ella, eh, eh, eh Under my umbrella, ella, ella, eh, eh, eh, eh, eh, eh These fancy things will never come in between You're part of my entity, here for infinity When the world has took its part When the world has dealt its cards If the hand is hard, together we'll mend your heart Because You can run into my arms It's okay, don't be alarmed (Come into me) (There's no distance in between our love) So I'm gonna let the rain pour I'll be all you need and more Because It's raining, raining Ooh, baby, it's raining, raining Baby, come into me Come into me It's raining, raining Ooh, baby, it's raining, raining You can always come into me Come into me It's pouring rain It's pouring rain Come into me Come into me It's pouring rain It's pouring rain",,,,
366,"You were working as a waitress in a cocktail bar when I met you. I picked you out, I shook you up  And turned you around, turned you into someone new. Now five years later on you've got the world at your feet. Success has been so easy for you. But don't forget it's me who put you where you are now, And I can put you back there too. Don't, don't you want me? You know I can't believe it  When I hear that you won't see me. Don't, don't you want me? You know I don't believe you  When you say that you don't need me. It's much to late to find  When you think you've changed your mind. You'd better change it back or we will both be sorry. Don't you want me, baby? Don't you want me, oh? Don't you want me, baby? Don't you want me, oh? I was working as a waitress in a cocktail bar, That much is true. But even then I knew I'd find a much better place Either with or without you. The five years we have had have been such good times, I still love you. But now I think it's time I live my life on my own. I guess it's just what I must do. Don't, don't you want me? You know I can't believe it  When I hear that you won't see me. Don't, don't you want me? You know I don't believe you  When you say that you don't need me. It's much to late to find  When you think you've changed your mind. You'd better change it back or we will both be sorry. Don't you want me, baby? Don't you want me, oh? Don't you want me, baby? Don't you want me, oh? Don't you want me, baby? Don't you want me, oh? Don't you want me, baby? Don't you want me, oh? Don't you want me, baby? Don't you want me, oh?",,,,
367,,,,,
368,"I was walking down a one way street Just a lookin' for someone to meet One woman who was looking for a man Now I'm hopin' (hopin') that the feeling is right And I'm wonderin' (wonderin') if you'll stay for the night So I'm coming (I don't want to be lonely baby please tell me) I want to love you all over Do you believe in love Do you believe it's true Do you believe in love And you're making me believe it too Now the feeling is beginning to grow And the meaning is something you only know If you believe it take my hand and I'll take your heart Come one Now I'm wonderin' (wonderin') where does true love begin I'm going under (under) so I'm lettin' you in My woman (I don't want to be lonely baby please tell me) I want to love you all over Do you believe in love? (Do you believe it's true) Do you believe that it's true? Oh, you're making me believe it too I'm so glad it's changed (But now I've got you and it's gonna last) Do you believe in love? I'm so glad! I'm so glad! Do you believe in love Oh you're making me believe it too Girl! Do you believe in love? Do you believe it's true? Do you believe in love? I believe in love too!",,,,
369,,,,,
370,,,,,
371,,,,,
372,,,,,
373,,,,,
374,,,,,
375,,,,,
376,,,,,
377,,,,,
378,He was working through college on my grandpa's farm I was thirsting for knowledge and he had a car I was caught somewhere between a woman and a child When one restless summer we found love growing wild On the banks of the river on a well beaten path It's funny how those memories they last Like strawberry wine and seventeen The hot July moon saw everything My first taste of love oh bittersweet Green on the vine Like strawberry wine I still  remember when thirty was old And my biggest fear was September when he had to go A few cards and letters and one long distance call We drifted away like the leaves in the fall But year after year I come back to this place Just to remember the taste Of strawberry wine and seventeen The hot July moon saw everything My first taste of love oh bittersweet Green on the vine Like strawberry wine The fields have grown over now Years since they've seen the plow There's nothing time hasn't touched Is it really him or the loss of my innocence I've been missing so much Like strawberry wine and seventeen The hot July moon saw everything My first taste of love oh bittersweet Green on the vine Like strawberry wine Strawberry wine Strawberry wine,,,,
379,"Flowers and wine is what I thought I would find When I came home from working tonight Well now here I stand, over this frying pan And you want a cold one again I bought these new heels, did my nails Had my hair done just right I thought this new dress was a sure bet For romance tonight Well it's perfectly clear, between the TV and beer I won't get so much as a kiss As I head for the door I turn around to be sure Did I shave my legs for this? Now when we first met you promised you'd get A house on a hill with a pool Well this trailer stays wet and were swimmin' in debt And you want me to go back to school I bought these new heels, did my nails Had my hair done just right I thought this new dress was a sure bet For romance tonight Well it's perfectly clear, between the TV and beer I won't get so much as a kiss As I head for the door I turn around to be sure Did I shave my legs for this? Darlin' did I shave my legs for this?",,,,
380,,,,,
381,"It was 1989, my thoughts were short my hair was long Caught somewhere between a boy and man She was seventeen and she was far from in-between It was summertime in Northern Michigan Ahh Ahh Ahh Ahh Ahh Ahh Splashing through the sand bar Talking by the campfire It's the simple things in life, like when and where We didn't have no internet But man I never will forget The way the moonlight shined upon her hair And we were trying different things We were smoking funny things Making love out by the lake to our favorite song Sipping whiskey out the bottle, not thinking 'bout tomorrow Singing Sweet home Alabama all summer long Singing Sweet home Alabama all summer long Catching Walleye from the dock Watching the waves roll off the rocks She'll forever hold a spot inside my soul We'd blister in the sun We couldn't wait for night to come To hit that sand and play some rock and roll While we were trying different things And we were smoking funny things Making love out by the lake to our favorite song Sipping whiskey out the bottle, not thinking 'bout tomorrow Singing Sweet Home Alabama all summer long Singing Sweet Home Alabama all summer long Now nothing seems as strange as when the leaves began to change Or how we thought those days would never end Sometimes I'll hear that song and I'll start to sing along And think man I'd love to see that girl again And we were trying different things We were smoking funny things Making love out by the lake to our favorite song Sipping whiskey out the bottle, not thinking 'bout tomorrow Singing Sweet home Alabama all summer long Singing Sweet home Alabama all summer long And we were trying different things We were smoking funny things Making love out by the lake to our favorite song Sipping whiskey out the bottle, not thinking 'bout tomorrow Singing Sweet home Alabama all summer long Singing Sweet home Alabama all summer long Singing Sweet Home Alabama all summer long Singing Sweet Home Alabama all summer long Singing Sweet Home Alabama all summer long Singing Sweet Home Alabama all summer long",,,,
382,"These quiet words, they carry me away Returning They keep coming back In idle thoughts and hollow cutaways Disarm me No will to attack Though the sorrow and fear they may depart you today I will fail you Of that I'm sure I will remind you of the pain forevermore And when my sins are just a memory Faith restored I will fail you To the core Lost in the shadow of an endless grace Relentless My reign is unbound In this abandon I will devastate Dismember 'Til agony’s found Though the sorrow and fear they may depart you today I will fail you Of that I'm sure I will remind you of the pain forevermore And when my sins are just a memory Faith restored I will fail you To the core I know they prey upon me I feel them just beyond my I will fail you Of that I'm sure I will remind you of the pain forevermore And when my sins are just a memory Faith restored I will fail you To the core I will fail you Of that I'm sure I will remind you of the pain forevermore And when my sins are just a memory Faith restored I will fail you To the core",,,,
