,0,1,2,3,4
662,"The seaweed is always greener In somebody else's lake You dream about going up there But that is a big mistake Just look at the world around you Right here on the ocean floor Such wonderful things surround you What more is you lookin' for? Under the sea Under the sea Darling it's better Down where it's wetter Take it from me Up on the shore they work all day Out in the sun they slave away While we devotin' Full time to floatin' Under the sea Down here all the fish is happy As off through the waves they roll The fish on the land ain't happy They sad 'cause they in their bowl But fish in the bowl is lucky They in for a worser fate One day when the boss get hungry Guess who's gon' be on the plate? Under the sea Under the sea Nobody beat us Fry us and eat us In fricassee We what the land folks loves to cook Under the sea we off the hook We got no troubles Life is the bubbles Under the sea (Under the sea) Under the sea (Under the sea) Since life is sweet here We got the beat here Naturally (Naturally) Even the sturgeon an' the ray They get the urge 'n' start to play We got the spirit You got to hear it Under the sea The newt play the flute The carp play the harp The plaice play the bass And they soundin' sharp The bass play the brass The chub play the tub The fluke is the duke of soul (Yeah) The ray he can play The lings on the strings The trout rockin' out The blackfish she sings The smelt and the sprat They know where it's at An' oh that blowfish blow Yeah, under the sea (Under the sea) Under the sea (Under the sea) When the sardine Begin the beguine It's music to me (It's music to me) What do they got? A lot of sand We got a hot crustacean band Each little clam here Know how to jam here Under the sea Each little slug here Cuttin' a rug here Under the sea Each little snail here Know how to wail here That's why it's hotter Under the water Ya we in luck here Down in the muck here Under the sea",,,,
663,,,,,
664,,,,,
665,"I don't practice Santeria, I ain't got no crystal ball I had a million dollars but I'd, I'd spend it all If I could find that Heina and that Sancho that she's found I'd pop a cap in Sancho and I'd slap her down All I really want to know I already know All I really want to say I can't define It's love that I need My soul will have to wait 'til I get back and find Heina of my own Daddy's gonna love one and all I feel the break, feel the break, feel the break and I got to live it out, oh yeah Well I swear that I, I really want to know, I really, what I really want to stay, I cant define That love make it go, my soul will have to What I really want to say, ah baby What I really want to say, is I've got mine And I'll make it, yes I'm going up Tell Sanchito that if he knows what is good for him He best go run and hide Daddy's got a new .45 And I won't think twice to stick that barrel straight down Sancho's throat Believe me when I say that I got somethin' for his punk ass What I really want know, ah baby What I really want to say is there's just one way back And I'll make it, yeah, my soul will have to wait",,,,
666,,,,,
667,,,,,
668,,,,,
669,Little skinny girl she's doing it for the first time Little skinny girl she's doing it and it feels fine She's taking hold and I'm holding on Holding on and my sense is gone I got it you got it she's got it She's taking hold of her sins now for the first time Well she's been told about sins now but it feels fine She's taking hold and I'm holding on Holding on and my sense is gone I got it you got it she's got it,,,,
670,"No, please don't cry I've never done this before, drove a million miles Back when you were mine I was too young to know you were the one to find But if I was to say I regret it Would it mean a thing? 'Cause every time I think (I think) think about it Memories take me back to all of the wildest times If I could change your mind I would hit the ground running It took time to realize And I never saw it coming Forgive my lying eyes Gonna give you all or nothing If I could change your mind I could make you mine, make you mine Now I won't go I won't run away this time But all I wanna know But if I was to say I'll forget it Would it mean a thing? 'Cause every time I think (I think) about it Memories take me back to all of the wildest times If I could change your mind I would hit the ground running It took time to realize And I never saw it coming Forgive my lying eyes Gonna give you all or nothing If I could change your mind I could make you mine, make you mine Visions of our love pass right by me Your eyes are enough to remind me Visions of our love pass right by me Your eyes are enough to remind me Visions of our love remind me If I could change your mind I would hit the ground running It took time to realize And I never saw it coming Forgive my lying eyes Gonna give you all or nothing If I could change your mind I could make you mine, make you mine Visions of our love remind me (If could change your mind) Visions of our love remind me (It took time to realize) Visions of our love remind me (Forgive my lying eyes) Visions of our love remind me (If I could change your mind, I could make you mine)",,,,
671,,,,,
672,,,,,
673,"Dream of a land my soul is from I hear a hand stroke on a drum Shades of delight cocoa hue Rich as the night, afro blue Elegant boy, beautiful girl Dancing for joy, delicate whirl Shades of delight cocoa hue Rich as the night, afro blue Two lovers dance face to face with undulating grace They gently sway then slip away to some secluded place Shades of delight cocoa hue Rich as the night, afro blue Dream of a land my soul is from I hear a hand stroke on a drum Shades of delight cocoa hue Rich as the night afro blue Elegant boy, beautiful girl Dancing for joy, delicate whirl Shades of delight cocoa hue Rich as the night afro blue Two lovers dance face to face with undulating grace They gently sway then slip away to some secluded place Shades of delight cocoa hue Rich as the night afro blue",,,,
674,You let me violate you You let me desecrate you You let me penetrate you You let me complicate you Help me I broke apart my insides Help me I've got no soul to sell Help me The only thing that works for me Help me get away from myself I want to fuck you like an animal I want to feel you from the inside I want to fuck you like an animal My whole existence is flawed You get me closer to god You can have my isolation You can have the hate that it brings You can have my absence of faith You can have my everything Help me Tear down my reason Help me It's your sex I can smell Help me You make me perfect Help me become somebody else I want to fuck you like an animal I want to feel you from the inside I want to fuck you like an animal My whole existence is flawed You get me closer to god Through every forest above the trees Within my stomach scraped off my knees I drink the honey inside your hive You are the reason I stay alive,,,,
675,,,,,
676,"Yeah Here we stand or here we fall History won't care at all Make the bed, light the light Lady Mercy won't be home tonight You don't waste no time at all Don't hear the bell but you answer the call It comes to you as to us all Yeah, we're just waiting for the hammer to fall, yeah Oh every night, and every day A little piece of you is falling away But lift your face the Western way Build your muscles as your body decays, yeah Tow the line and play their game Yeah, let the anesthetic cover it all 'Til one day they call your name You know it's time for the hammer to fall Rich or poor or famous  For your truth it's all the same (Oh no, oh no) Oh, lock your door but rain is pouring Through your window pane (Oh no) Hey yeah, baby, now your struggle's all in vain, yeah For who grew up tall and proud In the shadow of the Mushroom Cloud Convinced our voices can't be heard We just wanna scream it louder and louder and louder What the hell are we fighting for? Ah, just surrender and it won't hurt at all You just got time to say your prayers Yeah, while you're waiting for the hammer to, hammer to fall Hey, yes Let's get on the floor, yeah Hammer You know Hammer to fall Yeah Hey, woo hoo Ha ha, ha ha I've been waiting for the hammer to fall Give it to me one more time",,,,
677,,,,,
678,,,,,
679,,,,,
680,"So, you've been to school For a year or two And you know you've seen it all In daddy's car Thinking you'll go far Back east your type don't crawl Playing ethnicky jazz To parade your snazz On your five-grand stereo Braggin' that you know How the niggers feel cold And the slum's got so much soul It's time to taste what you most fear Right Guard will not help you here Brace yourself, my dear Brace yourself, my dear It's a holiday in Cambodia It's tough, kid, but it's life It's a holiday in Cambodia Don't forget to pack a wife You're a star-belly snitch You suck like a leech You want everyone to act like you Kiss ass while you bitch So you can get rich While your boss gets richer off you Well, you'll work harder With a gun in your back For a bowl of rice a day Slave for soldiers Till you starve Then your head is skewered on a stake Now you can go where the people are one Now you can go where they get things done What you need, my son... What you need, my son... Is a holiday in Cambodia Where people are dressed in black A holiday in Cambodia Where you'll kiss ass or crack Pol Pot, Pol Pot, Pol Pot, Pol Pot It's a holiday in Cambodia Where you'll do what you're told It's a holiday in Cambodia Where the slums got so much soul Pol Pot",,,,
681,,,,,
682,,,,,
683,,,,,
684,"If I was in the fridge, would you open the door?  If I was the grass, would you mow your lawn?  If I was your body, would you still wear clothes?  If I was a booger, would you blow your nose?  Would you keep it? would you eat it?  I'm just tryin to give myself a reason, for being around. If I was the front porch swing would you let me hang?  If I was the dance floor would you shake your thing?  If I was a rubber check would you let me bounce Up and down inside your bank account?  Would ya trust me, not to break you?  I'm just tryin really hard to make you, Notice me being around. If I was a haircut would you wear a hat?  If I was a maid, could I clean your flat?  If I was the carpet would ya wipe your feet, In time to save me from mud off the street?  If you like me, if you love me, Why don't you get down on your knees And scrub me?  I'm a little grubby From being around.",,,,
685,,,,,
686,,,,,
687,,,,,
688,"Motherfuckers, Say that I'm foolish I only talk about jewels (bling bling) Do you fools listen to music or do you just skim through it? See I'm influenced by the ghetto you ruined That same dude you gave nothing, I made something doing What I do through and through and I give you the news, with a twist it's just his ghetto point-of-view The renegade, you been afraid I penetrate pop culture, bring 'em a lot closer to the block where they Pop toasters, and they live with they moms Got dropped roasters, from botched robberies niggas crotched over Mommy's knocked up cause she wasn't watched over Knocked down by some clown when child support knocked No he's not around, now how that sound to ya, jot it down I bring it through the ghetto without riding 'round Hiding down ducking strays from frustrated youths stuck in they ways Just read a magazine that fucked up my day How you rate music that thugs with nothing relate to it? I help them see they way through it, not you Can't step in my pants, can't walk in my shoes Bet everything you worth; you lose your tie and your shirt Since I'm in a position to talk to these kids and they listen I ain't no politician but I'll kick it with 'em a minute Cause see they call me a menace, and if the shoe fits I'll wear it But if it don't, then why y'all  swallow the truth grin and bear it Now who's these king of these rude ludicrous lucrative lyrics Who could inherit the title, put the youth in hysterics Using his music to steer it sharing his views in his marriage But there's a huge interference, they're saying you shouldn't hear it Maybe it's hatred I spew, maybe it's food for the spirit Maybe it's beautiful music I made for you to just cherish But I'm debated disputed hated and viewed in America As a motherfucking drug addict, like you didn't experiment? Now now, that's when you start to stare at who's in the mirror And see yourself as a kid again, and you get embarrassed And I got nothing to do but make you look stupid as parents You fucking do-gooders, too bad you couldn't do good at marriage! And do you have any clue what I had to do to get here I don't Think you do so stay tuned and keep your ears glued to the stereo Cause here we go, he's (Jigga joint Jigga-chk-Jigga) And I'm the sinister, Mr. Kiss-My-Ass it's just the Renegade! Never been afraid to say What's on my mind at, any given time of day Cause I'm a renegade! Never been afraid to talk About anything (anything) anything (anything), renegade! (Never been afraid to say) (What's on my mind at, any given time of day) (Cause I'm a (renegade) Never been afraid to holler) (About anything (anything?) Anything (anything!)) I had to hustle, my back to the wall, ashy knuckles Pockets filled with a lot of lint, not a cent Gotta vent, lot of innocent of lives lost on the project bench What you hollering? Gotta pay rent, bring dollars in By the bodega, iron under my coat, feeling braver Doo-rag wrapping my waves up, pockets full of hope Do not step to me, I'm awkward, I box leftier often My pops left me an orphan, my momma wasn't home Could not stress to me I wasn't grown, 'specially on nights I brought something home to quiet the stomach rumblings My demeanor, thirty years my senior My childhood didn't mean much, only raisin green up Raisin my fingers to critics, raisin my head to the sky Big I did it, multi before I die (nigga) No lie, just know I chose my own fate I drove by the fork in the road and went straight See I'm a poet to some, a regular modern day Shakespeare Jesus Christ the King of these Latter Day Saints here To shatter the picture in which of that as they paint me As a monger of hate and Satan a scatter-brained atheist But that ain't the case, see it's a matter of taste We as a people decide if Shady's as bad as they say he is Or is he the latter, a gateway to escape? Media scapegoat, who they can be mad at today See it's easy as cake, simple as whistling Dixie While I'm waving the pistol at sixty Christians against me Go to war with the Mormons, take a bath with the Catholics In holy water, no wonder they try to hold me under longer I'm a motherfucking spiteful, delightful eyeful The new Ice Cube, motherfuckers hate to like you What did I do? (huh?) I'm just a kid from the gutter Making this butter off these bloodsuckers, cause I'm a motherfucking Renegade! Never been afraid to say What's on my mind at, any given time of day Cause I'm a renegade! Never been afraid to talk About anything (anything) anything (anything), renegade! (Never been afraid to say) (What's on my mind at, any given time of day) (Cause I'm a (renegade) Never been afraid to holler) (About anything (anything?) Anything (anything!)) Renegade! Never been afraid to say What's on my mind at, any given time of day Cause I'm a renegade! Never been afraid to talk About anything (anything) anything (anything), renegade! (Never been afraid to say) (What's on my mind at, any given time of day) (Cause I'm a (renegade) Never been afraid to holler) (About anything (anything?) Anything (anything!))",,,,
689,,,,,
690,"I miss you, miss you Hello there  The angel from my nightmare The shadow in the background of the morgue The unsuspecting victim  Of darkness in the valley We can live like Jack and Sally if we want Where you can always find me And we'll have Halloween on Christmas And in the night we'll wish this never ends We'll wish this never ends I miss you, I miss you I miss you I miss you Where are you? And I'm so sorry I cannot sleep I cannot dream tonight I need somebody and always This sick strange darkness Comes creeping on so haunting every time And as I stared I counted The Webs from all the spiders Catching things and eating their insides Like indecision to call you And hear your voice of treason Will you come home and stop the pain tonight Stop this pain tonight Don't waste your time on me  You're already the voice inside my head (I miss you, I miss you) Don't waste your time on me  You're already the voice inside my head (I miss you, I miss you) Don't waste your time on me  You're already the voice inside my head (I miss you, I miss you) Don't waste your time on me  You're already the voice inside my head (I miss you, I miss you) Don't waste your time on me  You're already the voice inside my head (I miss you, I miss you) Don't waste your time on me  You're already the voice inside my head (I miss you, I miss you) I miss you, I miss you I miss you, I miss you I miss you, I miss you I miss you, I miss you",,,,
691,"It's late and I'm awake Staring at the wall Open up my window Head falls out the door No one else around And a shimmer takes my eye I lift my head Blinded by the sky Feel my weight in front Following the sound Moves away so fast Falling to the ground I know what is more to come Jump back to my feet Now I only see ahead of me Chasing down the street (down the street, down the street, down the street) Give my love to a shooting star But she moves so fast That I can't keep up I'm chasing I'm in love with a shooting star But she moves so fast When she falls then I'll be waiting Give my love to a shooting star But she moves so fast That I can't keep up I'm chasing I'm in love with a shooting star But she moves so fast When she falls then I'll be waiting Give my love to a shooting star But she moves so fast That I can't keep up I'm chasing I'm in love with a shooting star But she moves so fast When she falls then I'll be waiting Give my love to a shooting star But she moves so fast That I can't keep up I'm chasing I'm in love with a shooting star But she moves so fast When she falls then I'll be waiting",,,,
692,,,,,
693,Look at me I'm fallin' Off of a cliff now I can still hear my mama yelling No No No But the words mean nothing Can't catch up to me now And the view is so beautiful All the way down When I was a little boy Suckin' juice from a bottle Believing my perceptions were oh so real But I don't know nothing Still knowing nothing Was just enough for me to know the way I feel This is life What a fucked up thing we do What a nightmare come true Or a playground if we choose And I choose Look at me I'm swollen Like a banana fish now I'm never gonna make it out of my hole But I keep on laughing Doesn't really matter There's dozens of reasons for explaining my soul When I was a teenager Suckin' booze with the Vatos Discussing who was gonna live to be 21 They said they wouldn't make it They didn't make it We're all naked when the day is said and done This is life What a fucked up thing we do What a nightmare come true Or a playground if we choose And I choose Don't know who made this all come true But now while you're here You just gotta do what you gotta do  Now if I wasn't such a weenie Do you think you'd still love me Pretending I'm an airplane on the living Room floor But like a lovely generator You stand right by me And if words were wisdom I'd be talking Even more So I keep on falling As I'm looking back above me Watching as my mama just becomes a little dot Now I'm like DeNiro I'm amarillo And I'll never know when I hit the ground,,,,
694,"Tell me a line Make it easy for me Open your arms Dance with me until I feel all right It's good in the dark Good in the dark But into the lover's light Here comes another fight So ring the alarm Ring the alarm Bar me and hold me and cling to my arm Here it comes Here it comes And what you're asking me now Disastrous now Hoping and hoping and hoping the feeling goes away (away) Never change, never change, never change, never change Never change, never change, never change This is why I fell in love Never change, never change, never change, never change Never change, never change, never change That's just who I fell in love with (in love) Oh this is the time The very best time So give me a line And take me home Take me over But dashing the hopes Dashing the hopes And smashing the pride The morning's got you on the ropes, oh And love is a murderer Love is a murderer But if she calls you tonight Everything is all right Yeah, we know And love is a curse Shoved in a hearse Love is an open book to a verse Of your bad poetry And this is coming from me But I can change, I can change, I can change, I can change I can change, I can change, I can change If it helps you fall in love (in love) I can change, I can change, I can change, I can change I can change, I can change, I can change If it helps you fall in love (in love) Turn on the light Make it easy for me Fill the divide Fumble in the kitchen 'til it's right What an awful sight But there's love in your eyes Love in your eyes Love in your eyes But maybe that's just what your lover finds all night And I can change, I can change, I can change, I can change I can change, I can change, I can change If it helps you fall in love (in love) And I can change, I can change, I can change, I can change I can change, I can change, I can change If it helps you fall in love (in love) And I can change, I can change, I can change, I can change I can change, I can change, I can change If it helps you feel real love (real love) And I can change, I can change, I can change, I can change I can change, I can change, I can change If it helps you fall in love (in love)",,,,
695,,,,,
696,,,,,
697,,,,,
698,,,,,
699,,,,,
700,,,,,
701,,,,,
702,"If your feet hurt from walking too much, Then I will tend to them, with a velvet touch. If your lungs just don't want to work today, Then I'll perform a mouth to mouth until you're okay. Don't you just love the feeling of my fingertips, Circling your lips. Don't you just love the desire taking hold of you, I can tell you do. I know all your favorite spots, And tonight we will connect the dots. If your muscles are wound up and tight,  Then I will loosen up the knots until it feels right. If your ears just ache from listening, Then I'll supply the remedy in the melodies I sing. Don't you just love the feeling of my fingertips, Circling your lips. Don't you just love the desire taking hold of you, Well I can tell you do. I know all your favorite spots, And tonight we will connect the dots. Don't you just love the feeling of my fingertips, Circling your lips. Don't you just love the desire taking hold of you, Well I can tell you do. I know all your favorite spots, And tonight we will connect the dots.",,,,
703,"It's the way that you blush when you're nervous It's your ability to make me earn this I know that you're tired Just let me sing you to sleep It's about how you laugh out of pity 'Cause let's be honest, I'm not really that funny I know that you're shy Just let me sing you to sleep If you need anything Just say the word, I mean anything Rest assured, if you start to doze Then I'll tuck you in Plant my lips where your necklace is closed It's those pills that you don't need to take Medicating perfection, now that's a mistake I know that you're spent Just let me sing you to sleep It's your finger, and how I'm wrapped around it It's your grace, and how it keeps me grounded I know that you're weak Just let me sing you to sleep If you need anything Just say the word, I mean anything Rest assured, if you start to doze Then I'll tuck you in Plant my lips where your necklace is closed While you were sleeping, I figured out everything I was constructed for you and you were molded for me Now I feel your name, coursin' through my veins You shine so bright, it's insane, you put the sun to shame If you need anything Just say the word, I mean anything Rest assured, if you start to doze Then I'll tuck you in Plant my lips where your necklace is If you need anything Just say the word, I mean anything Rest assured, if you start to doze Then I'll tuck you in Plant my lips where your necklace is closed",,,,
704,,,,,
705,,,,,
706,,,,,
707,,,,,
708,"Weird, ooo! Weird Science Plastic tubes and pots and pans Bits and pieces and Magic from the hand We're makin' Things I've never seen before Behind bolted doors Talent and imagination Not what teacher said to do Makin' dreams come true Living tissue, warm flesh Plastic tubes and pots and pans Bits and pieces (and) Bits and pieces (and) my creation--Is it real? It's my creation...my creation It's my creation Weird Science Weird, ooo! Magic and technology Voodoo dolls and chants Electricity We're makin' Fantasy and microchips Shooting from the hip Something different We're makin' Pictures from a magazine Diagrams and charts Mending broken hearts (and makin') Something like a recipe Bits and pieces (and) Bits and pieces (and) my creation--Is it real? It's my creation--I do not know No hesitation--No heart of gold Just flesh and blood--I do not know I do not know From my heart and from my hand Why don't people understand My intentions, Ooh, weird science Magic and technology  Weird Science Things we never seen before Weird Science Not what teacher said to do Bits and pieces (and) Bits and pieces (and) my creation--Is it real? It's my creation--I do not know No hesitation--No heart of gold Just flesh and blood--I do not know It's my creation It's my creation...ooo! my creation It's my creation It's my creation From my heart and from my hand Why don't people understand My intentions, ooh, weird science Weird ooh weird science ooh Weird Bits and pieces",,,,
709,,,,,
710,,,,,
711,"The world is spinning too fast I'm buying lead nike shoes To keep myself tethered To the days I've tried to lose My mama said to slow down You must make your own shoes Stop dancing to the music Of Gorillaz in a happy mood Keeping my groove on Ba ba ba (lalalalala) Day dee bop (lalalalala) Day dee bop (lalalalala) Day dee bop (lalalalala) Yeah, yeah Day dee bop (lalalalala) Day dee bop (lalalalala) Day dee bop (lalalalala) Day dee bop (lalalalala) Here you go get the cool (lalalala) Get the cool shoeshine (lalalala) Get the cool (lalalala) Get the cool shoeshine (lalalala) Get the cool (lalalala) Get the cool shoeshine (lalalala) Get the cool (lalalala) Get the cool shoeshine (lalalala) There's a monkey in the jungle Watching a vapor trail Caught up in the conflict Between his brain and his tail And if time's elimination Then we got nothing to lose Please repeat the message It's the music that we choose Keeping my groove on Ba ba ba (lalalalala) Day dee bop (lalalalala) Day dee bop (lalalalala) Day dee bop (lalalalala) Yeah, yeah Day dee bop (lalalalala) Day dee bop (lalalalala) Day dee bop (lalalalala) Day dee bop (lalalalala) Okay, bring it down here We gonna break out Get the cool (lalalala) Get the cool shoeshine (lalalala) Get the cool (lalalala) Get the cool shoeshine (lalalala) Get the cool (lalalala) Get the cool shoeshine (lalalala) Get the cool (lalalala) Get the cool shoeshine (lalalala) Ah, ah, ah, ah (lalalala) Ah, ah, ah, ah (lalalala) Day doo de bop Day doo de bop Day doo de bop Day doo de bop",,,,
712,,"Look in the mirror Who do you see? Someone familiar But surely not me For he can't be me Look how old and cold and tired and lonely he's become Not until you see There's a price tag hanging off of having all that fun Uh oh, looks like I'm seeing more of my old man in me Oh no, looks like I'm seeing more of my old man in me Walk on the outside, holding her hand Someone familiar, her and her man But it just can't be Look at all the steps that brought you where you are today Not until you see As a heart grows stronger, sometimes love is pushed away Uh oh, looks like I'm seeing more of my old man in me Oh no, looks like I'm seeing more of my old man in me Uh oh, looks like I'm seeing more of my old man in me Oh no, looks like I'm seeing more of my old man in me",,,
713,,,,,
714,,,,,
715,The stars that shine  And the stars that shrink In the face of stagnation the water runs Before your eyes Swallowing diamonds A cutting throat Your teeth when your grin Reflecting beams on tombstones A jamboree of surprises Playing Russian roulette Or the lucky dip A clenched fist to your heart Coal dust on your lungs A silver tongue for the chosen one Heavy magnum in your side Or a bloody thorn Skating bullets on angel dust In the dead sea of fluid mercury Baby piano crys Under your heavy index and thumb Pull some strings-let them sing The stars that shine  And the stars that shrink In the face of stagnation the water runs Before your eyes Dazzle it's a glittering prize Dazzle it's a glittering prize Before your eyes It's a glittering prize The stars that shine  And the stars that shrink In the face of stagnation the water runs Before your eyes,,,,
716,,,,,
717,"You're searching for your mind don't know where to start Can't find the key to fit the lock on your heart You think you know but you are never quite sure Your soul is ill but you will not find a cure yeah Your world was made for you by someone above But you chose evil ways instead of love You made me master of the world where you exist The soul I took from you was not even missed yeah Lord of this world Evil possessor Lord of this world He's your confessor now You think you're innocent you've nothing to fear You don't know me you say, but isn't it clear? You turn to me in all your worldly greed and pride But will you turn to me when it's your turn to die, yeah",,,,
718,,,,,
719,,,,,
720,,,,,
721,,,,,
722,"I'm giving you a night call to tell you how I feel I want to drive you through the night, down the hills I'm gonna tell you something you don't want to hear I'm gonna show you where it's dark, but have no fear There something inside you It's hard to explain They're talking about you boy But you're still the same There something inside you It's hard to explain They're talking about you boy But you're still the same I'm giving you a night call to tell you how I feel I want to drive you through the night, down the hills I'm gonna tell you something you don't want to hear I'm gonna show you where it's dark, but have no fear There something inside you It's hard to explain They're talking about you boy But you're still the same There something inside you It's hard to explain They're talking about you boy But you're still the same There something inside you (there's something inside you) It's hard to explain (it's hard to explain ) They're talking about you boy (they're talking about you boy) But you're still the same",,,,
723,"I'm a sailor peg And I've lost my leg Climbing up the top sails I've lost my leg! I'm shipping up to Boston, whoa I'm shipping up to Boston, whoa I'm shipping up to Boston, whoa I'm shipping off to find my wooden leg I'm a sailor peg And I've lost my leg Climbing up the top sails I've lost my leg! I'm shipping up to Boston, whoa I'm shipping up to Boston, whoa I'm shipping up to Boston, whoa I'm shipping off to find my wooden leg",,,,
724,,,,,
725,,,,,
726,,,,,
727,,,,,
728,"You need cooling Baby I'm not fooling I'm gonna send ya Back to schooling A-way down inside A-honey you need it I'm gonna give you my love I'm gonna give you my love Want to whole lotta love Want to whole lotta love Want to whole lotta love Want to whole lotta love You've been learning Um baby I been learning All them good times baby, baby I've been year-yearning A-way, way down inside A-honey you need-ah I'm gonna give you my love, ah I'm gonna give you my love, ah oh Whole lotta love Want to whole lotta love Want to whole lotta love Want to whole lotta love You've been cooling And baby I've been drooling All the good times, baby I've been misusing A-way, way down inside I'm gonna give ya my love I'm gonna give ya every inch of my love I'm gonna give ya my love Hey! Alright! Let's go! Whole lotta love Want to whole lotta love Want to whole lotta love Want to whole lotta love Way down inside Woman, you need, yeah Love My, my, my, my My, my, my, my Lord Shake for me girl I wanna be your backdoor man Hey, oh, hey, oh Hey, oh, hey, oh Ooh Oh, oh, oh, oh Cool, my, my baby   A-keep it cooling baby A-keep it cooling baby Ah-keep it cooling baby Ah-keep it cooling baby Ah-keep it cooling baby",,,,
729,"I might be too strung out on compliments Overdosed on confidence Started not to give a fuck and stopped fearing the consequence Drinking every night because we drink to my accomplishments Faded way too long I'm floating in and out of consciousness And they sayin' I'm back, I'd agree with that I just take my time with all this shit, I still believe in that I had someone tell me I fell off, oh I needed that And they wanna see me pick back up, well where'd I leave it at I know I exaggerated things, now I got it like that Tuck my napkin in my shirt, cause I'm just mobbin' like that You know good and well that you don't want a problem like that You gone make someone around me catch a body like that No, don't do it, please don't do it, cause one of us goes in And we all go through it Drizzy got the money, so Drizzy gonna pay it Those my brothers, I ain't even gotta say it That's just something they know They know, they know, they know They know, they know, they know They know, they know, they know Yeah they know yeah That the real is on the rise Fuck them other guys I even gave them a chance to decide Now it's something they know They know, they know, they know, Yeah, I be yelling out money over everything, money on my mind. Then she wanna ask when it got so empty Tell her I apologize it happened over time She says they missed the old drake, girl don't tempt me If they don't get it, they'll be over you That new shit that you got is overdue You better do what you suppose to do I'm like why I gotta be all that but still I can't deny the fact that it's true Listen to you expressing all them feelings Soap opera rappers all these niggas sound like all my children And that's who you thinking is 'bout to come and make a killing I guess it really is just me, myself and all my millions You know the game even got it like that You gone hype me up and make me catch a body like that Cause I live for this it isn't just a hobby like that When they get my shit and play it, I ain't even gotta say it, they know They know, they know, they know They know, they know, they know They know, they know, they know Yeah they know yeah That the real is on the rise Fuck them other guys I even gave them a chance to decide Now it's something they know They know, they know, they know, I be yelling out money over everything, money on my mind. (mind, mind, mind) Tell em' I apologize it happened over time (time, time, time) They know",,,,
730,,,,,
731,"I might be too strung out on compliments Overdosed on confidence Started not to give a fuck and stopped fearing the consequence Drinking every night because we drink to my accomplishments Faded way too long I'm floating in and out of consciousness And they sayin' I'm back, I'd agree with that I just take my time with all this shit, I still believe in that I had someone tell me I fell off, oh I needed that And they wanna see me pick back up, well where'd I leave it at I know I exaggerated things, now I got it like that Tuck my napkin in my shirt, cause I'm just mobbin' like that You know good and well that you don't want a problem like that You gone make someone around me catch a body like that No, don't do it, please don't do it, cause one of us goes in And we all go through it Drizzy got the money, so Drizzy gonna pay it Those my brothers, I ain't even gotta say it That's just something they know They know, they know, they know They know, they know, they know They know, they know, they know Yeah they know yeah That the real is on the rise Fuck them other guys I even gave them a chance to decide Now it's something they know They know, they know, they know, Yeah, I be yelling out money over everything, money on my mind. Then she wanna ask when it got so empty Tell her I apologize it happened over time She says they missed the old drake, girl don't tempt me If they don't get it, they'll be over you That new shit that you got is overdue You better do what you suppose to do I'm like why I gotta be all that but still I can't deny the fact that it's true Listen to you expressing all them feelings Soap opera rappers all these niggas sound like all my children And that's who you thinking is 'bout to come and make a killing I guess it really is just me, myself and all my millions You know the game even got it like that You gone hype me up and make me catch a body like that Cause I live for this it isn't just a hobby like that When they get my shit and play it, I ain't even gotta say it, they know They know, they know, they know They know, they know, they know They know, they know, they know Yeah they know yeah That the real is on the rise Fuck them other guys I even gave them a chance to decide Now it's something they know They know, they know, they know, I be yelling out money over everything, money on my mind. (mind, mind, mind) Tell em' I apologize it happened over time (time, time, time) They know",,,,
732,,,,,
733,"Hoo-hoo-hoo-hoo-hoo, hoo-hoo-hoo-hoo Hoo-hoo-hoo-hoo-hoo You're living in your own Private Idaho Living in your own Private Idaho Underground like a wild potato Don't go on the patio Beware of the pool Blue bottomless pool It leads you straight, right throught the gate That opens on the pool You're living in your own Private Idaho You're living in your own Private Idaho Keep off the path, beware of the gate Watch out for signs that say ""hidden driveways"" Don't let the chlorine in your eyes Blind you to the awful surprise That's been waitin' for you at The bottom of the bottomless blue, blue, blue pool You're livin' in your own Private Idaho, Idaho You're out of control, the rivers that roll You fell into the water and down to Idaho Get out of that state Get out of the state you're in You better beware You're living in your own Private Idaho You're living in your own Private Idaho Keep off the patio (your own private Idaho) Keep off the path (your own private Idaho) The lawn may be green but you better not be seen Walkin' through a gate that leads you down Down to a pool fraught with danger It's a pool full of strangers Hey, you're living in your own Private Idaho Where do I go from here to a better state than this? Well Don't be blind to the big surprise Swimming round and round like the deadly hand Of a radium clock At the bottom Of the pool I-I-I-daho I-I-I-daho Woah-oh, woah-oh, woah-oh, oh Ah, ah, ah, ah Ah, ah, ah, ah Get out of that state Get out of that state You're living in your own Private Idaho Livin' in your own Private Idaho",,,,
734,"She cuts her hair And calls his name Wishin' everything could be the same Like when she had him I'll give you fish I'll give you candy I'll give you everthing I have in my hand Walking out of Korvettes Package in her hand Motions to all the seabirds Throws divinity on the sand I'll give you fish I'll give you candy I'll give you everthing I have in my hand Give me, give back my man Give me, give back my man Head's in a whirlpool Spinnin' round and round If she don't get her man back She's gonna drown I'll give you fish I'll give you candy I'll give you everything I have in my hand Give her, give back her man (I'll give you fish, I'll give you candy) (I'll give you everything I have in my hand) oh oh, whoa oh oh I'll give you fish (oh) I'll give you candy (oh whoa oh oh) I'll give you everything I have in my hand (oh oh whoa, oh oh whoa) I'll give you fish I'll give you candy I'll give you everything I have in my hand",,,,
