,0
13439,"[""P!nk - Fukin' Perfect Lyrics""]"
13440,['Emika - Drop The Other']
13441,['The Ventriloquist by Ruby Throat']
13442,['Queen Adreena - Suck (The Butcher And The Butterfly)']
13443,['Joyce/Aldeia De Ogum']
13444,[]
13445,[]
13446,['Cannibal Corpse - From Skin To Liquid']
13447,['Rhapsody - Wisdom of the kings']
13448,None
13449,[]
13450,[]
13451,['Helloween - A little Time']
13452,['Michael Brecker - Delta City Blues']
13453,[]
13454,['M.I.A. - Bad Girls']
13455,[]
13456,"['Iron Maiden -- Phantom of the Opera', 'Iron Maiden Wasted Years']"
13457,[]
13458,['Dreamfall Longest Journey The Hospital Room']
13459,"[""Queen - The prophet's song (1975)""]"
13460,['Ornette Coleman - Lonely Woman']
13461,['Iron Maiden - Aces High']
13462,['Iron Maiden - Dream of Mirrors']
13463,[]
13464,['Duffy- Delayed Devotion']
13465,['Ti\xc3\xabsto feat. Tegan & Sara - Feel It In My Bones']
13466,[]
13467,"[""Jane's Addiction - Been caught stealing"", 'Grateful Dead - Box of Rain (Studio Version)']"
13468,"[""Jane's Addiction - Jane Says""]"
13469,['Monkees - Daydream Believer - Great Audio Quality. Music Video From MTV.']
13470,[]
13471,['Pixies - Hey']
13472,['Pink- Who Knew-Lyrics']
13473,['The Clovers-Love Potion No.9']
13474,['Ezza Rose - Ophelia']
13475,['Kraftwerk- Autobahn']
13476,[]
13477,['J.S.Bach (Arr.Rachmaninov) - Partita BWV1006']
13478,[]
13479,[]
13480,[]
13481,"[""Snoop Dogg & Dr. Dre - Ain't Nothing But A G Thang""]"
13482,"['Dr. Dre - The Next Episode ft. Snoop Dogg, Kurupt, Nate Dogg (Hedegaard Remix)']"
13483,['DR.DRE-NEXT EPISODE FEA.SNOOP DOGG']
13484,[]
13485,['Waltz of the Flowers']
13486,['RUSSIA -- Tchaikovsky - Sleeping Beauty - Waltz']
13487,"['aq punches edit', 'Muscles - Sweaty ( Shazam Remix )']"
13488,['Caribou - Odessa']
13489,['Jeffrey Thompson & Jorge Alfano - Indian Summer (Breathe)']
13490,['Iron Maiden - Seventh Son Of A Seventh Son']
13491,[]
13492,['Iron Maiden - Dream of Mirrors']
13493,['Rhapsody-The Village of Dwarves']
13494,['Tycho-Adrift']
13495,['Octopus Project - tuxedo hat']
13496,"[""RIKKI DON'T LOSE THAT NUMBER (1974) by Steely Dan""]"
13497,['Symphony of Science - the Quantum World!']
13498,"[""Queen - The prophet's song (1975)""]"
13499,['ABORTED - \xd0\x98\xd1\x81\xd1\x82\xd0\xbe\xd1\x87\xd0\xbd\xd0\xb8\xd0\xba \xd0\x91\xd0\xbe\xd0\xbb\xd0\xb5\xd0\xb7\xd0\xbd\xd0\xb8 (The Origin Of Disease) (OFFICIAL VIDEO)']
13500,"[""Blue Oyster Cult: Burnin' For You""]"
13501,[]
13502,None
13503,None
13504,"[""Ricky Martin - Livin' La Vida Loca""]"
13505,['Jeffrey Thompson & Jorge Alfano - Healing Waters of Thailand (Breathe)']
13506,['QUEEN: One Vision']
13507,['Noisestorm - That Feeling (Electro) (Free Download)']
13508,None
13509,[]
13510,[]
13511,[]
13512,['Machinae Supremacy - Winterstorm']
13513,[]
13514,['Dead Prez  -  You ll Find A Way']
13515,['Team Fortress 2 Surprises']
13516,[]
13517,['Richard Wagner - Die Walk\xc3\xbcre - Der Ring des Nibelungen - act 3^ part 1']
13518,"[""Mendelssohn A Midsummer Night's Dream - Wedding March""]"
13519,['Helloween - Future World']
13520,[]
13521,[]
13522,['Alice In Chains - Would?']
13523,['Starship Troopers theme']
13524,"['Full Despicable Me Theme Song - Pharrell Williams', 'Pop Song (Jon Lajoie)']"
13525,"['Peter, Bjorn & John - Young Folks']"
13526,['Johnny Cash - Give My Love To Rose']
13527,[]
13528,"[""The Lovin' Spoonful - Summer In The City [Hot Mono 45]""]"
13529,"[""The Lovin' Spoonful - Summer In The City [Hot Mono 45]""]"
13530,[]
13531,['Steely Dan - Any Major Dude Will Tell You']
13532,[]
13533,"[""Olive - You're Not Alone (Original Version) RCA / BMG Records ETV NETWORK""]"
13534,"['The Shins ""Sleeping Lessons"" (OFFICIAL VIDEO)']"
13535,['Johnny Gill- There You Go']
13536,['Jack Johnson - Upside Down']
13537,"[""Jason Mraz - I'm Yours [Official Video]""]"
13538,['Colbie Caillat - Bubbly']
13539,[]
13540,['Helloween - If I Could Fly']
13541,['Enya - Wild Child (video)']
13542,['Rihanna Do Ya Thang ( Lyrics) Original']
13543,['Coldplay - Christmas Lights']
13544,"['Depeche Mode - Enjoy The Silence (Remastered Music Video)', 'Depeche Mode - Policy Of Truth (Video)', 'Depeche Mode - Policy Of Truth (Video)']"
13545,['Descendents: My World (Hallraker)']
13546,['Iron Maiden Wasted Years']
13547,['Dark Moor - Wheel Of Fortune']
13548,['Helloween - I Want Out (1988)']
13549,None
13550,"[""Laura Marling - Devil's Spoke""]"
13551,[]
13552,['Eyehategod ~ Blank']
13553,['\xe5\xbf\x83\xe7\xb6\x93 - Heart Sutra (Mandarin)']
13554,['Viper - Living For The Night']
13555,['Ratatat - Tropicana (Classics)']
13556,['Jorge Negrete - La feria de las flores']
13557,[]
13558,['Toto - Africa']
13559,['PRICE TAG | JESSIE J (Jayesslee Cover)']
13560,[]
13561,[]
13562,"[""Shaggy - It Wasn't Me""]"
13563,['BOB MARLEY THREE LITTLE BIRDS']
13564,"['Queen - Death on two legs (dedicated to......) (1975)', 'Queen - Lazing on a sunday afternoon (1975)', ""Queen - I'm in Love With My Car""]"
13565,"[""Queen - '39 (1975)"", 'Queen - Good company (1975)', 'Queen - Another One Bites the Dust (Official Video)', ""Queen - Don't Stop Me Now (Official Video)"", 'Queen - Bohemian Rhapsody (Official Video)']"
13566,['Iron Maiden - Different World']
13567,[]
13568,['Djs From Mars feat Fragma - Insane OFFICIAL VIDEO']
13569,[]
13570,['The Velvet Underground - Ride into the Sun (instrumental)']
13571,"['Kate Bush - ""Deeper Understanding"" with lyrics']"
13572,['Soggy Bottom Boys- I Am A Man Of Constant Sorrow']
13573,[]
13574,['Helloween - Sole Survivor']
13575,['2Pac - If I Die 2nite Lyrics']
13576,[]
13577,['Violent Femmes - Country Death Song']
13578,['Violent Femmes - Gone Daddy Gone.mpg']
13579,['VIOLENT FEMMES-Add it Up']
13580,['Helloween - Where the rain grows']
13581,"[""Jane's Addiction- Aint No Right""]"
13582,['Devil Survivor OST - Battle Beat']
13583,[]
13584,"[""Can't help falling in love- UB40""]"
13585,"['Jenn Bostic ""Jealous Of The Angels"" (Official Video)']"
13586,['Iron Maiden - Transylvania']
13587,None
13588,"['The Golden Filter - ""Thunderbird""']"
13589,[]
13590,['Helloween - Power (1996)']
13591,[]
13592,"[""Ulrik Munther - Boys Don't Cry (Unofficial Video)""]"
13593,['Iron Maiden - Different World']
13594,['Wolfmother - Joker and The Thief(Lyrics)']
13595,['Silverchair - Spawn Again LIVE']
13596,['Red House Painters - Katy Song']
13597,['Therapy? : Disgracelands (1992)']
13598,['The 88 - Hide Another Mistake video']
13599,['Nerd Anthem by Marian Call']
13600,[]
13601,[]
13602,['HEYYEYAAEYAAAEYAEYAA']
13603,['Abba - Waterloo']
13604,['Mass Effect 3 Soundtrack - An End Once and For All']
13605,[]
13606,"['Angels Of Venice, Song:  Crystal Tears (Descanso Gardens, Saturday, May 9, 2009)']"
13607,"[""Rachel's Song-Vangelis""]"
13608,['Alpines - Cocoon']
13609,[]
13610,[]
13611,['Nicki Minaj - Sweetest Girl']
13612,['Pantera Walk lyrics']
13613,['Videogame of Thrones - Game of Thrones Theme (8 bit style remix)']
13614,"['Berners, Headlong Boogie (solo piano)']"
13615,['Red Hot Chili Peppers - Under The Bridge (Official Music Video)']
13616,['Slo Burn - Pilot The Dune']
13617,"[""King's Crossing""]"
13618,['Tool - Eulogy']
13619,[]
13620,[]
13621,['Watchmen: The Beginning Is The End']
13622,['Passion Pit-The Reeling Lyrics']
13623,['Viper - A Cry From The Edge']
13624,None
13625,['LACUNA COIL - Trip The Darkness (OFFICIAL VIDEO)']
13626,[]
13627,['David Gilmour - Red Sky At Night']
13628,['Lou Bega- Mambo Number 5 (With lyrics)']
13629,['Nile - Lashed to the Slave Stick']
13630,['Katie Jane Garside - Darkangel']
13631,None
13632,[]
13633,['squarepusher - papalon']
13634,['Regina Spektor - Machine']
13635,['Neil Young - The Needle And The Damage Done ( Harvest )']
13636,['helloween - perfect gentleman']
13637,['The Feelies - Crazy Rhythms']
13638,['DragonForce - Through The Fire And Flames (Video)']
13639,['Three 6 Mafia-Smokin On Da Dro']
13640,['Television - Marquee Moon']
13641,['Mumford and Sons - Winter Winds(with lyrics)']
13642,[]
13643,None
13644,[]
13645,[]
13646,['RENT Soundtrack - Out Tonight (Video)']
13647,"['Night Clubbing - Trent Reznor, Jeordie White, Peter Murphy']"
13648,['Veruca Salt - Volcano Girls']
13649,['Sublime - Caress Me Down']
13650,['Sheryl Crow - Leaving Las Vegas']
13651,[]
13652,['DjKnuX - First Eurobeat Mix']
13653,[]
13654,['Depeche Mode - Master And Servant - 1984']
13655,['Secret Alibi - Helloween']
13656,[]
13657,['Keeper of the seven keys Helloween (full)']
13658,['Helloween - Sole Survivor']
13659,[]
13660,[]
13661,[]
13662,['Kent - Vy fr\xc3\xa5n ett luftslott (Punks Jump Up Remix)']
13663,['New Years Day - I Was Right']
13664,[]
13665,['Test Drive Unlimited 2 : Lowood - Close To Violence']
13666,[]
13667,[]
13668,['Radiohead - Thinking About You']
13669,['Swedish House Mafia - Antidote (Lyrics)']
13670,"[""You And Who's Army? - Radiohead""]"
13671,[]
13672,['Queen Adreena - Jolene']
13673,['Anthrax-medusa']
13674,"[""Helloween - I Don't Care You Don't Care""]"
13675,"['Helloween - ""Livin ain\'t no crime""']"
13676,[]
13677,['Kanye West & Jay Z (Ft. Frank Ocean) - No Church in the Wild']
13678,['Rise and Fall']
13679,['The Raconteurs Old enough']
13680,"['Multitrack - Tonight, Tonight']"
13681,['The String Quartet Tribute To Red Hot Chili Peppers - Other Side']
13682,['tip the van - circles']
13683,['Hank III - Long Hauls and Close Calls (Hellbilly version)']
13684,['Regina Spektor - The Calculation - Live In London [HD]']
13685,"[""Left 4 Dead 2 Soundtrack - 'Horde'""]"
13686,[]
13687,['DJ Fresh - Louder (Flux Pavillion&Doctor P Remix w/ Khadafi Dub Edit)']
13688,[]
13689,[]
13690,['Starfucker-Holly']
13691,[]
13692,[]
13693,[]
13694,[]
13695,None
13696,[]
13697,['Snatch Soundtrack (Golden Brown)']
13698,None
13699,['Rolling Stones- Play With Fire with Lyrics']
13700,['Lady Gaga - Bad Romance']
13701,[]
13702,[]
13703,['stanley clarke - wild dog']
13704,[]
13705,[]
13706,['Chamillionaire - When Ya On ft. Nipsey Hussle']
13707,['The Faint - Glass Danse']
13708,['No Doubt - Sunday Morning']
13709,"[""No Doubt - It's My Life""]"
13710,['Geek USA [live] - Smashing Pumpkins']
13711,['Gwen Stefani - Luxurious ft. Slim Thug']
13712,"['[HD]Last Exile - Fam, the Silver Wing - OP [Buddy] Band cover']"
13713,"['Medeski Martin & Wood "" Latin Shuffle"" (Combustication)1998']"
13714,['t.A.T.u. - All The Things She Said']
13715,['Blur - Coffee And TV']
13716,['The Cardigans - Lovefool']
13717,['Natalie Imbruglia - Torn (Official Video)']
13718,None
13719,None
13720,['Michael Jackson - You Are Not Alone (Official Video)']
13721,[]
13722,[]
13723,[]
13724,['Helloween  Space Oddity']
13725,"['Wham! - Everything She Wants (Official Video)', 'Depeche Mode - Everything Counts (Remastered Video)', 'Depeche Mode - Strangelove (Remastered Video)']"
13726,[]
13727,[]
13728,['Queens Of The Stone Age - No One Knows']
13729,['Mandelbrot Set']
13730,['Helloween - Light The Universe (2006)']
13731,['Mika - Elle Me Dit (clip officiel)']
13732,"['The Police - Every Little Thing She Does Is Magic', 'Rolo Tomassi - I Love Turbulence (OFFICIAL VIDEO)', 'Septic Flesh - A Great Mass of Death']"
13733,['M.I.A. - Boyz']
13734,[]
13735,['M.I.A. - Boyz']
13736,None
13737,['A Perfect Circle - Passive']
13738,"[""Shaggy - It Wasn't Me""]"
13739,"['The Police - Every Little Thing She Does Is Magic', 'Rolo Tomassi - I Love Turbulence (OFFICIAL VIDEO)', 'Septic Flesh - A Great Mass of Death']"
13740,['Squeeze Box The Who']
13741,[]
13742,None
13743,"['The Killers - Mr. Brightside', 'Pink Floyd - Pigs']"
13744,None
13745,['Midnight Flower-Katharine Blake']
13746,[]
13747,[]
13748,"[""Uriah Heep - Easy Livin'""]"
13749,"['Arcade Fire-Une annee sans lumiere', 'Morphine - The other side']"
13750,['Hybrid - True To Form']
13751,['Maroon 5- Get Back in my Life w/ onscreen lyrics + HD']
13752,['Aly & AJ - Chemicals React']
13753,"[""The White Stripes - It's My Fault For Being Famous""]"
13754,['Bulb - Ow! My Feelings.wmv']
13755,['Tutu (live) Miles Davis']
13756,['Falconer - Ravenhair']
13757,['Doomtree - Little Mercy']
13758,[]
13759,[]
13760,[]
13761,['Local Natives-Stranger Things (lyrics)']
13762,['Missy Higgins - Katie']
13763,[]
13764,['Skalpel - Konfusion']
13765,['Birds of Fire - Mahavishnu Orchestra']
13766,[]
13767,['Gotye - Somebody That I Used To Know (feat. Kimbra) - official video']
13768,['ANCIENT BARDS - THE BIRTH OF EVIL [Official Videoclip]']
13769,['STEELWING - Roadkill (...Or Be Killed) (Official)']
13770,['Jazzpospolita - 01 - Laszlo And Cousins']
13771,[]
13772,['Colosso - In Turmoil']
13773,['Delerium - Flowers Become Screens']
13774,['Gingerbread Coffin']
13775,"[""Rasputina - Why Don't You Do Right""]"
13776,['DLC PLC - Dan Bull']
13777,[]
13778,[]
13779,"[""Rasputina - Why Don't You Do Right"", 'The Guild - Do You Wanna Date My Avatar']"
13780,[]
13781,['Andreas_-_Make_Love_ Kazaky Fail']
13782,None
13783,['Arsenal & Gabriel Rios - The Coming']
13784,[]
13785,"[""Therapy? - Heaven's gate""]"
13786,[]
13787,['Mike Mictlan - Soul Survivor']
13788,None
13789,[]
13790,['Technotronic - Pump Up The Jam']
13791,"[""Hell's Belles: Back In Black""]"
13792,[]
13793,['The Na-Na Song -- Sheryl Crow']
13794,['Spice Girls - Spice Up Your Life']
13795,"['Andrew Bird - ""Imitosis""']"
13796,['Sigur R\xc3\xb3s - Hopp\xc3\xadpolla']
13797,['Katy Perry-Teenage Dream(Death Metal Version)']
13798,['Pachelbel - Canon In D Major. Best version.']
13799,['Industrial Dance (Biochemical) Alien Vampires - Control The Universe']
13800,['beauty fiend de my ruin']
13801,['Gordon Freeman Saved My Life! Half Life song by Miracle Of Sound']
13802,['I Can Dream About You  -  Dan Hartman (HQ Audio)']
13803,['Death Grips - The Fever (Aye Aye)']
13804,"['Ellie Goulding - Lights (Bassnectar Remix)', ""Death Note Soundtrack - L's Theme""]"
13805,[]
13806,[]
13807,['Blue Bossa -Dexter Gordon']
13808,"['Prodigy Spitfire', 'The Prodigy - Get Up Get Off', 'The Prodigy- Invaders Must Die (Official Video)']"
13809,[]
13810,[]
13811,['Sword - FTW (follow the wheel) - video']
13812,['RAMONES - Carbona Not Glue']
13813,['Helloween - Magnetic Fields']
13814,['Helloween - Mr. Ego (1994)']
13815,['Mekons - Ghost of American Astronauts']
13816,['SKRILLEX - Bangarang feat. Sirah [Official Music Video]']
13817,['I Would Set Myself on Fire For You - Chinese Freeze Tag']
13818,[]
13819,['Diablo Swing Orchestra - Lucy Fears The Morning Star']
13820,None
13821,['Mazzy Star - Into Dust (w. lyrics)']
13822,[]
13823,"[""Don't Stop - InnerPartySystem""]"
13824,[]
13825,"['Get off of my cloud,, The Rolling Stones']"
13826,None
13827,['Hole-Violet']
13828,[]
13829,['Hole-Northern Star']
13830,[]
13831,['Guided By Voices - Over The Neptune/Mesh Gear Fox']
13832,['AC/DC If You Want Blood']
13833,['P!nk - Stupid Girls']
13834,['Tetris WITH LYRICS - brentalfloss']
13835,[]
13836,[]
13837,['Metallica - Jump In The Fire (Power Metal - Demo)']
13838,['Linda Perhacs - Parallelograms']
13839,['Lil Wayne - 3 Peat']
13840,['Eyehategod ~ Blank']
13841,['Lana Del Rey - Blue Jeans (Fuxwitit Dubstep Remix)']
13842,['Plug in Stereo - Rackets (Lyric Video)']
13843,['Within Temptation - The Howling (Lyrics)']
13844,['A Song About an Anglerfish']
13845,[]
13846,"['the american analog set - hard to find', 'Mclusky - To Hell With Good Intentions']"
13847,['Mahavishnu Orchestra - Meeting Of The Spirits']
13848,[]
13849,"[""Girls' Generation \xec\x86\x8c\xeb\x85\x80\xec\x8b\x9c\xeb\x8c\x80 'Gee' MV""]"
13850,[]
13851,[]
13852,[]
13853,['Cibo Matto - Sugar Water (Video)']
13854,[]
13855,['Damian Marley Welcome To Jamrock lyrics on SCREEN']
13856,"[""In Fate's Hands- The Red Jumpsuit Apparatus""]"
13857,None
13858,[]
13859,['Mahavishnu Orchestra: you know you know']
13860,None
13861,['Magrudergrind - Fools Of Contradiction']
13862,['Damian Marley Welcome To Jamrock lyrics on SCREEN']
13863,['Thimble Island - Rasputina']
13864,[]
13865,['Elliott Smith - Angeles']
13866,['Power rangers ultimate metal version']
13867,['Erasure - a little respect - with lyrics.']
13868,[]
13869,['Lushlife Project - Spielplatz']
13870,None
13871,"['Symphony of Science - ""Children of Africa"" (The Story of Us)']"
13872,['Man With No Country - Flogging Molly']
13873,[]
13874,['CLUTCH The Regulator']
13875,"['Green Jello ""Little Pig, Little Pig"" \xe2\x80\x8c\xe2\x80\x8c - Bohemia Afterdark']"
13876,['Soundgarden - Black Hole Sun']
13877,['Yellowcard - Breathing - with lyrics']
13878,['Come what may  lyrics']
13879,[]
13880,['Ready to Believe - Edison.wmv']
13881,['Super Mario Galaxy: OST #17 - Gusty Garden Galaxy']
13882,['Britney Spears - Everytime']
13883,['Billy Talent - Rusted From The Rain - Official Video']
13884,[]
13885,['Wisp- Trees Like Toys']
13886,[]
13887,[]
13888,None
13889,[]
13890,['Korn - Falling Away From ME']
13891,['Caro Emerald - That Man (Official Video)']
13892,['Low Sea - Falling  (The Light)']
13893,['Prologue by Loreena McKennitt/Quotes from Rumi']
13894,[]
13895,['Donna Summer- Hot Stuff']
13896,['Aaron Spectre - Mordor']
13897,['STS9 - The Spectacle (Ott Remix)']
13898,['Guided By Voices - Keep It Motion']
13899,[]
13900,['Tool the patient']
13901,['Noisia - Vanishing Point']
13902,['Star Wars: Sith Hymn  - Darth Nihilus Tribute']
13903,[]
13904,"[""Lisa Hannigan - I Don't Know""]"
13905,['Cypress Hill - Hits From The Bong']
13906,['Praise You - Fatboy Slim ~ Lyrics']
13907,['Local H - Bound For The Floor']
13908,[]
13909,[]
13910,[]
13911,['Anti-Flag - Fuck The Flag']
13912,['Our Lady Peace- Whatever w lyrics']
13913,['Modern Lovers - Pablo Picasso']
13914,[]
13915,['Judge Dread-Big Seven']
13916,"[""Fat Freddy's Drop - Ernie (Based on a True Story)""]"
13917,['TRINITY BLOOD AMV-Dress mix (op.) by Buck Tick']
13918,['Inception - The Soundtrack - Time']
13919,"['HIFANA ""Hanabeam""']"
13920,['Lite (Coolroy) - Golden']
13921,"[""Therapy? - Stop It You're Killing Me""]"
13922,"['Pink Floyd - Shine On You Crazy Diamond (Part One)', 'Shine on you crazy diamond Part two - Pink Floyd']"
13923,"[""FatLip - What's Up Fat Lip?""]"
13924,[]
13925,['public enemy - he got game ( HQ )']
13926,[]
13927,"['Gorillaz- ""911""']"
13928,['King of Assmilk Flowers (Tyler the Creator & Neutral Milk Hotel mashup)']
13929,[]
13930,[]
13931,['Al Green-Lets Stay Together']
13932,[]
13933,['Harry Potter || dirty elegance']
13934,[]
13935,None
13936,['Dir en Grey - Diabolos']
13937,['RAMONES - Beat on the Brat']
13938,['dj cam - tek 9 Seven days (dj spinna instrumental remix).wmv']
13939,"[""Simple Minds - Don't You (Forget About Me)""]"
13940,None
13941,None
13942,[]
13943,['Chelsea Wolfe - Movie Screen (at Room 205)']
13944,['Voltaire- Almost Human']
13945,['Pearly Dewdrops Drops - Cocteau Twins']
13946,['Nomeansno - I See a Mansion in The Sky']
13947,['BAH\xd0\xaf  - Nostalgia']
13948,['The Video Game Rock Medley (FreddeGredde)']
13949,"['The Band, The Night They Drove Old Dixie Down', 'The Band, Up On Cripple Creek']"
13950,['Equinox - The Phantoms']
13951,['Captain Beefheart - Electricity']
13952,[]
13953,"['A Trip on the Tram - Do Make Say Think - ""Chinatown""']"
13954,['TLC - Creep']
13955,['TLC - Unpretty (Video Version)']
13956,[]
13957,None
13958,[]
13959,None
13960,['Melvins - At the stake (studio version)']
13961,['mf doom - my favorite ladies']
13962,None
13963,[]
13964,[]
13965,['Misdemeanor - Let Me Know [2002]']
13966,[]
13967,['Tally Hall - Two Wuv']
13968,[]
13969,[]
13970,[]
13971,['Alex Clare - Too Close (OFFICIAL VIDEO)']
13972,['Imogen Heap - Hide and Seek (ENiGMA Dubz Remix)']
13973,['Feist - Anti-Pioneer']
13974,"['Alex Clare - Too Close (OFFICIAL VIDEO)', 'Napalm Death - Time Waits For No Slave']"
13975,['Lullaby( The Divorce Song)- Stephen Lynch']
13976,['Star Pimp - Roche Limit']
13977,['The Jolts - DXM']
13978,None
13979,None
13980,None
13981,[]
13982,"['Regina Spektor - ""On The Radio"" [Official Music Video]']"
13983,[]
13984,['(hed) pe - Sabra Cadabra']
13985,['Wagawaga-Pitjantjatjara DUB drop the Basse']
13986,['Elton John -  Bennie and the Jets (Yellow Brick Road 3 of 21)']
13987,"['Under - Gravity', 'Jenny Owen Youngs - Fuck Was I']"
13988,['In Flames - Dead Alone']
13989,['Dead Kennedys - Government Flu']
13990,[]
13991,['Britney Spears - Freakshow']
13992,['No Age - Depletion']
13993,None
13994,['Avantasia - Wastelands (Michael Kiske)']
13995,"['M.I.A. - ""Bad Girls"" (Official Video)']"
13996,['PSEUDOGOD - Branded By Hornz']
13997,['The Moody Blues- Nights In White Satin']
13998,['Sixx: A.M. - This Is Gonna Hurt (Lyrics)']
13999,['Morbid Angel-Suffocation']
14000,"[""Qwote - Shawty It's Your Booty""]"
14001,[]
14002,['Hockey - Too Fake (RAC Mix)']
14003,['Boston-More Than A Feeling']
14004,[]
14005,"[""Michael Monroe with Axl Rose - Dead, Jail or Rock n' Roll""]"
14006,None
14007,['I Adore You']
14008,['Queen Adreena - Sleeping pill']
14009,[]
14010,['Helloween Why']
14011,[]
14012,"[""Symphony of Science - 'We Are All Connected' (ft. Sagan, Feynman, deGrasse Tyson & Bill Nye)""]"
14013,[]
14014,['Half On A Sack - Three 6 Mafia']
14015,['Fiona Apple - Shadowboxer']
14016,"[""Kid Koala - Emperor's Main Course""]"
14017,[]
14018,[]
14019,['t.A.T.u. - All About Us (Uncensored)']
14020,['*: ) English ver. PONPONPON -MSP Candy Remix\xe3\x80\x90kalon.\xe3\x80\x91']
14021,[]
14022,['yesterday']
14023,['Of Monsters and Men - Lakehouse']
14024,['Far Away - Nickelback - Lyrics    (miss you)']
14025,['Tori Amos - Cornflake Girl (U.S. Version)']
14026,[]
14027,['Better Days (Tom Fall Remix) - A State of Trance 517.wmv']
14028,None
14029,['Buffalo Bill Dance Goodbye Horses Silence of the Lambs']
14030,None
14031,"['BALEETED', 'Beck - Corvette Bummer (Loser single)']"
14032,['Beck - Corvette Bummer (Loser single)']
14033,None
14034,['Hetalia - England has the Magic']
14035,[]
14036,None
14037,['M.I.A-Hit That']
14038,['Actress - Shadow From Tartarus']
14039,[]
14040,None
14041,['Mother Mother - The Stand']
14042,['Chairlift - Amanaemonesia (Video)']
14043,['Dinosaur Jr - The Lung']
14044,['Signum - Shamisan (Shogun Remix)']
14045,['Gazette - Filth in the Beauty.vob']
14046,"['Paula Abdul - Rush, Rush']"
14047,[]
14048,['The Stooges - Loose']
14049,"[""Squarepusher - 'Dark Steering' taken from 'Ufabulum'""]"
14050,[]
14051,['Battles | Futura | A Take Away Show']
14052,['Trey Songz - Heart Attack [Audio]']
14053,"[""Tom Jones, It's Not Unusual (with Lyrics).""]"
14054,['Cypress Hill - Insane In The Brain (Official Video)']
14055,['Enigma - Push the Limits']
14056,['Caribou - Jamelia']
14057,['Ambrosia - Biggest Part of Me (HQ)']
14058,['Queen - Another One Bites the Dust (Official Video)']
14059,[]
14060,"[""Blue Oyster Cult: Burnin' For You""]"
14061,[]
14062,['Helloween - Future World']
14063,"['""Dreaming of You""- The Coral- Lyrics']"
14064,[]
14065,"[""Sonata Arctica - Don't Say a Word""]"
14066,['DJ Bootsie - Kite over Faurndau (Unofficial video)']
14067,[]
14068,['Plaid - Even Spring']
14069,['Billy Idol - Rebel Yell (Lyrics)']
14070,"['Tobin Sprout - Jealous Mantels', 'Cryptic Shapes - Tobin Sprout']"
14071,None
14072,['P&B']
14073,['Devendra Banhart- Canela']
14074,['Pink Floyd Pigs (three different ones) Animal']
14075,[]
14076,['R\xc3\xb6yksopp - Vision One (HD Version)']
14077,['Book of Love-Peter Gabriel']
14078,['Hammerfall - Hearts on Fire']
14079,['Robyn - hang with me ( lyrics on screen )']
14080,"[""Monster Magnet - Blow 'em Off (with lyrics)""]"
14081,['SLik D - Let You Know']
14082,[]
14083,[]
14084,['Madonna - Crazy For You (Official Music Video)']
14085,[]
14086,['Sleater-Kinney - The Fox']
14087,['Metallica(S&M)-Ecstasy of Gold']
14088,['HEYYEYAAEYAAAEYAEYAA']
14089,[]
14090,[]
14091,['Van Halen-Right now']
14092,['Was It a Lie - Sleater Kinney']
14093,[]
14094,['HEYYEYAAEYAAAEYAEYAA']
14095,['Air - Le Soleil Est Pres De Moi']
14096,['Hammock- Birds Flying Sequence']
14097,[]
14098,"[""Death Grips - I've Seen Footage (Official Video)""]"
14099,['Beastie Boys - (You Gotta) Fight For Your Right (To Party)']
14100,['Scott Weiland - Barbarella']
14101,['Denis Leary - Asshole (Uncensored Version)']
14102,[]
14103,[]
14104,"[""Christina Aguilera - Can't Hold Us Down (VIDEO)""]"
14105,['Einstein vs Stephen Hawking -Epic Rap Battles of History #7']
14106,[]
14107,['Diablo I & II Soundtrack - Tristram Village']
14108,"[""Sleater Kinney - Burn, Don't Freeze""]"
14109,['Dj Sharpnel - Pretty Green Onions']
14110,[]
14111,"['Rasputina- Rats', 'Rasputina - Dwarf Star']"
14112,['I Adore You - Queen Adreena']
14113,[]
14114,"[""pearl jam (with sleater-kinney) - rockin' in the free world""]"
14115,[]
14116,['Tupac - Changes OG']
14117,[]
14118,['Cowboy Bebop OST 4 - No money']
14119,['why? - good friday']
14120,['Diablo Swing Orchestra \xe2\x80\x94\xc2\xa0Voodoo Mon Amour']
14121,[]
14122,None
14123,['Love Among Freaks - Clerks']
14124,['KOAN SOUND  One Hand Clap']
14125,['Wisin & Yandel - Sexy Movimiento']
14126,['Milow - Ayo Technology (Official Music Video)']
14127,['Cranes - Everywhere']
14128,None
14129,['Sadistik - Playing God']
14130,['Coldplay - The Scientist']
14131,['Tenacious D - Fuck Her Gently']
14132,['Leona Lewis-Better in Time w/lyrics']
14133,None
14134,['Lemon Jelly - The Staunton Lick']
14135,['Aphex Twin  - Flim']
14136,['Rolling Stones - Midnight Rambler live 1973']
14137,"[""Bobby McFerrin - Don't Worry Be Happy""]"
14138,['Wolf & Lamb - If u had (Shaun Reeves Edit)']
14139,['William Grant Still.  Symphony 1 Afro-American.(III) Detroit S.O. Neeme J\xc3\xa4rvi']
14140,[]
14141,['THePETEBOX Future Loops - Panther Dance - Beatbox Loop Pedal']
14142,['Pop That P***y']
14143,['Chuck Berry - Johnny B Good Lyrics']
14144,['Thrice - Stare at the sun']
14145,['Gotye - Somebody That I Used To Know (feat. Kimbra) - official video']
14146,"[""Jason Mraz - I Won't Give Up [Official Video]""]"
