,0,1
179,,
180,,
181,"I know it's not my place  To tell you what you're doing wrong  Sometimes I think about your face  And there's times that I don't think of you at all  So tell me you need me and I will stay  You believe me and I will wait  That you'd come back for me every time I fall  In your heart there's just no place  There's no room to make a mistake  And with one wrong turn you would never make it home  I know you would never say  What I did that made you feel so small  Spent the whole year on my face  Now with a little help I'll stand up on my own, my own  So tell me you need me and I will stay  You believe me and I will wait  That you'd come back for me every time I fall  In your heart there's just no place  There's no room to make a mistake  And with one wrong turn you would never make it home  If you want me  Then you got me  Just never leave me alone  So tell me you need me and I will stay  You believe me and I will wait  That you'd come back for me every time I fall  Tell me your heart will never change  That you'll always feel the same  That you'll stand beside me even if you think I'm wrong  I was wrong  If you want me  Then you got me  Just never leave me alone...",
182,,
183,"I watch your window for hours Moon has set down without us All by ourselves riding in the front seat Watch the sun come up All by ourselves we would run Remember? It was so long ago It was a long time ago Feel your hand close beside me Hear the highway behind me All by ourselves we made love  Under the sleeping moonless night All by ourselves we would run Remember? It was so long ago It was a long time ago I couldn't stop you crying Or stop myself from fighting back I tried but never hard enough Don't you remember, love? All by myself I can see it like it's right before my eyes By myself time goes by Remember? It was so long ago It was a long time ago",
184,"People won't be people When they hear this sound That's been glowing in the dark at the edge of town People won't be people No, the people won't be people when they hear this sound Won't you show me what begins at the edge of town People won't be people When they hear this sound That's been glowing in the dark at the edge of town People won't be people No, the people won't be people when they hear this sound Won't you show me what begins at the edge of town Singer is a crook, whoa, ey, oh Singer is a crook, whoa, ey, oh Singer is a crook, whoa, ey, oh Singer is a crook, whoa, ey, oh Kitchen is the cook, whoa, ey, oh Scissors are the barbers, whoa, ey, oh Singer is a crook, whoa, ey, oh The chorus full of actors People won't be people When they hear this sound That's been glowing in the dark at the edge of town People won't be people No, the people won't be people when they hear this sound Won't you show me what begins at the edge of town People won't be people When they hear this sound That's been glowing in the dark at the edge of town People won't be people No, the people won't be people when they hear this sound Won't you show me what begins at the edge of town Singer is a crook, whoa, ey, oh Singer is a crook, whoa, ey, oh Singer is a crook, whoa, ey, oh Singer is a crook, whoa, ey, oh Kitchen is the cook, whoa, ey, oh Scissors are the barbers, whoa, ey, oh Singer is a crook, whoa, ey, oh The chorus full of actors People won't be people When they hear this sound That's been glowing in the dark at the edge of town People won't be people No, the people won't be people when they hear this sound Won't you show me what begins at the edge of town People won't be people When they hear this sound That's been glowing in the dark at the edge of town People won't be people No, the people won't be people when they hear this sound Won't you show me what begins at the edge of town",
185,,
186,And with the early dawn Moving right along I couldn't buy and eyeful of sleep And in the aching night under satellites I was not received Built with stolen parts A telephone in my heart Someone get me a priest To put my mind to bed This ringing in my head Is this a cure or is this a disease Nail in my hand From my creator You gave me life Now show me how to live  Nail in my hand From my creator You gave me life Now show me how to live And in the after birth On the quiet earth Let the stains remind you You thought you made a man You better think again Before my role defines you Nail in my hand From my creator You gave me life Now show me how to live Nail in my hand From my creator You gave me life Now show me how to live And in your waiting hands I will land And roll out of my skin And in your final hours I will stand Ready to begin  Nail in my hand From my creator You gave me life Now show me how to live Nail in my hand From my creator You gave me life Now show me how to live Show me how to live,
187,,
188,,
189,,
190,,
191,,
192,"Ha ha Its Mr. 305 checkin' in for the remix You know thats 75 Street Brazil? Well this year gon' be called Calle Ocho Ha ha ha ha Que ola cata Que ola omega And this how we goin' do it Dale One-two-three-four Uno-do'-tres-cuatro I know you want me (want me) You know I want cha (want cha) I know you want me You know I want cha (want cha) I know you want me (want me) You know I want cha (want cha) I know you want me You know I want cha (want cha) One-two-three-four Uno-do'-tres-cuatro Rumba (sí) Ella quiere su rumba (¿cómo?) Rumba (sí) Ella quiere su rumba (¿cómo?) Sí es verdad que tú eres guapa Yo te voy a poner gozar Tú tiene la boca grande Vale ponte a jugar (¿cómo?) One-two-three-four Uno-dos-tres-cuatro (woo-oh!) Stick to the clock, on my way to the top uh Pit got it locked from brews to the locker R-I-P uh, big and pac That he's not, but damn he's hot Label flop but Pit won't stop Got her in the car, quit playin' with his (¿cómo?) Watch him make a movie like Alfred Hitchcock, ha enjoy me I know you want me (want me) You know I want cha (want cha) I know you want me You know I want cha (want cha) I know you want me (want me) You know I want cha (want cha) I know you want me You know I want cha (want cha) One-two-three-four Uno-do'-tres-cuatro Rumba (sí) Ella quiere su rumba (¿cómo?) Rumba (sí) Ella quiere su rumba (¿cómo?) Sí es verdad que tú eres guapa Yo te voy a poner gozar Tú tiene la boca grande Vale ponte a jugar (¿cómo?) One-two-three-four Uno-do'-tres-cuatro (Woo-oh!) Mami got an ass like a donkey, with a monkey Look like King Kong, welcome to the crib 3-0-5 that's what it is With a woman down here are the shh don't play games They off the chain, and they let her do everythang and anythang, anythang And they love it gettin' it in, gettin' on All night long (dale) I know you want me (want me) You know I want cha (want cha) I know you want me You know I want cha (want cha) I know you want me (want me) You know I want cha (want cha) I know you want me You know I want cha (want cha) One-two-three-four Uno-do'-tres-cuatro Rumba (sí) Ella quiere su rumba (¿cómo?) Rumba (sí) Ella quiere su rumba (¿cómo?) Sí es verdad que tú eres guapa Yo te voy a poner gozar Tú tiene la boca grande Vale ponte a jugar (¿cómo?) One-two-three-four Uno-do'-tres-cuatro Baby you can get it, if you with it we can play, Baby I got cribs, I got condos we can stay, Even got a king size mattress we can lay, Baby I don't care, I don't care, what they say I know you want me (want me) You know I want cha (want cha) I know you want me You know I want cha (want cha) I know you want me (want me) You know I want cha (want cha) I know you want me You know I want cha (want cha) One-two-three-four Uno-do'-tres-cuatro Rumba (sí) Ella quiere su rumba (¿cómo?) Rumba (sí) Ella quiere su rumba (¿cómo?) Sí es verdad que tú eres guapa Yo te voy a poner gozar Tú tiene la boca grande Vale ponte a jugar (¿cómo?) One-two-three-four Uno-do'-tres-cuatro",
193,"Blas-blas-blas-blas-blast out Blast out, speakers, I am the seeker Blast out, speakers, I am the seeker Blast out, speakers, I am the seeker (Bang this future world) Best kept secret Spit heat rocks on the track-track Spit heat rocks on the track, or a boombox Spit heat rocks on the track, or a boombox, seat hot, 'cause we won't try to be where sheet knock Spit heat rocks on track, track-track (Boombox) Spit heat rocks on the track, or the boombox (Boombox) Seat hot, bla bla blast out Blast out speakers, I am the seeker Bang this future world, best kept secret Boom, boom, boom, boombox Boom boom. Seat hot, blablablablast out There's nothin' in life that I can't achieve,  'Cause there's nothin' in life that I can't achieve 'Cause there's nothin' in life that blas-blast out Blast out speakers, I am the seeker. Bang this future world, best kept secret Bla bla bla blast out",
194,,
195,,
196,,
197,"I've been thinking about you lately You're on my mind You do something to me baby In ways I can't define Whatever you're doing You're doing it well What is your secret Won't you please tell 'Cause my head is spinning Spinning around You let me know boy I won't let you down You put a spell on me I don't know what to do It's an ability That drives me closer to you Your magic Has got me where I want to be Your magic Is happening in front of me There's a power within you baby It's controlling me I know there's no way to fight it I'll let it be Whatever you're doing You're doing it well What is your secret Won't you please tell 'Cause my head is spinning Spinning around You let me know boy I won't let you down You put a spell on me I don't know what to do It's an ability That drives me closer to you Your magic Has got me where I want to be Your magic Is happening in front of me You put a spell on me I don't know what to do It's an ability That drives me closer to you Your magic Has got me where I want to be Your magic Is happening in front of me Can you feel the power lurking baby girl I think the spell is working, o-ooh Can you feel the power lurking baby girl I think the spell is working ooh You put a spell on me I don't know what to do It's an ability That drives me closer to you You put a spell on me I don't know what to do It's an ability That drives me closer to you Your magic Has got me where I want to be Your magic Is happening in front of me You put a spell on me I don't know what to do It's an ability That drives me closer to you Your magic Has got me where I want to be Your magic Is happening in front of me",
198,,
199,,
200,,
201,,
202,"The siren sings a lonely song Of all the wants and hungers The lust of love, a brute desire The ledge of life goes under Divide the dream into the flesh Kaleidoscope and candle eyes Empty winds scrape on the soul But never stop to realize Animal whisperings intoxicate the night Hypnotize the desperate, slow motion light Wash away into the rain, blood, milk and sky Hollow moons illuminate and beauty never dies Running wild, running blind I breathe the body deep 1, 000 years beside myself I do not sleep Seduce the world it never screams Dead water lies Ride the only one who knows Beauty never dies",
203,,
204,"Play dead again. It just might stop before the end. If I pretend you may not see the pain I'm in. So close to me, can't tell what I'm supposed to be. Don't stop to breathe, can't bear to think what you might see. This tourniquet, these blessed hands around my head So I can keep from... Bleeding. I've got to find a way to stop before it starts. Finding its way through my veins right to my heart. I never thought it something everyone could see. And it kills within me. I won't, I won't leave without a trace. I won't be erased. It's in my head, I can't forget what you once said. The words I read, the fractured soul that I can't mend. Right here with me, killing the void I used to be. Remembering through fading sparks of memory. Two broken hands lift seven wounds and fight to stand To keep the lungs from.. Caving. I've got to find a way to stop before it starts. Finding its way through my veins right to my heart. I never thought it something everyone could see. And it kills within me. I won't, I won't leave without a trace. I won't be erased. Turning. It's moving. Escaping right through me. I care not. I bleed not. For you I believe not. I play dead.",
205,"Starry night bring me down 'Till I realize the moon It seems so distant yet I felt it pass right through And I see what I see A new world is over me So I'll reach up to the sky And pretend that I'm a Spaceman in another place and time I guess I'm lookin' for a brand new place Is there a better life for me? Subtle wind blow me gone Let me rest upon your move I trust I'll end up sleeping Cradled in my doom And I feel what I feel I can't grasp what is not real So I'll get myself real high And imagine I'm a Spaceman, in another place and time I guess I'm lookin' for a brand new place Is there a better life for me? And I remember in my mind They say I'm a daydreamin' Is it all that it seems Or am I all the things I'm looking for? Yeah yeah, and I see what I see A new world is over me And I'll reach up to the sky And imagine I'm a Spaceman in another place and time I guess I'm lookin' for a brand new place I remember living in a different life Is there a better life for me?",
206,"Well, it would've been Could've been worse than you would ever know Oh, the dashboard melted But we still have the radio Oh, it should've been Could've been worse than you would ever know Well, you told me about nowhere Well, it sounds like someplace I'd like to go Oh, it could've been Should've been worse than you would ever know Well, the windshield was broken But I love the fresh air ya know (The dashboard melted, but we still have the radio) Oh, it would've been Could've been worse than you would ever know, oh! (The dashboard melted, but we still have the radio) Oh, we talked about nothing Which was more than I wanted you to know-oh-oh-oh-oh Now here we go! Oh, it would've been Could've been worse than it had even gone Well, the car was on blocks, but I was already where I want (It was impossible, we ran it good, we ran it good) Why should we ever even ever really even get to know? (It was impossible, we ran it good, we ran it good) Oh, if the world don't like us It'll shake us just like we were a co-oh-oh-oh-old Now here we go! Well, we scheme, and we scheme, but we always blow it We've yet to crash, but we still might as well enjoy it Standing at a light switch to each east and west horizon Every dawn you're surprising And the evening was consoling Saying, ""See, it wasn't quite as bad as"" Well, it would've been Could've been worse than you would ever know I was patiently erasing and recording the wrong episodes After you had proved my point wrong It wasn't like I'd let it go, oh-oh-oh, oh-oh-oh I just wanted to catch the last laugh of this show Yeah, it would've been Could've been worse than you would ever know Oh, the dashboard melted, but we still have the radio (The dashboard melted, but we ran it good, we ran it good) Hard-wired to conceive, so much we'd have to stow it Even needs have needs, tiny giants made of tinier giants Don't wear eyelids so I don't miss the last laugh of this show (The dashboard melted, but we still have the radio) Oh, we could've been Should've been worse than you would ever know (The dashboard melted, but we still have the radio) Well, you told me about nowhere Well, it sounds like someplace I'd like to go-oh-oh-oh-oh Now here we go! Well, we scheme, and we scheme, but we always blow it We've yet to crash, but we still might as well enjoy it Standing at a light switch to each east and west horizon Every dawn you're surprising And the evening was consoling Saying, ""See, it wasn't quite as bad as"" Oh, it would've been Could've been worse than you would ever know",
207,,
208,,
209,,
210,"One night to be confused One night to speed up truth We had a promise made Four hands and then away Both under influence We had divine scent To know what to say Mind is a razorblade To call for hands of above, to lean on Wouldn't be good enough for me, no One night of magic rush The start: a simpel touch One night to push and scream And then relief Ten days of perfect tunes The colours red and blue We had a promise made We were in love To call for hands of above, to lean on Wouldn't be good enough for me, no To call for hands of above, to lean on Wouldn't be good enough for me, no And you You knew the hand of a devil And you Kept us awake with wolves teeth Sharing different heartbeats in one night To call for hands of above, to lean on Wouldn't be good enough for me, no To call for hands of above, to lean on Wouldn't be good enough for me, no",
211,,
212,,
213,,
214,,
215,,
216,,
217,,
218,,
219,,
220,,
221,,
222,,
223,,
224,,
225,"Step by step, heart to heart, left right left We all fall down, Step by step, heart to heart, left right left We all fall down like toy soldiers Bit by bit, torn apart We never win but the battle wages on for toy soldiers I'm suppose to be the soldier, who never blows his composure Even though I hold the weight of the whole world on my shoulders I ain't never suppose to show it, my crew ain't suppose to know it Even if it means going toe to toe with the Benzino, it don't matter I never drag 'em in battles that I can handle less I absolutely have to I'm suppose to set an example, I need to be the leader My crew looks for me to guide 'em If some shit ever just pop off I'm suppose to be beside 'em That Ja shit, I tried to squashed it, it was too late to stop it There's a certain line, you just don't cross it, and he crossed it I heard him say Hailie's name on a song and I just lost it It was crazy, this shit went way beyond some Jay Z and Nas shit And even though the battle was won, I feel like we lost it I spent so much energy on it, honestly I'm exhausted I'm so caught it I almost feel like I'm the one who caused it This ain't what I'm in Hip Hop for, it's not why I got in it That was never my object for someone to get killed Why would I want to destroy something I helped build It wasn't my intentions, my intentions were good I went through my whole career with out ever mentioning And that's just outta respect, for not running my mouth And talking about something that I knew nothing about Plus Dre told me stay out, just wasn't my beef, So I did I just fell back, watched and gritted my teeth while he's all over TV Now I'm talking a man who literally saved my life, like fuck it I understand, this is business and this shit just isn't none of my business But still knowing this shit could pop off at any minute cause Step by step, heart to heart, left right left We all fall down, like toy soldiers Bit by bit, torn apart We never win but the battle wages on for toy soldiers It used to be a time when you could just say a rhyme And wouldn't have to worry about one of your people dying But now it's elevated cause once you put someone's kids in it Shit gets escalated, it ain't just words no more, is it It's a different ball game, call names and you ain't just rapping We actually tried to stop the 50 and Ja beef from happening Me and Dre had sat with him, kicked it and had a chat with him And asked him not to start it, he wasn't gonna go after him Until Ja' start yappin' in magazines how he stabbed him Fuck 'em 50, smash him, mash him, and let him have it Meanwhile my intentions pulled me in other directions Some receptionist said the source who answers phones at his desk Has an erection for me and thinks That I'll be his resurrection Tries to blow the dust of his mic and make a new record But now he's fucked the game up cause one of the ways I came up Was through that publication, the same one that made me famous Now the owner of it got a grudge against me for nothing but fuck it That motherfucker can get it too, fuck 'em then But I'm so busy being pissed off, I don't stop to think That we just inherited 50's beef with Murder Inc And he's inherited mine, which is fine, ain't like either of us mind We still have soldiers that's on the front line that's willing to die for us As soon as we give the orders, never to extort us Strictly to show they support us Maybe shout 'em out in a rap or up in a chorus to show we love 'em back And to let 'em know how important it is to have Runyon Avenue soldiers up in our corners Their loyalty to us is worth more then any award is But I ain't trying to have none of my people hurt or murdered It ain't worth it, I can't think of a perfecter way to word it Then to just say that I love y'all too much to see the verdict I'll walk away from it all before I'll let it go any further But don't get it twisted, it's not a plea that I'm coping I'm just willing to be the bigger man If y'all can quit popping off at the jaws with the knocking 'Cause frankly I'm sick of talking I'm not gonna let someone else's coffin rest on my conscience 'cause Step by step, heart to heart, left right left We all fall down, like toy soldiers Bit by bit, torn apart We never win but the battle wages on for toy soldiers",
226,,
227,,
228,,
229,,
230,,
231,"Have I ever told you how good it feels to hold you It isn't easy to explain And though I really keep trying, I think I may start crying My heart can't wait another day When you kiss me I've just got to say see'mon baby (Baby I love you) Ooh-ee baby (Baby I love you) Baby I love only you (Whoa-oh, whoa-oh, whoa-oh) I can't live without you, I love everything about you I can't help it if I feel this way Oh I'm so glad I found you, I want my arms around you I love to hear you call my name Oh tell me that you feel the same see'mon baby (Baby I love you) Ooh-ee baby (Baby I love you) Baby I love only you (Whoa-oh, whoa-oh, whoa-oh) <brief instrumental interlude> C.mon baby (Baby I love you) C.mon baby (Baby I love you) Sweet baby (Baby I love you) FADE C.mon baby (Baby I love you) Ooh-ee baby (Baby I love you) Oh, oh oh",
232,,
233,,
234,,
235,,
236,,
237,I sit here clutching useless lists And keys for doors that don't exist I crack my teeth on pearls I tear into the history Just show me what it means to me in this world Cause I am due for a miracle I'm waiting for a sign I'll stare straight into the sun And I won't close my eyes Til I understand or go blind I see the parts but not the whole I study saints and scholars both No perfect plan unfurls Do I trust my heart of just my mind Why is truth so hard to find  In this world Yeah in this world Cause I am due for a miracle I'm waiting for a sign I'll stare straight into the sun And I won't close my eyes Til I understand or go blind I know that there's a point I've missed A shrine or stone I haven't kissed A scar that never graced my wrist A mirror that hasn't met my fist But I can't help feeling that I'm Due for a miracle I'm waiting for a sign I'll stare straight into the sun And I won't close my eyes,
238,"No one knows what it's like To be the bad man To be the sad man Behind blue eyes No one knows what it's like To be hated To be fated To telling only lies But my dreams They aren't as empty As my conscience seems to be I have hours, only lonely My love is vengeance That's never free No one knows what it's like To feel these feelings Like I do And I blame you No one bites back as hard On their anger None of my pain and woe Can show through But my dreams They aren't as empty As my conscience seems to be I have hours, only lonely My love is vengeance That's never free When my fist clenches, crack it open Before I use it and lose my cool When I smile, tell me some bad news Before I laugh and act like a fool And if I swallow anything evil Put your finger down my throat And if I shiver, please give me a blanket Keep me warm, let me wear your coat No one knows what it's like To be the bad man To be the sad man Behind blue eyes",
239,"Superstition, fear and jealousy Dead I am the one, exterminating son  Slipping through the trees, strangling the breeze  Dead I am the sky, watching angels cry  While they slowly turn, conquering the worm  Dig through the ditches  And burn through the witches  I slam in the back of my  Dragula!  Dig through the ditches  And burn through the witches  I slam in the back of my  Dragula!  Dead I am the pool, spreading from the fool  Weak and what you need, nowhere as you bleed  Dead I am the rat, feast upon the cat  Tender is the fur, dying as you purr  Dig through the ditches  And burn through the witches  I slam in the back of my  Dragula!  Dig through the ditches  And burn through the witches  I slam in the back of my  Dragula!  Do it baby, do it baby  Do it baby, do it baby  Burn like an animal  Dead I am the life, dig into the skin  Knuckle crack the bone, twenty one to win  Dead I am the dog, hound of hell you cry  Devil on your back, I can never die  Dig through the ditches  And burn through the witches  I slam in the back of my  Dragula!  Dig through the ditches  And burn through the witches  I slam in the back of my  Dragula!  Do it baby, do it baby  Do it baby, do it baby  Burn like an animal  Dig through the ditches  And burn through the witches  I slam in the back of my  Dragula!  Dig through the ditches  And burn through the witches  I slam in the back of my  Dragula!  Dig through the ditches  And burn through the witches  I slam in the back of my  Dragula!",
240,,
241,,
242,"La la la la la la Well she said I know but I just can't tell Everything you've just been saying Lucy was there as well in the dark When the kids in the band were playing No-one can hear a word I tell What the girl was singing See she must have been 16 or 18 I'm just past caring She was into the Stones when I was into the Roses She was breaking my bones when I was bursting their noses She would tell me a secret I would lose it the next day You're not pleased that you're easy Makes you sick in a bad way And all the while the girls sang La la la la and she sang Kickings for my sweetheart Bruises that I just don't miss And she said ""I can't love you anymore than this!"" La la la la la la la La la la la la la la Aw she said she said oh no no no no Let me yes why don't you kill me I said when I'm messed up like this Sweetheart you know that don't thrill me Said I would've been there if only I had been a little bit nicer I was dead by Sunday half dead scared just trying to please her She getting the pills when I was into her best friend She was chasing the thrills And living down at the West End She was pretty in braces I lived out of her window She said ""take me to London"" Tell me something I don't know And all the while the girls sang La la la la she sang Kickings for my sweetheart Bruises that I just don't miss And she said ""I can't love you anymore than this!"" La la la la la La la la la la La la la la la La la la la la She was into the Stones when I was into the Roses She was breaking my bones when I was bursting their noses She would tell me a secret I would lose it the next day You're not pleased that you're easy Makes you sick in a bad way And all the while the girls sang La la la la she sang Kickings for my sweetheart Bruises that I just don't miss And she said ""I don't like you You can't stand me I can't love you anymore than this""",
243,,
244,,
245,,
246,,
247,,
248,,
249,"Well it's a big big city and it's always the same Can never be too pretty, tell me your name Is it out of line if I was to be bold and say ""Would you be mine""? Because I may be a beggar and you may be the queen I know I may be on a downer I'm still ready to dream Though it's three o'clock, the time is just the time it takes for you to talk So if you're lonely why'd you say you're not lonely Oh you're a silly girl, I know I hurt it so It's just like you to come and go And you know me, no you don't even know me You're so sweet to try, oh my, you caught my eye A girl like you's just irresistible Well it's a big big city and the lights are all out But it's as much as I can do you know to figure you out And I must confess, my heart's in broken pieces And my head's a mess And it's four in the morning, and I'm walking along Beside the ghost of every drinker here who has ever done wrong And it's you, woo hoo, that's got me going crazy for the things you do So if you're crazy I don't care you amaze me But you're a stupid girl, oh me, oh my, you talk I die, you smile, you laugh, I cry And only, a girl like you could be lonely And it's a crying shame, if you would think the same A boy like me's just irresistible So if you're lonely, why'd you say you're not lonely Oh you're a silly girl, I know I hurt it so It's just like you to come and go And know me, no you don't even know me You're so sweet to try, oh my, you caught my eye A girl like you's just irresistible",
250,,
251,,
252,,
253,,
254,A friend of mine asked me Where has he been Where is he now? I said he'd been set free Shares a little joke with the world somehow Sounded like he'd make a halo When I heard his laughter floating It's all for fun you know He said he just let go Shares a little joke with the world World around you Never catches up with you How can I make you as happy as I am I feel like you're running I know we could fly Your eyes are never tired Your mind is on fire Your heart has never been satisfied Oh Some people are in love Some know everything can be done I think you're joking I believe half of you I want to journey I want to laugh with you After you Share a little joke with the world World around you Never catches up with you,
255,,
256,,
257,,
258,,
259,,
260,,
261,"Here I come again now baby Like a dog in heat Tell it's me by the clamor now baby I like to tap the streets Now I've been smoking for so long  You know I'm here to stay Got you in a stranglehold baby  You best get out of the way The road I cruise is a bitch now baby  You know you can't turn me 'round And if a house gets in my way baby You know I'll burn it down You remember the night that you left me You put me in my place Got you in a stranglehold now baby You're gone, I crushed your face Yeah, sometimes you want to get higher  A sometimes you gotta start low Some people think they gonna die someday I got news you never got to go old Come on, come on up Come on, come on up Come on, come on up Come on, come on up Come on, come on baby Come on, come on, come on, come on up Come on, come on, come on, come on baby Come on, come on, come on  The road I cruise is a bitch now baby  You know you can't turn me 'round Yeah and if a house gets in my way You know I'll burn it down You remember the night that you left me You put me in my place I got you in a stranglehold now baby Last night I crushed your face",
262,,
263,,
264,,
265,,
266,,
267,Welcome to our fortress tall Take some time to show you around Impossible to break these walls For you see the steel is much too strong Computer banks to rule the world Instruments to sight the stars Possibly I've seen to much Hangar 18 I know too much Foreign life forms inventory Suspended state of cryogenics Selective amnesia's the story Believed foretold but who'd suspect The military Intelligence Two words combined that can't make sense Possibly I've seen to much Hangar 18 I know too much,
268,,
269,,
270,"I looked up at the stars tonight To see your face and to feel your presence now I need you here right now I came from a lonely place Windows strewn in my darkest hour now I need you here right now I need you here 'Cause you won't leave me lonely 'Cause I can't go on You won't leave me broken In a world that's not my home 'Cause I'll be gone Until forever I'll be home Goodbye, my broken Sunday One love and one escape To another place where the pain and fear fade out I need you here right now I need you here 'cause you won't leave me lonely 'Cause I can't go on You won't leave me broken In a world that's not my home 'Cause I'll be gone Until forever I'll be home until my name is instance Oh, and we will never be alone Goodbye, my broken Sunday You won't leave me lonely 'Cause I can't go on You won't leave me broken In a world that's not my home 'Cause I'll be gone Until forever I'll be home Until my name is instance Oh And we will never be alone Goodbye, my broken Sunday",
271,,
272,,
273,,
274,,
275,,
276,,
277,,
278,,
279,"There are just too many times that people have tried to look inside of me Wondering what I think of you well I protect you out of courtesy Too many times that I've held on when I needed to push away Afraid to say what was on my mind Afraid to say what I need to say Too many things that you've said about me when I'm not around You think having the upper hand means you gotta keep putting me down But I've had too many standoffs with you it's about as much as I could stand So I wait till the upper hand is mine One minute you're on top The next you're not, watch it drop Making your heart stop Just before you hit the floor One minute you're on top The next you're not, missed your shot Making your heart stop You think you've won And then it's all gone So many people like me that put so much trust in all your lies So concerned with what you think to just say what we feel inside So many people like me walk on eggshells all day long All I know is that all I want is to feel like I'm not stepped on There are so many things you say that make me feel you cross the line What goes up will surely fall, and I am counting down the time 'Cause I've had so many standoffs with you it's about as much as I could stand So I waiting until the upper hand is mine One minute you're on top The next you're not, watch it drop Making your heart stop Just before you hit the floor One minute you're on top The next you're not, missed your shot Making your heart stop You think you've won And then it's all gone And then it's all gone And then it's all gone And then it's all gone Now it's all gone I know I'll never trust a single thing you say You realize you divide us but you lied anyway And all the lies have got you floating up above us all But what goes up has got to fall One minute you're on top The next you're not, watch it drop Making your heart stop Just before you hit the floor One minute you're on top The next you're not, missed your shot Making your heart stop You think you've won And then it's all gone And then it's all gone And then it's all gone And then it's all gone Now it's all gone",
280,,
281,,
282,,
283,"My insides all turned to ash, so slow And blew away as I collapsed, so cold A black wind took them away from sight And now the darkness over day, that night And the clouds above move closer Looking so dissatisfied But the heartless wind kept blowing, blowing I used to be my own protection, but not now Cause my path has lost direction, somehow A black wind took you away from sight And now the darkness over day, that night And the clouds above move closer Looking so dissatisfied And the ground below grew colder As they put you down inside But the heartless wind kept blowing, blowing So now you're gone, and I was wrong I never knew what it was like to be alone On a Valentine's Day, on a Valentine's Day On a Valentine's Day, on a Valentine's Day On a Valentine's Day (I used to be my own protection) On a Valentine's Day (but not now) On a Valentine's Day ('Cause my mind has lost direction On a Valentine's Day (somehow) On a Valentine's Day (I used to be my own protection On a Valentine's Day (but not now) On a Valentine's Day ('Cause my mind has lost direction On a Valentine's Day (somehow)",
284,,
285,,
286,,
287,,
288,,
289,,
290,,
291,"That's not the beginning of the end That's the return to yourself The return to innocence. Love Devotion Feeling Emotion Love Devotion Feeling Emotion Don't be afraid to be weak Don't be too proud to be strong Just look into your heart my friend That will be the return to yourself The return to innocence. If you want, then start to laugh If you must, then start to cry Be yourself don't hide Just believe in destiny. Don't care what people say Just follow your own way Don't give up and use the chance To return to innocence. That's not the beginning of the end That's the return to yourself The return to innocence. Don't care what people say Follow just your own way Follow just your own way Don't give up, don't give up To return, to return to innocence. If you want then laugh If you must then cry Be yourself don't hide Just believe in destiny.",
292,,
293,,
294,,
295,"Carry on my wayward son For there'll be peace when you are done Lay your weary head to rest Don't you cry no more Once I rose above the noise and confusion Just to get a glimpse beyond the illusion I was soaring ever higher, but I flew too high Though my eyes could see I still was a blind man Though my mind could think I still was a mad man I hear the voices when I'm dreamin', I can hear them say Carry on my wayward son For there'll be peace when you are done Lay your weary head to rest Don't you cry no more Masquerading as a man with a reason My charade is the event of the season And if I claim to be a wise man, it surely means that I don't know On a stormy sea of moving emotion Tossed about I'm like a ship on the ocean I set a course for winds of fortune, but I hear the voices say Carry on my wayward son For there'll be peace when you are done Lay your weary head to rest Don't you cry no more Carry on, you will always remember Carry on, nothing equals the splendor Now your life's no longer empty Surely heaven waits for you Carry on my wayward son For there'll be peace when you are done Lay your weary head to rest Don't you cry no more",
296,"He seemed impressed by the way you came in ""Tell us a story, I know you're not boring"" I was afraid that you would not insist ""You sound so sleepy, just take this, now leave me"" I said, please don't slow me down if I'm going too fast You're in a strange part of our town Yeah, the night's not over, you're not trying hard enough Our lives are changing lanes, you ran me off the road The wait is over, I'm now taking over You're no longer laughing, I'm not drowning fast enough Now every time that I look at myself ""I thought I told you, this world is not for you"" The room is on fire as she's fixing her hair ""You sound so angry, just calm down, you found me"" I said please don't slow me down if I'm going too fast You're in a strange part of our town Yeah, the night's not over, you're not trying hard enough Our lives are changing lanes, you ran me off the road The wait is over, I'm now taking over You're no longer laughing, I'm not drowning fast enough",
297,,
298,,
299,,
300,,
301,,
302,,
303,"You got a whole lot left to say now You knocked all your wind out You just tried too hard and you froze I know, I know What do you say, what do you say Just take the fall You're one of us The spotlight is on (Ahh ahh) Oh the spotlight is on, oh You know the one thing you're fighting to hold Will be the one thing you've got to let go And when you feel the war cannot be won You're gonna die to try what can't be done Gonna stay stay out but you don't care Now is there nothing like that inside of you anywhere Oh just take the fall You're one of us The spotlight is on (Ahh ahh) Oh the spotlight is on, yeah it's on Because everyone would rather watch you fall And we all are, yeah And we all are, yeah Just take a fall You're one of us The spotlight is on (Ahh ahh) Oh the spotlight is on (Just take the fall) Now you're one of us Now you're, now you're, now you're, now you're one of us Now you're, now you're, now you're one of us Oh the spotlight is on",
