,0,1
113,,
114,,
115,"There's 52 ways to murder anyone One and two are the same And they both work as well I'm coming clean for Amy Julie doesn't scream as well And the cops won't listen all night And so maybe I'll be over Just as soon as I fill them all in And I can't remember when I saw her last We were running around and having a blast But the backseat of the drive-in is so lonely without you I know when you're home I was thinking about you There was something I forgot to say I was crying on a Saturday Night I was out cruising without you They were playing our song Crying on a Saturday Night As the moon becomes the night time You go viciously, quietly away I'm sitting in the bedroom where we used to sit and smoke cigarettes Now I'm watching Watching you die",
116,"Red one, Konvict GaGa Oh oh eh I've had a little bit too much All of the people start to rush(start to rush by) A dizzy twister dance Can't find my drink or man Where are my keys? I lost my phone Whats goin' on, on the floor? I love this record baby but I can't see straight anymore keep it cool What's the name of this club? I can't remember but its alright, I'm a-alright Just dance! Gonna be okay Dada doo doot-n Just dance! Spin that record babe Da da doo doot-n Just dance! Gonna be okay D-d-d dance, dance, dance, just J-J-Just dance! Wish I could shut my playboy mouth How'd I turn my shirt inside out (inside out right) Control your poison babe Roses have thorns they say, And were all gettin' hosed tonight! What's goin' on, on the floor? I love this record baby but I can't see straight anymore keep it cool What's the name of this club? I can't remember but its alright, I'm alright Just dance! Gonna be okay Dada doo doot-n Just dance! Spin that record babe Da da doo doot-n Just dance! Gonna be okay D-d-d dance, dance, dance, just J-J-Just dance! When I come through on the dance floor checkin' out that catalog Can't believe my eyes so many women without a flaw And I ain't gonna give it up, steady trying to pick it up like a call I'm a hit up beat it up latch on to it until tomorrow yeah Shawty I can see that you got so much energy The way you twirlin' up them hips round and round And there is no reason at all why you can't leave here with me In the mean time stay let me watch you break it down Just dance! Gonna be okay Dada doo doot-n Just dance! Spin that record babe Da da doo doot-n Just dance! Gonna be okay D-d-d dance, dance, dance, just J-J-Just dance! Half psychotic sick hypnotic got my blueprint it's symphonic Half psychotic sick hypnotic got my blueprint electronic Half psychotic sick hypnotic got my blueprint it's symphonic Half psychotic sick hypnotic got my blueprint electronic Go use your muscle car-ve it out work it, hustle! Don't slow! Drive it clean it Lysol, bleed it Spend the lasto in your pocko Just dance! Gonna be okay Dada doo doot-n Just dance! Spin that record babe Da da doo doot-n Just dance! Gonna be okay D-d-d dance, dance, dance, just J-J-Just dance!",
117,,
118,,
119,,
120,,
121,,
122,,
123,,
124,"Komm ein bisschen näher komm näher hör mir zu Mach dich locker entspann dich so wie ich es tu Und dann spürst du wie der Rhythmus in dich eindringt und dich einnimmt Vielleicht werd' ich dir erzählen was du sehen willst hören willst Oder fühlen willst erleben willst was du spüren willst Vielleicht nichts von dem denn ich kann nicht sehen wie du bist Weil was ich denk' nur in meinem Kopf ist Nur in meinem Kopf seh' ich dich so wie ich dich seh' Nur in meinem Kopf die Dinge die nur ich versteh' Nur in meinem Kopf läuft das ab was mich betrifft Doch betrifft es dich und wirkt wie Gift für dich Dann ist es wahr, dass ich mich verschätzt hab Als ich dich versetzt hab dich dadurch verletzt hab, ich weiß Tief in mir drin bestreit ich nicht die Wichtigkeit unserer Zweisamkeit Es tut mir Leid es ist nur in meinem Kopf Was ist mit mir los was geht hier ab Liegt es an den Dingen, die du hast die ich nicht hab Kenn ich denn das Maß mit dem du mißt, bin ich der Egoist Und damit das Problem der Natur die du bist Ich weiß es nicht ich begreif' es nicht schau in dein Gesicht Und stelle fest etwas stört dein Gleichgewicht Und ich fürchte, das bin ich und all die andern um dich rum Versuchen zu verstehen und fragen sich warum Ist es nur in deinem Kopf, dass es kein gut und böse gibt Nur in deinem Kopf, dass jeder von dir alles kriegt Nur in deinem Kopf ist Frieden grenzenlos schrankenlos Gedankenlos was mach ich bloß Es ist nur in deinem Kopf Dieses Spiel ist so alt so alt wie du und ich Wobei ich es bin der dich braucht doch du mich nicht Warum bin ich nicht der einzige in deinem Leben, muss es denn die andern geben Muss ich dich deswegen jetzt aufgeben, nein Ich will es nicht ich kann es nicht ich glaube nicht mal, dass das geht Weil ohne dich sich nichts mehr hier dreht Obwohl wir uns so ähnlich sind scheint der Geist grundverschieden Ich frage mich wo ist er nur geblieben ist er denn in keinem Kopf in keinem Kopf in keinem kopf in keinem Der weg des großen Plans, ich weiß er ist in deinem Du zeigst es mir so oft doch ich hör' schlecht auf dem Ohr Nur ab und zu versteh' ich dich und es kommt selten genug vor Weil dann das meer rauscht und ich kann deinen atem spüren Dieser Punkt in meinem Kopf ich muss ihn finden und berühren Wie Staub den ich mir vom Gehirn klopf' Für die Reinheit, die Wahrheit, die Klarheit Nichts in meinem Kopf",
125,,
126,,
127,"Are you ready Steve? Uh-huh Andy? Yeah Mick? Okay Alright fellas, let's go! Oh it's been getting so hard Living with the things you do to me My dreams are getting so strange I'd like to tell you everything I see Oh, I see a man at the back as a matter of fact His eyes are as red as the sun And the girl in the corner let no one ignore her Cause she thinks she's the passionate one Oh yeah! It was like lightning Everybody was fighting And the music was soothing And they all started grooving Yeah, yeah, yeah-yeah-yeah And the man in the back said everyone attack And it turned into a ballroom blitz And the girl in the corner said boy I want to warn you It'll turn into a ballroom blitz Ballroom blitz, ballroom blitz, ballroom blitz, ballroom blitz Oh reaching out for something Touching nothing's all I ever do Oh I softly call you over When you appear there's nothing left of you And the man in the back is ready to crack As he raises his hands to the sky And the girl in the corner is everyone's woman She could kill you with a wink of her eye Oh yeah! It was electric So perfectly hectic And the band started leaving 'Cause they all stopped breathing Yeah, yeah, yeah-yeah-yeah And the man in the back said everyone attack And it turned into a ballroom blitz And the girl in the corner said boy I want to warn you It'll turn into a ballroom blitz Ballroom blitz, ballroom blitz, ballroom blitz, ballroom blitz Oh yeah! It was like lightning Everybody was fighting And the music was soothing And they all started grooving Yeah, yeah, yeah-yeah-yeah And the man in the back said everyone attack And it turned into a ballroom blitz And the girl in the corner said boy I want to warn you It'll turn into a ballroom blitz Ballroom blitz, ballroom blitz, ballroom blitz, ballroom blitz It's it's a ballroom blitz It's it's a ballroom blitz It's it's a ballroom blitz Yeah, it's a ballroom blitz",
128,,
129,,
130,,
131,,
132,"I sailed a wild, wild sea Climbed up a tall, tall mountain I met a old, old man Beneath a weeping willow tree He said now if you got some questions Go and lay them at my feet But my time here is brief So you'll have to pick just three And I said What do you do with the pieces of a broken heart And how can a man like me remain in the light And if life is really as short as they say Then why is the night so long And then the sun went down And he sang for me this song See I once was a young fool like you Afraid to do the things That I knew I had to do  So I played an escapade just like you I played an escapade just like you I sailed a wild, wild sea Climbed up a tall, tall mountain I met an old, old man He sat beneath a sapling tree He said now if you got some questions Go and lay them at my feet But my time here is brief So you'll have to pick just three And I said What do you do with the pieces of a broken heart And how can a man like me remain in the light And if life is really as short as they say Then why is the night so long And then the sun went down And he sang for me this song",
133,,
134,,
135,,
136,,
137,"Ooh this my shit All the girls stamp your feet like this Few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no hollaback girl I ain't no hollaback girl Few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no hollaback girl I ain't no hollaback girl This my shit, this my shit This my shit, this my shit This my shit, this my shit This my shit, this my shit I heard that you were talking shit And you didn't think that I would hear it People hear you talking like that, getting everybody fired up So I'm ready to attack, gonna lead the pack Gonna get a touchdown, gonna take you out That's right, put your pom-poms down, getting everybody fired up Few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no hollaback girl I ain't no hollaback girl Few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no hollaback girl I ain't no hollaback girl This my shit, this my shit This my shit, this my shit This my shit, this my shit This my shit, this my shit So that's right dude, meet me at the bleachers No principals, no student-teachers Both of us wanna be the winner, but there can only be one So I'm gonna fight, gonna give it my all Gonna make you fall, gonna sock it to ya That's right, I'm the last one standing, and another one bites the dust Few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no hollaback girl I ain't no hollaback girl Few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no hollaback girl I ain't no hollaback girl This my shit, this my shit This my shit, this my shit This my shit, this my shit This my shit, this my shit Let me hear you say, this shit is bananas, B-A-N-A-N-A-S! This shit is bananas, B-A-N-A-N-A-S! Again this shit is bananas, B-A-N-A-N-A-S! This shit is bananas, B-A-N-A-N-A-S! Few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no hollaback girl I ain't no hollaback girl Few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no hollaback girl I ain't no hollaback girl This my shit, this my shit This my shit, this my shit This my shit, this my shit This my shit, this my shit",
138,,
139,,
140,,
141,,
142,,
143,,
144,,
145,"This is the rhythm of the night The night Oh yeah The rhythm of the night This is the rhythm of my life My life Oh yeah The rhythm of my life You could put some joy upon my face Oh, sunshine in an empty place Take me to turn to and babe I'll make you stay Oh, I can ease you of your pain Feel you give me love again Round and round we go, each time I hear you say This is the rhythm of the night The night Oh yeah The rhythm of the night This is the rhythm of my life My life Oh yeah The rhythm of my life Won't you teach me how to love learn There'll be nothing left for me to yearn Think of me burn and let me hold your hand I don't wanna face the world in tears Please think again I'm on my knees Sing that song to me No reason to repent I know you wanna say it This is the rhythm of the night The night Oh yeah The rhythm of the night This is the rhythm of my life My life Oh yeah The rhythm of my life This is the rhythm of the night The night Oh yeah The rhythm of the night This is the rhythm of my life My life Oh yeah The rhythm of my life This is the rhythm of the night Oh oh oh This is the rhythm of the night Oh oh oh Rhythm of the night This is the rhythm of the night This is the rhythm of the night The night Oh yeah The rhythm of the night This is the rhythm of my life My life Oh yeah The rhythm of my life This is the rhythm of the night The night Oh yeah The rhythm of the night This is the rhythm of my life My life Oh yeah The rhythm of my life This is the rhythm of the night",
146,,
147,,
148,"In my secret life In my secret life In my secret life In my secret life I saw you this morning You were moving so fast Can't seem to loosen my grip On the past And I miss you so much There's no one in sight And we're still making love In my secret life In my secret life I smile when I'm angry I cheat and I lie I do what I have to do To get by But I know what is wrong And I know what is right And I'd die for the truth In my secret life In my secret life Hold on, hold on, my brother My sister, hold on tight I finally got my orders I'll be marching through the morning Marching through the night Moving cross the borders Of my secret life Looked through the paper Makes you wanna cry Nobody cares if the people Live or die And the dealer wants you thinking That it's either black or white Thank God it's not that simple In my secret life I bite my lip I buy what I'm told From the latest hit To the wisdom of old But I'm always alone And my heart is like ice And it's crowded and cold In my secret life In my secret life In my secret life In my secret life In my secret life In my secret life In my secret life In my secret life",
149,,
150,,
151,,
152,,
153,"Senorita, looks like you ain't done nothing good When it ain't supposed to do Oh no no no no I seen her downtown about an hour ago Behind the glass at a peep show I got nervous 'cause I don't know Can she see me behind that window? It's almost nine and I'm back in line I can't get the girl with the Spanish tears out of my mind I've got to make her mine, all mine But somethin' is wrong, she don't belong She oughta be back where she's from Maybe back on this Mexico City Man, I don't know her but she sure is pretty But God don't make lonely girls Sure didn't want 'em in His world God don't make lonely girls Yeah, yeah, doo doo doo doo Now when I make that girl all mine I'm gonna stand by her once I get inside of Her barbed wire, once I get inside I bet she'd look good in a brand new dress She never felt good in her fish net She's got to be this towns best mess But it ain't nothin' that her face would suggest But God don't make lonely girls Sure didn't want 'em in His world God don't make lonely girls Yeah, yeah, doo doo doo doo I gotta make her see, I'm a guarantee Oh, if she'd only come along with me I can make her see Gonna take a walk right through these walls 'Cause she's comin' home with me I ain't even gonna touch her at all Man, I'm only gonna lay awake and watch her sleep But God don't make lonely girls Sure didn't want 'em in His world God don't make lonely girls Yeah, yeah, doo doo doo doo",
154,,
155,,
156,,
157,,
158,"We are standing here at the edge of time Cold Our road was paved to the edge of time Steel, Sparks Come with me now to the edge of time Does anyone remember who I am? In a few moments you will have an experience which will seem completely real It will be the result of your subconscious fears, transformed to your conscious awareness You have 5 seconds to terminate this tape 5, 4, 3, 2, 1. Has everybody got a place to hide? Is everybody inside? Has everybody got a place to hide? Is everybody inside? There's a game out there, and the stakes are high. And the guy who runs it figures the averages all day long, and all night Once in a while he let's you steal a pot, But if you stay in the game long enough, you've got to lose, And once you've lost, there's no way back No way at all The time has come Darkness! Darkness! darkness! darkness! Da-da-da-da-darkness! The time has come The time has come Can you feel this? What is that buzzing? Are you now, or have you ever, moved slowly?",
159,,
160,,
161,"It was a cold California, Even in the summer, She was wrapped in a blanket by the pool, There were rapid statements, About life commitments, A sense of heat that I couldn't bare to touch, I couldn't bare it. It's not your fault so please stop your crying now, It's not your fault so please stop your crying now, Please stop your crying now, Woah, Woah. There was staring and seclusion, A fine tuned way of motion, A face wrapped for a suitor, The sound of hearts pumping at the same beat, Coming 'round the corner, In almost all directions, A sense of heat that I couldn't bare to touch, No, I couldn't bare it. It's not your fault so please stop your crying now, (It's not your fault so please stop your crying now) It's not your fault so please stop your crying now, (It's not your fault so please stop your crying) Now you, wait for, something, to cure this, Well I'm here, under your downpour. No, woah. It's not your fault so please stop your crying now, It's not your fault so please stop your crying, It's not your fault. It's not your fault so please stop your crying now, (It's not your fault so please stop your crying now) It's not your fault so please stop your crying now, (No, woah) It's not your fault so please stop your crying now, (No woah, no woah) (It's not your fault so please stop your crying now), It's not your fault, stop crying now, (No...)",
162,,
163,,
164,,
165,,
166,,
167,,
168,,
169,,
170,"I used to rule the world Seas would rise when I gave the word Now in the morning, I sleep alone Sweep the streets I used to own I used to roll the dice Feel the fear in my enemy's eyes Listen as the crowd would sing Now the old king is dead! Long live the king! One minute I held the key Next the walls were closed on me And I discovered that my castles stand Upon pillars of salt and pillars of sand I hear Jerusalem bells are ringing Roman Cavalry choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain Once you go there was never, never a honest word And that was when I ruled the world It was a wicked and wild wind Blew down the doors to let me in Shattered windows and the sound of drums People couldn't believe what I'd become Revolutionaries wait For my head on a silver plate Just a puppet on a lonely string Oh, who would ever want to be king? I hear Jerusalem bells are ringing Roman Calvary choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world Oh, oh, oh, oh, oh I hear Jerusalem bells are ringing Roman Calvary choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world",
171,"Lord, there goes Johnny Appleseed He might pass by in the hour of need There's a lot of souls Ain't drinking from the well locked in a factory Hey, look there goes Hey, look there goes If you're after getting the honey, hey Then you don't go killing all the bees Lord, there goes Martin Luther King Notice how the door closes when the chimes of freedom ring I hear what you're saying, I hear what he's saying Is what was true now no longer so Hey, I hear what you're saying Hey, I hear what he's saying If you're after getting the honey, hey Then you don't go killing all the bees What the people are saying And we know every road, go, go What the people are saying There ain't no berries on the trees Let the summertime sun (Fall on the apple) Fall on the apple Lord, there goes a Buick forty-nine Black sheep of the angels riding, riding down the line We think there is a soul, we don't know That soul is hard to find Hey, down along the road Hey, down along the road If you're after getting the honey, hey Then you don't go killing all the bees Hey, it's what the people are saying It's what the people are saying Hey, there ain't no berries on the trees Hey, that's what the people are saying, no berries on the trees You're checking out the honey, baby You had to go killin' all the bees",
172,"Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world  Around the world, around the world",
173,,
174,"Turn up the music Let's get out on the floor I like to move it Come and give me some more Watch me getting physical Out of control There's people watching me I never miss a beat Steel the night, kill the lights Feel it under your skin Time is right, keep it tight 'Cause its pulling you in Pump it up you can't stop Cause it feels like an overdose (Feels like an overdose) Evacuate the dance-floor I'm infected by the sound Stop this beat is killing me Hey little DJ let the music take me underground Evacuate the dance-floor I'm infected by the sound Stop this beat is killing me Hey little DJ come burn this place right down to the ground My body's aching That's some overload Temperatures rising I'm about to explode Watch me I'm intoxicated Taking the show It`s got me hypnotized Everybody step aside Steel the night, kill the lights Feel it under your skin Time is right, keep it tight 'Cause its pulling you in Pump it up, you can, t stop Cause it feels like an overdose (Feels like an overdose) Evacuate the dance-floor I'm infected by the sound Stop this beat is killing me Hey little DJ let the music take me underground Evacuate the dance-floor I'm infected by the sound Stop this beat is killing me Hey little DJ come burn this place right down to the ground Come on and evacuate Feel the club is heating up Move on and accelerate Push it to the top Come on and evacuate Feel the club is heating up Move on and accelerate You don't have to be afraid Now guess who's back on a brand new track? They got everybody in the club going mad So everybody in the back Get your back up on the wall and just shake that thang Go crazy, Yo lady, Yo baby Let me see sou wreck that thang Now drop it down low, low Let me see you take it to the dance-floor, yo Everybody in the club Evacuate the dance-floor Everybody in the club I'm infected by the sound Everybody in the club Stop this beat is killing me Hey little DJ let the music take me underground Evacuate the dance-floor I'm infected by the sound Stop this beat is killing me Hey little DJ come burn this place right down underground",
175,"Turn up the music Let's get out on the floor I like to move it Come and give me some more Watch me getting physical Out of control There's people watching me I never miss a beat Steel the night, kill the lights Feel it under your skin Time is right, keep it tight 'Cause its pulling you in Pump it up you can't stop Cause it feels like an overdose (Feels like an overdose) Evacuate the dance-floor I'm infected by the sound Stop this beat is killing me Hey little DJ let the music take me underground Evacuate the dance-floor I'm infected by the sound Stop this beat is killing me Hey little DJ come burn this place right down to the ground My body's aching That's some overload Temperatures rising I'm about to explode Watch me I'm intoxicated Taking the show It`s got me hypnotized Everybody step aside Steel the night, kill the lights Feel it under your skin Time is right, keep it tight 'Cause its pulling you in Pump it up, you can, t stop Cause it feels like an overdose (Feels like an overdose) Evacuate the dance-floor I'm infected by the sound Stop this beat is killing me Hey little DJ let the music take me underground Evacuate the dance-floor I'm infected by the sound Stop this beat is killing me Hey little DJ come burn this place right down to the ground Come on and evacuate Feel the club is heating up Move on and accelerate Push it to the top Come on and evacuate Feel the club is heating up Move on and accelerate You don't have to be afraid Now guess who's back on a brand new track? They got everybody in the club going mad So everybody in the back Get your back up on the wall and just shake that thang Go crazy, Yo lady, Yo baby Let me see sou wreck that thang Now drop it down low, low Let me see you take it to the dance-floor, yo Everybody in the club Evacuate the dance-floor Everybody in the club I'm infected by the sound Everybody in the club Stop this beat is killing me Hey little DJ let the music take me underground Evacuate the dance-floor I'm infected by the sound Stop this beat is killing me Hey little DJ come burn this place right down underground",
176,"Push me And then just touch me Till I can get my satisfaction Push me And then just touch me Till I can get my satisfaction, satisfaction Push me And then just touch me Till I can get my satisfaction Push me And then just touch me Till I can get my satisfaction Push me And then just touch me Till I can get my satisfaction Push me And then just touch me Till I can get my satisfaction Satisfaction, satisfaction Satisfaction, satisfaction, satisfaction Push me And then just touch me Till I can get my satisfaction Push me And then just touch me Till I can get my satisfaction",
177,"Push me And then just touch me Till I can get my satisfaction Push me And then just touch me Till I can get my satisfaction, satisfaction Push me And then just touch me Till I can get my satisfaction Push me And then just touch me Till I can get my satisfaction Push me And then just touch me Till I can get my satisfaction Push me And then just touch me Till I can get my satisfaction Satisfaction, satisfaction Satisfaction, satisfaction, satisfaction Push me And then just touch me Till I can get my satisfaction Push me And then just touch me Till I can get my satisfaction",
178,,
179,,"Woman, You know you, Woman, You gotta be, Woman, I've got the feeling of love, When you're talking to me, see right through me, I've got the feeling of alone She's a woman, you know what I mean, You better listen, listen to me She's gonna set you free oh oh yeah You've come looking for me, like I've got to set you free You know I can't free nobody, You've come looking for me, like I've got to set you free, I can't be nobody. She's a woman you know what I mean, You better listen, listen to me, She's gonna set you free oh oh yeah Woman, You know you, Woman, You gotta be, Woman, I've got the feeling love, When you're talking to me, you see right through me, I've got the feeling love She's a woman, you know what I mean, You better listen, listen to me She's gonna set you free oh oh yeah"
180,,
181,I don't wanna work today Maybe I just wanna stay Just take it easy cause there is no stress. I know it's not an awful crime Something special in my mind Nothing's gonna cause me distress. I text my baby on her phone Try to get her Sexy body home That's the way I wanna spend my day Got to find an alibi Cause I don't wanna waste my time I don't wanna feel this stress. It's not that I'm lazy I think I'm just crazy It's not that I'm lazy I think I'm just crazy It's not that I'm lazy Think I'm just crazy It's not that I'm lazy I'm just crazy No stress I think I'm just crazy No need to fight against my feelings Because the life is not depressing No need to fight against my feelings Because the life is not depressing No stress Ooh ho I don't wanna work today I don't wanna work today I don't wanna work today Maybe I just wanna stay Just take it easy cause there is no stress. I know it's not an awful crime Something special in my mind Nothing's gonna cause me distress. I text my baby on her phone Try to get her Sexy body home That's the way I wanna spend my day Got to find an alibi Cause I don't wanna waste my time I don't wanna feel this stress. It's not that I'm lazy I think I'm just crazy It's not that I'm lazy I think I'm just crazy It's not that I'm lazy Think I'm just crazy It's not that I'm lazy I'm just crazy No stress I think I'm just crazy Not depressing No need to fight against my feelings Because the life is not depressing No need to fight against my feelings Because the life is not depressing I don't wanna work today Ooh ho I don't wanna work today No stress I don't wanna work today Ooh ho I don't wanna work today.,
182,"Burning fires, burning lives On the long distant roads Through the lost mountains endless So far away from home Crossing battles savage seas towards the mountains high Forest plains of wilderness we're striking out tonight On towards our destiny we travel far and wide Journey through the darkness as your hearts refuse to die In the flames of hell we fire at will the fires of doom has come With the forces of the blackest knights they're staring at the sun Far across the distant plains of ice we're searching for the sword When the time has come for the battle now we follow with the horde We will ride with fire burning hot towards the night sky In the land of long ago forever in our souls Fly on wings of shining steel are burning so bright In ancient lands of warriors we're riding on again Burning fires burning lives on the long distant roads Through the lost mountains endless so far away from home Warrior soldiers forever we fought long ago We're all lost in the darkness so far away from home Fallen soldiers taste the steel of death the daylight dawning Sun will shine upon the lives of burning hearts of ice As you break through the boundaries of life this feeling of despair And they die in their sleep for the world that will not care You feel lost in this labyrinth of pain this sickening dismay There's a voice inside that's calling another wasted day Can't you see the history the suffocating madness In the land of fallen souls there's nowhere left no place to go I have traveled far and wide across this wasteland Still searching for the answers for the right to understand Burning fires burning lives on the long distant roads Through the lost mountains endless so far away from home Warrior soldiers forever we fought long ago We're all lost in the darkness so far away from home Riding through the starlight and smashing the boundaries as hellfire falls from the sky A shadow of pain will arise from the ashes of those fallen ones who have died Our only master with fire and fury of hell will see his bidding done Blasting from high as the battle unfolds to the gates of the city we come",
183,,
184,,
185,,
186,"Malchik gei Malchik gei Malchik, Malchik gei Malchik gei, Malchik gei, Malchik gei Malchik gei, Malchik gei, Malchik gei Malchik gei, Malchik gei, Malchik Malchik, Malchik. Handsome Tender Soft Why do you look right through me Thinking 'No'? I can't deny my feelings Growing strong I try to keep believing Dreaming on And every time I see you I crave more I wanna pull you closer closer closer closer but you leave me feeling frozen Malchik gei Malchik gei I can be All you need Won't your please Stay with me? Malchik gei Malchik gei Apologies, might-have-been's Malchik gei Malchik gei Can't erase what I feel Malchik gei, gei Malchik gei Malchik gei, Malchik gei, Malchik gei Malchik, Malchik. Choking Back emotion I try to keep on hoping For a way, A reason for us both to Come in close I long for you to hold me Like your boyfriend does And though my dream is Slowly fading I wanna be the object object object object Of your passion, but it's hopeless Malchik gei Malchik gei I can be All your need Won't you please Stay with me? Malchik gei Malchik gei Apologies, might-have-been's Malchik gei Malchik gei can't erase what I feel Malchik gei, gei Malchik gei Malchik gei Malchik gei I can be All your need Won't you please Stay with me? Malchik gei Malchik gei Apologies, might-have-been's Malchik gei Malchik gei Can't erase what I feel Malchik gei, gei Malchik gei Malchik gei, Malchik gei, Malchik gei Malchik, Malchik Mal'chik-gei, mal'chik-gei Bud' so mnoi ponaglei. Ot stida ne krasnei, Mal'chik-gei, mal'chik-gei Polozhi na druzei, Mal'chik-gei, mal'chik-gei Ot menya ofigei Mal'chik-gei, gei Malchik gei Malchik gei I can be all your need Won't you please stay with me? Malchik gei Malchik gei Apologies, might-have-been's Malchik gei Malchik gei can't erase what I feel Malchik gei, gei Malchik gei Malchik gei Malchik gei, Malchik gei, Malchik gei Malchik gei, Malchik gei, Malchik gei Malchik, Malchik Malchik gei",
187,,
188,,
189,,
190,,
191,,
192,,
193,,
194,,
195,,
196,,
197,,
198,,
199,,
200,,
201,"Well, I met you at the blood bank We were looking at the bags Wondering if any of the colors Matched any of the names we knew on the tags You said ""see lookit, that's yours Stacked on top with your brother's See how they resemble one another Even in their plastic little covers"" And I said I know it well That secret that you knew But don't know how to tell It fucks with your honor And it teases your head But you know that it's good, girl 'Cause its running you with red Then the snow started falling We were stuck out in your car You were rubbing both of my hands Chewing on a candy bar You said ""ain't this just like the present To be showing up like this"" As a moon waned to crescent We started to kiss And I said I know it well That secret that we know That we don't know how to tell I'm in love with your honor I'm in love with your cheeks What's that noise up the stairs babe? Is that Christmas morning creaks? And I said I know it well And I know it well And I know it well And I know it well And I know it well And I know it well And I know it well And I know it well",
202,,
203,,
204,"Hold me, love me Hold me, love me Hold me, love me Hold me, love me Hold me, love me Hold me, love me Hold me, love me Hold me, love me Hold me, love me Hold me, love me Hold me, love me Hold me, love me Love me, love me Love me, love me Love me, love me Love me, love me Love me, hold me Love me, hold me Love me, hold me Love me, hold me Love me, hold me Love me, hold me Love me, hold me Love me",
205,,
206,"Hold me, love me Hold me, love me Hold me, love me Hold me, love me Hold me, love me Hold me, love me Hold me, love me Hold me, love me Hold me, love me Hold me, love me Hold me, love me Hold me, love me Love me, love me Love me, love me Love me, love me Love me, love me Love me, hold me Love me, hold me Love me, hold me Love me, hold me Love me, hold me Love me, hold me Love me, hold me Love me",
207,"Oh my name is Jock Stewart I'm a canny gun man And a roving young fellow I've been So be easy and free when you're drinking with me I'm a man you don't meet every day I have acres of land I have men at command I have always a shilling to spare So be easy and free when you're drinking with me I'm a man you don't meet every day Well I took out my dog and him I did shoot All down in the county Kildare So be easy and free when you're drinking with me I'm a man you don't meet every day So come fill up you glasses of brandy and wine Whatever it costs, I will pay So be easy and free when you're drinking with me I'm a man you don't meet every day",
208,,
209,,
210,,
211,,
212,,
213,,
214,,
215,"Burning fires, burning lives On the long distant roads Through the lost mountains endless So far away from home Crossing battles savage seas towards the mountains high Forest plains of wilderness we're striking out tonight On towards our destiny we travel far and wide Journey through the darkness as your hearts refuse to die In the flames of hell we fire at will the fires of doom has come With the forces of the blackest knights they're staring at the sun Far across the distant plains of ice we're searching for the sword When the time has come for the battle now we follow with the horde We will ride with fire burning hot towards the night sky In the land of long ago forever in our souls Fly on wings of shining steel are burning so bright In ancient lands of warriors we're riding on again Burning fires burning lives on the long distant roads Through the lost mountains endless so far away from home Warrior soldiers forever we fought long ago We're all lost in the darkness so far away from home Fallen soldiers taste the steel of death the daylight dawning Sun will shine upon the lives of burning hearts of ice As you break through the boundaries of life this feeling of despair And they die in their sleep for the world that will not care You feel lost in this labyrinth of pain this sickening dismay There's a voice inside that's calling another wasted day Can't you see the history the suffocating madness In the land of fallen souls there's nowhere left no place to go I have traveled far and wide across this wasteland Still searching for the answers for the right to understand Burning fires burning lives on the long distant roads Through the lost mountains endless so far away from home Warrior soldiers forever we fought long ago We're all lost in the darkness so far away from home Riding through the starlight and smashing the boundaries as hellfire falls from the sky A shadow of pain will arise from the ashes of those fallen ones who have died Our only master with fire and fury of hell will see his bidding done Blasting from high as the battle unfolds to the gates of the city we come",
216,,
